Unnamed: 0,Name,Movie,Line,Sentiment,Irony,Hate,Intimacy
29,Tony,iron_man_2.txt,"Yeah, I have a peeve.",0.0,[0.4435497  0.34080496],[ 1.6476446 -1.6393352],0.10592964291572571
30,Tony,iron_man_2.txt,Can I see a badge?,0.0,[ 2.0665562 -1.2311679],[ 1.5641664 -1.5917739],0.02936333417892456
31,Happy,iron_man_2.txt,He likes the badge.,0.0,[-0.31595832  0.8945733 ],[ 1.3202118 -1.3102028],0.03820490837097168
32,Tony,iron_man_2.txt,Yep. [Starts engine] How far are we from D.C.?,0.1,[ 1.9143469 -1.2645407],[ 1.8401407 -1.9499426],0.022919684648513794
33,Happy,iron_man_2.txt,D.C.? 250 miles.,0.0,[ 1.4187605 -0.5818987],[ 1.8310616 -1.7428416],0.0253409743309021
34,Tony,iron_man_2.txt,[turns around from where he was trying to talk to Pepper who looks like she was trying to tell him off.] Yes dear?,0.0,[ 1.1665632  -0.62833637],[ 1.6354443 -1.6382642],0.09655314683914185
35,Tony,iron_man_2.txt,Absolutely.,0.2,[0.2140416 0.3758843],[ 0.9165368 -0.8137738],0.041814982891082764
36,Stern,iron_man_2.txt,Do you or do you not possess a specialised weapon?,0.0,[ 2.0569348 -1.4121361],[ 1.7430011 -1.6352378],0.04468163847923279
37,Tony,iron_man_2.txt,I do not.,0.0,[ 0.87702644 -0.2025711 ],[ 1.1711615 -1.050994 ],0.05265939235687256
38,Stern,iron_man_2.txt,You do not?,0.0,[ 1.5950259 -0.8419676],[ 1.5132784 -1.4295138],0.0964665412902832
39,Tony,iron_man_2.txt,"I do not. Well, it depends on how you define the word weapon.",0.0,[ 1.5958965  -0.80892193],[ 1.3978992 -1.2815993],0.024009227752685547
40,Stern,iron_man_2.txt,The Iron Man weapon.,0.0,[0.05728216 0.66018534],[ 1.3621627 -1.3998566],0.030927926301956177
41,Tony,iron_man_2.txt,My device does not fit that description.,-0.2,[ 1.6668286 -0.8972373],[ 1.7034906 -1.6123949],0.04292461276054382
42,Stern,iron_man_2.txt,Well… How would you describe it?,0.0,[ 2.0378377 -1.3366437],[ 1.9340674 -1.9496348],0.1133880615234375
43,Tony,iron_man_2.txt,"I would describe it by defining it as what it is, Senator.",0.0,[ 1.135621   -0.44557506],[ 1.6176811 -1.5902001],0.04022866487503052
44,Stern,iron_man_2.txt,As?,0.0,[ 1.3445128  -0.49638137],[ 1.0735508 -1.0224215],0.02874511480331421
45,Tony,iron_man_2.txt,It’s a high-tech prosthesis. That is… That is… That’s actually the most apt description I can make of it.,0.3666666666666667,[ 0.55103904 -0.25240713],[ 1.789722  -1.7290963],0.04277259111404419
46,Stern,iron_man_2.txt,"It’s a weapon. It’s a weapon, Mr Stark.",-0.2,[ 1.2720519 -0.5046017],[ 1.2980634 -1.4655038],0.030062109231948853
47,Tony,iron_man_2.txt,"Please, if your priority was actually the well-being of the American citizen…",0.0,[ 0.56511354 -0.05574355],[ 1.8266048 -1.9465688],0.11973889172077179
48,Stern,iron_man_2.txt,My priority is to get the Iron Man weapon turned over to the people of the United States of America.,0.0,[0.174332   0.35410696],[ 1.6323806 -1.7605165],0.025379031896591187
49,Tony,iron_man_2.txt,"Well, you can forget it. I am Iron Man. The suit and I are one. To turn over the Iron Man suit would be to turn over myself which is tantamount to indentured servitude or prostitution, depending or what state you’re in. You can’t have it.",0.0,[ 1.9977292 -1.4295219],[ 1.0736164 -1.3125352],0.1577894389629364
50,Stern,iron_man_2.txt,"Look, I’m no expert…",0.0,[ 1.2976441  -0.60784554],[ 1.6215872 -1.6639351],0.10826972126960754
51,Tony,iron_man_2.txt,In prostitution? Of course not. You’re a senator. Come on.,0.0,[ 0.5737077  -0.10686117],[ 0.9021988 -0.7742027],0.16555991768836975
52,Stern,iron_man_2.txt,"I’m no expert in weapons. We have somebody here who is an expert on weapons. I’d now like to call Justin Hammer, our current primary weapons contractor.",0.2,[ 1.5067248  -0.92653066],[ 1.9559942 -1.9844123],0.0486445426940918
53,Tony,iron_man_2.txt,"Let the record reflect that I observed Mr Hammer entering the chamber, and I am wondering if and when any actual expert will also be in attendance.",0.0,[ 1.1940088  -0.77154845],[ 1.9441599 -2.0391693],0.05305582284927368
54,Stern,iron_man_2.txt,That is well said Mr Hammer. The committee would now like to invite Lieutenant Colonel James Rhodes to the chamber.,0.0,[ 1.4231594  -0.71157306],[ 1.6671811 -1.7429456],0.02958446741104126
55,Tony,iron_man_2.txt,Rhodey? What?,0.0,[ 1.8173856 -0.9869037],[ 1.5446998 -1.6292719],0.04335296154022217
56,Tony,iron_man_2.txt,"Hey, buddy. I didn’t expect to see you here.",0.0,[ 1.3578421  -0.56446004],[ 1.5569705 -1.5747104],0.16608253121376038
57,Rhodey,iron_man_2.txt,"Look, it’s me, I’m here. Deal with it. Let’s move on.",0.0,[ 1.714813  -0.9725108],[ 1.7610683 -1.6651255],0.1683453917503357
58,Tony,iron_man_2.txt,I just…,0.0,[ 0.89403164 -0.22365218],[ 2.0656557 -1.9216213],0.0846693217754364
59,Rhodey,iron_man_2.txt,Drop it.,0.0,[ 0.97087    -0.17234531],[ 0.91755545 -0.91387784],0.031561702489852905
60,Tony,iron_man_2.txt,"All right, I’ll drop it.",0.2857142857142857,[ 1.269168  -0.4330572],[ 1.0709387 -1.026458 ],0.1616223305463791
61,Stern,iron_man_2.txt,"I have before me a complete report on the Iron Man weapon, complied by Colonel Rhodes. And, Colonel, for the record, can you please read page 57, paragraph four?",0.1,[ 1.7784976 -1.1117836],[ 2.013859  -2.1694124],0.027131199836730957
62,Rhodey,iron_man_2.txt,"You’re requesting that I read specific selections from my report, Senator?",0.0,[ 1.1175094 -0.5449843],[ 1.8624586 -1.8377138],0.08672228455543518
63,Stern,iron_man_2.txt,"Yes, sir.",0.0,[0.35625207 0.21165594],[ 1.1214586 -1.0675007],0.08703690767288208
64,Rhodey,iron_man_2.txt,It was my understanding that I was going to be testifying in a much more comprehensive and detailed manner.,0.45,[0.45244008 0.10607777],[ 2.0728347 -1.9344207],0.05780792236328125
65,Stern,iron_man_2.txt,I understand. A lot of things have changed today. So if you could just read…,0.0,[ 1.5194885  -0.74653345],[ 2.3213742 -2.2264526],0.025775790214538574
66,Rhodey,iron_man_2.txt,You do understand that reading a single paragraph out of context does not reflect the summery of my final…,-0.0714285714285714,[ 1.3882474 -0.7487984],[ 2.106072  -2.0930254],0.0723646879196167
67,Stern,iron_man_2.txt,"Just read it, Colonel. I do. Thank you.",0.0,[ 1.3989357 -0.733943 ],[ 1.7940247 -1.896504 ],0.09652024507522583
68,Rhodey,iron_man_2.txt,"Very well. “As he does not operate within any definable branch of government, Iron Man presents a potential threat to the security of both the nation and to her interests.” I did however, go on to summarise that the benefits of Iron Man far outweigh three liabilities and that it would be in our interest…",0.1,[ 1.1955779  -0.77635396],[ 1.4588032 -1.6603771],0.03830215334892273
69,Stern,iron_man_2.txt,That’s enough Colonel,0.0,[ 1.3955967 -0.2630465],[ 1.0291301 -0.923282 ],0.04182824492454529
70,Rhodey,iron_man_2.txt,…to fold Mr Stark…,0.0,[ 1.697966  -0.8951582],[ 1.4665062 -1.7026179],0.02582564949989319
71,Stern,iron_man_2.txt,That’s enough,0.0,[ 1.6151686  -0.47058386],[ 1.0776076  -0.97903585],0.05243226885795593
72,Rhodey,iron_man_2.txt,"…into the existing chain of command, Senator.",0.0,[ 0.7263025  -0.13881436],[ 1.542144  -1.5713552],0.02549418807029724
73,Tony,iron_man_2.txt,"I’m not a joiner, but I’ll consider Secretary of Defence, if you ask nice.",0.6,[ 1.7799602  -0.98000014],[ 1.6996716 -1.7725638],0.07754567265510559
74,Tony,iron_man_2.txt,We can amend the hours a little bit.,-0.1875,[ 1.2493402 -0.54303  ],[ 1.5789748 -1.4462808],0.03433448076248169
75,Stern,iron_man_2.txt,"I’d like to go on and show, if I may, the imagery that’s connected to your report.",0.0,[ 1.7162429 -1.149846 ],[ 1.9963791 -1.9254616],0.04107844829559326
76,Rhodey,iron_man_2.txt,I believe it is somewhat premature to reveal these images to the general public at this time.,0.025,[ 2.0066211 -1.3713286],[ 1.7074698 -1.6952559],0.020986169576644897
77,Stern,iron_man_2.txt,"With all due respect, Colonel, I understand. And if you could just narrate those for us, we’d be very grateful. Let’s have the images.",0.0375,[ 2.164195 -1.261243],[ 1.804817  -1.7727486],0.1402890980243683
78,Rhodey,iron_man_2.txt,"Intelligence suggests that the devices seen in these photos are, in fact, attempts at making manned copies of Mr Stark’s suit. This has been corroborated by our allies and local intelligence on the ground…",-0.1,[ 0.49937725 -0.03343292],[ 1.8316272 -1.9883813],0.018734276294708252
79,Rhodey,iron_man_2.txt,"… indicating that these suits are quite possibly, at this moment, operational.",0.0,[ 0.39534852 -0.03208859],[ 1.7358197 -1.8385079],0.022480785846710205
80,Tony,iron_man_2.txt,"Hold on a second buddy. Let me see something here. [Sets up his device to connect with the screen showing the pictures.] Boy, I’m good. I commandeered your screens. I need them. Time for a little transparency. Now, let’s see what’s really going on.",0.1781249999999999,[ 1.6166605  -0.90073436],[ 1.9933724 -1.9540657],0.05553466081619263
81,Stern,iron_man_2.txt,What is he doing?,0.0,[ 1.940338  -1.1393946],[ 1.5992461 -1.6687174],0.06832295656204224
82,Tony,iron_man_2.txt,"If you will direct your attention to said screens, I believe that’s North Korea. [Video of a suit. It falls over and clearly doesn’t work very well at all.]",0.1333333333333333,[ 1.0799663 -0.6564522],[ 1.6157151 -1.7460988],0.030119478702545166
83,Stern,iron_man_2.txt,Can you turn that off? Take it off. [Justin Hammer stands up],0.0,[ 1.6177517  -0.78867114],[ 1.5572053 -1.892831 ],0.03214913606643677
84,Tony,iron_man_2.txt,Iran.,0.0,[0.08707216 0.45080218],[ 1.0778705 -1.0925347],0.03139570355415344
85,Tony,iron_man_2.txt,No grave threat here. Is that Justin Hammer? How did Hammer get in the game?,-0.4,[ 2.217768  -1.4302574],[ 1.48847   -1.8291098],0.026798784732818604
86,Tony,iron_man_2.txt,"Justin, you’re on TV. Focus up.",0.0,[0.7181663  0.04617395],[ 1.6446356 -1.5727738],0.043790578842163086
87,Tony,iron_man_2.txt,"[Just as not-TV Justin finds the plug and unplugs the screen] Wow. Yeah, I’d say most countries, five, ten years away. Hammer Industries, twenty.",0.1999999999999999,[ 1.2484657  -0.47118047],[ 1.6982605 -1.8456472],0.02953055500984192
88,Justin,iron_man_2.txt,I’d like to point out that that test pilot survived.,0.0,[ 0.8876382  -0.22990748],[ 1.6914762 -1.7522942],0.041561633348464966
89,Stern,iron_man_2.txt,I think we’re done is the point that he’s making. I don’t think there’s any reason…,0.0,[ 1.8431134 -1.136635 ],[ 1.791804  -1.8441454],0.12450209259986877
90,Tony,iron_man_2.txt,"The point is, you’re welcome, I guess",0.8,[ 1.8520186 -1.0533206],[ 1.7007129 -1.7438017],0.15619854629039764
91,Stern,iron_man_2.txt,For what?,0.0,[ 1.3176459 -0.5000058],[ 1.5273863 -1.4941791],0.029408693313598633
92,Tony,iron_man_2.txt,Because I’m your nuclear deterrent. It’s working. We’re safe. America is secure. You want my property? You can’t have it. But I did you a big favour.,0.3,[0.15999418 0.3625417 ],[ 0.51528984 -0.6669253 ],0.15384894609451294
93,Tony,iron_man_2.txt,I’ve successfully privatised world peace.,0.75,[-0.9259569  1.3378121],[ 1.613159  -1.5232328],0.035682618618011475
94,Tony,iron_man_2.txt,What more do you want? For now! I tried to play ball with these ass-clowns.,0.625,[ 2.0376463 -1.1636597],[ 0.5392364  -0.24787948],0.14963451027870178
95,Stern,iron_man_2.txt,"[beep] you, Mr Stark. [beep] you, buddy. We’re adjourned. We’re adjourned for today.",-0.2,[ 1.0580128 -0.4980264],[ 1.8486719 -1.8335217],0.12258771061897278
96,Tony,iron_man_2.txt,"[puts on sunglasses. Rhodey’s still sitting down and has the same look on his face as Pepper did. Basically, they’re both tired of Tony not taking serious things seriously] Okay.",-0.0777777777777777,[ 0.8427889  -0.27791157],[ 1.8719282 -1.8698934],0.09049814939498901
97,Stern,iron_man_2.txt,You’ve been a delight.,0.0,[-0.03882024  0.67810845],[ 1.4269289 -1.327216 ],0.17518635094165802
98,Tony,iron_man_2.txt,"Wake up, Daddy’s home.",0.0,[ 1.5407307  -0.65048975],[ 1.5348719 -1.6579025],0.149169921875
99,Tony,iron_man_2.txt,You!,0.0,[0.18617155 0.4766992 ],[ 1.1335028 -1.077802 ],0.17629404366016388
100,Tony,iron_man_2.txt,I swear to God I’ll dismantle you. I’ll soak your motherboard. I’ll turn you into a wine rack.,0.0,[ 2.0987463 -1.2856747],[ 0.73599565 -0.83731514],0.17599275708198547
101,Tony,iron_man_2.txt,How many ounce a day of this gobbledegook am I supposed to drink?,0.5,[ 1.6633795 -1.173309 ],[ 1.4292182 -1.2466921],0.04413038492202759
102,Jarvis,iron_man_2.txt,"We are up to 80 ounces a day to counteract the symptoms, sir.",0.0,[0.12762117 0.14568126],[ 1.9581763 -1.9552695],0.03397166728973389
103,Tony,iron_man_2.txt,Check palladium levels.,0.0,[0.20515904 0.18253756],[ 1.6195723 -1.5459324],0.02787947654724121
104,Jarvis,iron_man_2.txt,"Blood toxicity, 24%. It appears that the continued use of the Iron Man suit is accelerating your condition. Another core has been depleted.",0.0,[ 1.1739205 -0.7630268],[ 1.813723  -1.9407778],0.03668209910392761
105,Tony,iron_man_2.txt,"[Takes Arc Reactor out of chest. The core pops out, rusted and slightly smoking.] God, they’re running out quick.",0.0833333333333333,[ 1.674905  -0.8249869],[ 1.6023153 -1.7889045],0.11770915985107422
106,Jarvis,iron_man_2.txt,"I have run simulations on every known element, and none can serve as a viable replacement for the palladium core.",0.0,[ 1.575883  -0.7849782],[ 1.8624622 -1.8514972],0.028659194707870483
107,Jarvis,iron_man_2.txt,"You are running out of both time and options. Unfortunately, the device that’s keeping you alive is also killing you.",-0.2,[ 1.5935216 -0.8881813],[ 1.9709346 -1.8042089],0.040196001529693604
108,Jarvis,iron_man_2.txt,Miss Potts is approaching. I recommend that you inform her…,0.0,[ 1.3502625  -0.89287215],[ 1.2322294 -1.2729057],0.15273481607437134
109,Tony,iron_man_2.txt,Mute.,0.0,[0.64022845 0.17036009],[ 1.1218289 -1.0146731],0.08673590421676636
110,Pepper,iron_man_2.txt,Is this a joke? What are you thinking?,0.0,[ 2.0375326 -1.3427554],[ 1.4114643 -1.4503034],0.08293390274047852
111,Tony,iron_man_2.txt,What?,0.0,[ 1.4070889  -0.49027973],[ 1.2503315 -1.1553091],0.03506931662559509
112,Pepper,iron_man_2.txt,What are you thinking?,0.0,[ 2.239075  -1.3473988],[ 1.795503  -1.8229374],0.0657704770565033
113,Tony,iron_man_2.txt,"Hey, I’m thinking I’m busy. And you’re angry about something. Do you have the sniffles? I don’t want to get sick.",-0.3714285714285714,[ 1.5816582 -1.0168782],[ 1.724655  -1.7314514],0.13809990882873535
114,Pepper,iron_man_2.txt,Did you just donate…,0.0,[ 1.0310855  -0.62430674],[ 2.1509035 -2.3396943],0.081854909658432
115,Tony,iron_man_2.txt,Keep your business.,0.0,[0.10280234 0.31978148],[ 1.1657692 -1.0414082],0.1654566526412964
116,Pepper,iron_man_2.txt,…our entire modern art collection to the…,0.1,[ 1.1172384 -0.6484105],[ 1.9516159 -1.9997312],0.030449360609054565
117,Tony,iron_man_2.txt,Boy Scouts of America.,0.0,[-0.27059144  0.8074677 ],[ 1.7415692 -1.7007213],0.029843181371688843
118,Pepper,iron_man_2.txt,…Boy Scouts of America?,0.0,[ 0.68131727 -0.27987143],[ 1.9939    -2.0012562],0.029224753379821777
119,Tony,iron_man_2.txt,"Yes. It is a worthwhile organisation. I didn’t physically check the crates but, basically, yes. And it’s not “our” collection, it’s my collection. No offence.",0.25,[ 2.0774953 -1.607505 ],[ 1.9429089 -2.1357663],0.028410404920578003
120,Pepper,iron_man_2.txt,"No, you know what? I think I’m actually entitled to say “our” collection considering the time that I put in, over 10 years, curating that.",0.0,[ 1.7713635 -1.3523756],[ 1.955115  -1.9584936],0.03779640793800354
121,Tony,iron_man_2.txt,It was a tax write-off. I needed that.,0.0,[0.05698459 0.2679427 ],[ 1.6059111 -1.4926246],0.03027281165122986
122,Pepper,iron_man_2.txt,"You know, there’s only about 8,011 things that I really need to talk to you about.",0.1,[ 1.4510012 -0.8162128],[ 1.8063416 -1.6268725],0.07198265194892883
123,Tony,iron_man_2.txt,"[to another robot] Dummy. Hey, stop spacing out. The Bridgeport’s already machining that part.",0.0,[ 1.0625979 -0.2632975],[ 1.3132956 -1.2231311],0.030848056077957153
124,Pepper,iron_man_2.txt,The Expo is a gigantic waste of time.,-0.2,[-1.0134602  1.2676152],[ 1.4416369 -1.3656176],0.04453873634338379
125,Tony,iron_man_2.txt,I need you to wear a surgical mask until you’re feeling better. Is that okay?,0.5,[ 1.3703384  -0.70018333],[ 1.9691278 -1.8261209],0.1294974386692047
126,Pepper,iron_man_2.txt,That’s rude.,-0.3,[ 0.8844285  -0.09646478],[ 0.88007104 -0.83749604],0.10157376527786255
127,Tony,iron_man_2.txt,There’s nothing more important to me than the Expo. It’s my primary point of concern. I don’t know why you’re…,0.4333333333333333,[ 1.6945761 -1.0014114],[ 2.1507123 -2.1623414],0.12953221797943115
128,Pepper,iron_man_2.txt,The Expo is your ego gone crazy.,-0.6,[0.16068181 0.7043916 ],[ 1.2829545 -1.1648549],0.106403648853302
129,Tony,iron_man_2.txt,[Picking up a painting. Of Iron Man] Wow. Look at that. That’s modern art. That’s going up.,0.15,[ 0.71326864 -0.0098257 ],[ 1.6623427 -1.7612122],0.038609445095062256
130,Pepper,iron_man_2.txt,You’ve got to be kidding.,0.0,[ 0.74667966 -0.0750287 ],[ 0.8930706 -0.8210564],0.11815755069255829
131,Tony,iron_man_2.txt,I’m gonna put this up right now. This is vital.,0.1928571428571428,[ 1.8799415 -1.0899762],[ 1.4595749 -1.4487652],0.09650951623916626
132,Pepper,iron_man_2.txt,Stark is in complete disarray. You understand that?,-0.05,[ 0.6914612 -0.0943851],[ 1.8693132 -1.8446729],0.0738660991191864
133,Tony,iron_man_2.txt,No. Our stocks have never been higher.,0.25,[0.24511732 0.19075793],[ 1.3879098 -1.2641169],0.03355705738067627
134,Pepper,iron_man_2.txt,"Yes, from a managerial standpoint.",0.0,[0.47687742 0.04059169],[ 1.4881653 -1.366906 ],0.025096744298934937
135,Tony,iron_man_2.txt,"You are… Well, if’s messy then let’s double back.",-0.0666666666666666,[ 1.8927417 -1.305205 ],[ 1.5271298 -1.6559385],0.16416598856449127
136,Pepper,iron_man_2.txt,Let me give you an example.,0.0,[ 1.5346355 -0.5475631],[ 1.7555805 -1.6593007],0.08304232358932495
137,Tony,iron_man_2.txt,Let’s move onto another subject.,-0.1666666666666666,[ 1.3314557  -0.65005666],[ 1.1958857 -1.1472737],0.028882116079330444
138,Pepper,iron_man_2.txt,"No, no, no, no. You are not taking down the Barnett Newman and hanging that up.",-0.1555555555555555,[ 1.40366    -0.84044963],[ 1.2959336 -1.3104103],0.05562731623649597
139,Tony,iron_man_2.txt,I’m not taking it down. I’m just replacing it with this.,-0.1555555555555555,[ 1.733791  -1.0672619],[ 1.7367506 -1.7405982],0.08049130439758301
140,Tony,iron_man_2.txt,Let’s see what I can get going on here.,0.0,[ 1.4936099  -0.75127816],[ 1.3860999 -1.3337135],0.04391631484031677
141,Pepper,iron_man_2.txt,"Okay, fine. My point is, we have already awarded contracts to the wind farm people.",0.4583333333333333,[0.09465817 0.2350932 ],[ 1.4816269 -1.3116087],0.03413406014442444
142,Tony,iron_man_2.txt,Yeah. Don’t say “wind farm.” I’m already feeling gassy.,0.0,[ 1.530484   -0.95515025],[ 1.6002824 -1.504642 ],0.11618703603744507
143,Pepper,iron_man_2.txt,"And to the plastic plantation tree, which was your idea by the way. Those people are on payroll…",0.0,[-0.2613318   0.30245915],[ 1.2267436 -1.0881699],0.08488494157791138
144,Tony,iron_man_2.txt,Everything was my idea.,0.0,[-0.80534273  1.214738  ],[ 1.787001  -1.6390123],0.10013914108276367
145,Pepper,iron_man_2.txt,…and you won’t make a decision.,0.0,[ 1.3306966 -0.5822578],[ 1.5470663 -1.4428899],0.0891304612159729
146,Tony,iron_man_2.txt,I don’t care about the liberal agenda any more. It’s boring. Boring. I’m giving you a boring alert. [Jumps off desk] You do it.,-0.625,[ 0.8983903  -0.27517182],[ 1.3804616 -1.2448711],0.08996230363845825
147,Pepper,iron_man_2.txt,I do what?,0.0,[ 1.7077149 -0.9090037],[ 1.9094574 -1.7686237],0.036789119243621826
148,Tony,iron_man_2.txt,Excellent idea. I just figured this out. You run the company.,1.0,[ 0.57540965 -0.15818352],[ 1.7937514 -1.6329157],0.051083654165267944
149,Pepper,iron_man_2.txt,"Yeah, I’m trying to run the company.",0.0,[-0.43996748  0.8644546 ],[ 1.795286 -1.603242],0.03514063358306885
150,Tony,iron_man_2.txt,"Pepper, I need you to run the company. Well, stop trying to do it and do it.",0.0,[0.2233271  0.33673644],[ 1.7522322 -1.5302347],0.05263063311576843
151,Pepper,iron_man_2.txt,You will not give me the information…,0.0,[ 1.979017  -1.3826033],[ 1.8251358 -1.9021702],0.09289151430130005
152,Tony,iron_man_2.txt,I’m not asking you to try…,0.0,[ 1.925278  -1.2726102],[ 1.7980341 -1.7998226],0.1225925087928772
153,Pepper,iron_man_2.txt,…in order to…,0.0,[ 0.99224454 -0.4776007 ],[ 1.6901294 -1.6777316],0.03105577826499939
154,Tony,iron_man_2.txt,I’m asking you to physically do it. I need you to do it.,0.0,[ 2.1318846 -1.1848502],[ 1.767253  -1.6016394],0.12443472445011139
155,Pepper,iron_man_2.txt,I am trying to do it.,0.0,[ 0.8640836 -0.135486 ],[ 1.6768123 -1.5154372],0.0535772442817688
156,Tony,iron_man_2.txt,"Pepper, you’re not listening to me!",0.0,[ 1.5039436  -0.74276364],[ 1.4477241 -1.5260427],0.11719211935997009
157,Pepper,iron_man_2.txt,"No, you are not listening to me.",0.0,[ 1.3903667  -0.75691843],[ 1.6629633 -1.600215 ],0.134513258934021
158,Tony,iron_man_2.txt,I’m trying to make you CEO. Why won’t you let me?,0.0,[ 1.9712492 -1.0784438],[ 2.0687983 -1.907466 ],0.17875777184963226
159,Pepper,iron_man_2.txt,Have you been drinking?,0.0,[ 1.7356132 -1.2387275],[ 1.881298  -1.8812968],0.08517533540725708
