Name,Line,Sentiment
SAM,It�s no more than you deserve!,-0.3125
FRODO,"Maybe he does deserve to die, but now 
                         that I see him, I do pity him.",-0.1
GOLLUM,"[Begging] We be nice to them if they 
                         be nice to us. Take it off us. We swears 
                         to do what you wants. We swears.",0.4666666666666666
FRODO,"There�s no promise you can make that 
                         I can trust.",0.0
GOLLUM,"We swears to serve the master of the 
                         preciousss. We swears on... on the precious. 
                         *Gollum. Gollum.*",0.5
FRODO,"The Ring is treacherous. It will hold 
                         you to your word.",0.0
GOLLUM,Yes... on the preciousss. On the preciousss.,0.0
SAM,"I don�t believe you! [Gollum backs away, 
                         frightened, and climbs onto a boulder] 
                         Get down! I said, down!",-0.19444444444444448
FRODO,Sam!,0.0
SAM,"He�s trying to trick us! We let him 
                         go he�ll throttle us in our sleep!",0.0
FRODO,You know the way to Mordor?,0.0
GOLLUM,[nods warily] Yes...,-0.5
FRODO,You�ve been there before?,0.0
GOLLUM,"[nods again] Yes...

                         [Frodo reaches out and takes the rope 
                         noose off Gollum�s neck. Gollum seems 
                         surprised and relieved.]",0.1
FRODO,You will lead us to the Black Gate.,-0.16666666666666666
PIPPIN,Merry. Merry! [He receives no response.],0.0
PIPPIN,[quietly to himself] Aragorn!,0.0
ARAGORN,"Their pace has quickened. [He looks 
                         up.] They must have caught our scent. 
                         Hurry! [He runs off.]",0.0
LEGOLAS,"Come on, Gimli! [Looks back at Gimli 
                         and then runs after Aragorn]",0.0
GIMLI,"[pauses in his steps and huffs] Three 
                         days� and nights� pursuit. No food. 
                         No rest. And no sign of our quarry but 
                         what bare rock can tell. [Runs after 
                         his companions.]",0.05
ARAGORN,Not idly do the leaves of L�rien fall.,0.0
LEGOLAS,"[stops and turns to Aragorn.] They may 
                         yet be alive.",0.1
ARAGORN,"Less than a day ahead of us. Come! [Runs 
                         off again]",-0.20833333333333331
LEGOLAS,"Come, Gimli! We are gaining on them!",0.0
GIMLI,"[Panting] I am wasted on cross-country! 
                         We dwarves are natural sprinters! Very 
                         dangerous over short distances!",-0.22625
ARAGORN,"Rohan. Home of the horse-lords. There 
                         is something strange at work here. Some 
                         evil gives speed to these creatures, 
                         sets its will against us.",-0.525
ARAGORN,"Legolas, what do your Elf eyes see?",0.0
LEGOLAS,"The Uruks turn northeast. They�re taking 
                         the hobbits to Isengard!",0.0
ARAGORN,"Saruman.



                         [The tower of Orthanc stands amidst 
                         the smoking caverns of Isengard. Saruman 
                         stands in his chamber, communicating 
                         with the Dark Lord through the Palant�r.]",-0.15
�OWYN,"Th�odred!

                         [Th�odred seems to hear her call but 
                         is unable to respond. He has a bloody 
                         gash on the side of his head. �omer 
                         nods to �owyn in the direction of Th�odred�s 
                         torso. �owyn draws back the covers and 
                         upon seeing Th�odred�s fatal wound, 
                         her lips tighten and eyes close. She 
                         looks up to catch �omer�s eye.]",-0.43333333333333335
�OWYN,"Your son is badly wounded, my lord.",-0.6999999999999998
�OMER,"He was ambushed by Orcs. If we don�t 
                         defend our country, Saruman will take 
                         it by force.",0.0
GR�MA,"That is a lie! [Appears from the shadows.] 
                         Saruman the White has ever been our 
                         friend and ally.",0.0
TH�ODEN,"[mumbles feebly] Gr�ma� Gr�ma� [Gr�ma 
                         leans down close to the King.]My son...? 
                         Gr�ma...?",-0.3277777777777778
�OMER,"Orcs are roaming freely across our lands. 
                         Unchecked. Unchallenged. Killing at 
                         will. Orcs bearing the white hand of 
                         Saruman. [He drops a helmet onto the 
                         ground, which topples over to reveal 
                         the white hand of Saruman.]",0.13333333333333333
GR�MA,"Why do you lay these troubles on an 
                         already troubled mind. Can you not see? 
                         Your uncle is wearied by your malcontent, 
                         your war-mongering.",-0.5
�OMER,"War-mongering?

                         [�omer grabs Gr�ma and pins him against 
                         a pillar.]",0.0
�OMER,"How long is it since Saruman bought 
                         you? What was the promised price, Gr�ma? 
                         When all the men are dead you will take 
                         your share of the treasure?",-0.125
�OMER,"Too long have you watched my sister, 
                         too long have you haunted her steps.",-0.05
GR�MA,"You see much �omer, Son of �omund. Too 
                         much. [The thugs punch �omer n the stomach] 
                         You are banished forthwith from the 
                         kingdom of Rohan. Under pain of death!",0.225
�OMER,"[Being dragged away] Argh!!



                         [Uruk-hai and Orcs continue to march 
                         across the plains with their hobbit 
                         captives, with Aragorn, Legolas, and 
                         Gimli hot on their pursuits.]",0.25
GIMLI,"Keep breathing! That�s the key! Breathe! 
                         Ho!",0.0
LEGOLAS,"They�ve run as if the very whips of 
                         their masters were behind them.",-0.1
PIPPIN,Merry! Merry!,0.0
MERRY,"[opens his eyes] I think... we might 
                         have made a mistake leaving the Shire, 
                         Pippin.",0.0
PIPPIN,What�s making that noise?,0.0
MERRY,"[looks towards the forest] It�s the 
                         trees.",0.0
PIPPIN,What?,0.0
MERRY,"Do you remember the Old Forest? On the 
                         borders of Buckland? Folk used to say 
                         that there was something in the water 
                         that made the trees grow tall... and 
                         come alive.",0.1
PIPPIN,Alive?,0.1
MERRY,"Trees that could whisper. Talk to each 
                         other. Even move.",-0.125
MERRY,"Pippin, let�s go.

                         [Their hands still bound, the hobbits 
                         try to crawl away. Suddenly a foot comes 
                         down on Merry and Pippin is turned onto 
                         his back.]",-0.051851851851851864
MERRY,"Pippin! [Gestures for them to make their 
                         escape.]",0.0
LEGOLAS,"[Pauses and looks up] A red sun rises. 
                         Blood has been spilled this night.",0.0
ARAGORN,"Riders of Rohan, what news from the 
                         Mark?",0.0
�OMER,"What business does an Elf, a man and 
                         a Dwarf have in the Riddermark? Speak 
                         quickly!",0.41666666666666663
GIMLI,"Give me your name, Horsemaster, and 
                         I shall give you mine.",0.0
�OMER,"I would cut off your head, Dwarf, if 
                         it stood but a little higher from the 
                         ground.",0.03125
LEGOLAS,You would die before your stroke fell!,0.0
ARAGORN,"I am Aragorn, son of Arathorn. This 
                         is Gimli, son of Gl�in and Legolas of 
                         the Woodland realm. We are friends of 
                         Rohan and of Th�oden, your king.",0.0
�OMER,"Th�oden no longer recognizes friend 
                         from foe. [Takes off helmet] Not even 
                         his own kin.",0.6
�OMER,"Saruman has poisoned the mind of the 
                         king and claimed lordship over these 
                         lands. My company are those loyal to 
                         Rohan. And for that, we are banished. 
                         The White Wizard is cunning. He walks 
                         here and there, they say, as an old 
                         man, hooded and cloaked. And everywhere 
                         his spies slip past our nets.",0.03666666666666667
ARAGORN,"We are not spies. We track a party of 
                         Uruk-hai westward across the plain. 
                         They�ve taken two of our friends captive.",-0.007142857142857131
�OMER,"The Uruks are destroyed. We slaughtered 
                         them during the night.",0.0
GIMLI,"But there were two hobbits. Did you 
                         see two hobbits with them?",0.0
ARAGORN,"They would be small � only children 
                         to your eyes.",-0.125
�OMER,"We left none alive. We piled the carcasses 
                         and burned them. [Points to a smoking 
                         pile in the distance.]",0.05
GIMLI,Dead?,-0.2
�OMER,"[nods] I am sorry.

                         [Legolas puts a hand on Gimli�s shoulder 
                         in grief. �omer turns and whistles.]",-0.65
�OMER,"Hasufel! Arod! [Two horses move up.] 
                         May these horses bear you to better 
                         fortune than their former masters. Farewell.",0.25
�OMER,"Look for your friends. But do not trust 
                         to hope, it has forsaken these lands. 
                         [To the riders] We ride north!",0.0
GIMLI,It�s one of their wee belts.,0.0
LEGOLAS,"[with his head bowed and eyes closed] 
                         Hiro �th� ab 'wanath... (May they find 
                         peace in death)",-0.1
ARAGORN,"[Kicks a helmet and yells] AAARRGGHH!!! 
                         [He falls to his knees.]",0.0
GIMLI,"We failed them.

                         [Aragorn looks to the side as some tracks 
                         catch his attention.]",-0.5
ARAGORN,"A hobbit lay here, and the other. [Flashback: 
                         Pippin yells as he looks up at a pair 
                         of thrashing hooves bearing down on 
                         him. He rolls over, avoiding the hooves.] 
                         They crawled.",-0.14027777777777778
ARAGORN,"Their hands were bound. [Flashback: 
                         Merry rubs his bonds furiously against 
                         the sharp edge of a weapon.] Their bonds 
                         were cut. [Aragorn holds up a broken 
                         length of thick rope.]",-0.275
ARAGORN,They ran over here. They were followed.,0.0
MERRY,"The belt!

                         [Pippin undoes his belt and Grishn�kh 
                         is left holding it.]",0.0
MERRY,Run!,0.0
ARAGORN,"The tracks lead away from the battle... 
                         [They break into a run and then stop] 
                         into Fangorn Forest.",0.0
GIMLI,"Fangorn. What madness drove them in 
                         there?",0.0
PIPPIN,"Did we lose him? [Looks around] I think 
                         we lost him.",0.0
MERRY,"Trees! Climb a tree!

                         [Pippin and Merry quickly scramble up 
                         a tree each.]",0.3333333333333333
MERRY,"[Looks around and then sighs in relief.] 
                         He's gone.",0.0
PIPPIN,"Merry!

                         [Pippin looks down in horror but as 
                         he turns his head, he spots a pair of 
                         gleaming yellow eyes blinking in the 
                         tree he�s clinging to. The tree starts 
                         to move and groan.]",-0.07777777777777779
TREEBEARD,Hooooo...,0.0
PIPPIN,"Argh!!

                         [Pippin loses his grip in fright and 
                         grabs at the air futilely as he falls. 
                         The tree catches him before he hits 
                         the ground.]",-0.3
PIPPIN,"Run, Merry!

                         [Merry tries to run away but is scooped 
                         by the tree.]",-0.1
TREEBEARD,"[Looks at the creatures in his hands] 
                         Little Orcs! Bur�rum...",-0.234375
PIPPIN,"It�s talking, Merry. The tree is talking!",0.0
TREEBEARD,"Tree?! I am no tree. I am an Ent. [Stomps 
                         slowly through the forest.]",-0.30000000000000004
MERRY,A treeherder! A shepherd of the forest.,0.0
PIPPIN,"Don�t talk to it, Merry. Don�t encourage 
                         it.",0.0
TREEBEARD,"Treebeard, some call me.",0.0
PIPPIN,And whose side are you on?,0.0
TREEBEARD,"Side? I am on nobody�s side because 
                         nobody�s on my side, little Orc. Nobody 
                         cares for the woods anymore.",-0.1875
MERRY,We�re not Orcs. We�re Hobbits!,0.0
TREEBEARD,"Hobbits? Never heard of a hobbit before. 
                         Sounds like Orc mischief to me! [Tightens 
                         his hold on the hobbits and squeezes 
                         them. Merry and Pippin whimpers in pain] 
                         They come with fire, they come with 
                         axes. Gnawing, biting, breaking, hacking, 
                         burning! Destroyers and usurpers, curse 
                         them!",0.0
MERRY,"No, you don�t understand. We�re Hobbits... 
                         Halflings! Shirefolk!",0.0
TREEBEARD,"Maybe you are and maybe you aren�t. 
                         The White Wizard will know.",0.0
PIPPIN,The White Wizard?,0.0
MERRY,"Saruman.

                         [Treebeard drops them on the ground 
                         and the hobbits look up at the White 
                         Wizard.]",0.0
GOLLUM,"See, see, we have led you out! Hurry 
                         hobbitses hurry. Very lucky we find 
                         you.",0.43333333333333335
GOLLUM,"Nice hobbit. [Leaps after Frodo, putting 
                         a wide berth between him and Sam.]",0.25
SAM,"Whoa, it�s a bog! He�s led us into a 
                         swamp!",0.0
GOLLUM,"A swamp, yes, yes. Come, master. We 
                         will take you on safe paths through 
                         the mist. Come, hobbits, come. We go 
                         quickly.",0.41666666666666663
GOLLUM,"I found it, I did. The way through the 
                         marshes. Orcs don't use it. Orcs don't 
                         know it. They go round for miles and 
                         miles. Come quickly. Swift and quick 
                         as shadows we must be.",0.15555555555555553
SAM,"There are dead things! Dead faces in 
                         the water!",-0.25
GOLLUM,"All dead. All rotten. Elves and men 
                         and orcses. A great battle long ago. 
                         [Turns to face the hobbits.] The Dead 
                         Marshes. Yes, yes that is their name. 
                         This way. Don�t follow the lights.",0.08750000000000001
SAM,Ohh!,0.0
GOLLUM,"Careful now, or hobbits go down to join 
                         the dead ones and light little candles 
                         of their own.",0.05949074074074073
SAM,"Frodo!

                         [Frodo is in the water and sees many 
                         faces of the dead, no longer still but 
                         screaming and grasping, their rotten 
                         robes and hair flowing about their gruesome 
                         faces. Their hands are reaching for 
                         him. Suddenly he is grabbed from behind. 
                         Frodo sputters and gasps for air as 
                         Gollum pulls him out of the water.]",-0.22000000000000003
FRODO,"[Looks at Gollum in perplexed gratitude 
                         and disbelief.] Gollum...",0.4
GOLLUM,Don�t follow the lights! [Crawls away],0.0
SAM,"[Runs to Frodo�s side.] Mr. Frodo! Are 
                         you alright?",0.0
GOLLUM,"Sooo bright. Sooo beautiful. [Frodo 
                         quickly puts the Ring back inside his 
                         shirt. He looks up to see Gollum crouching 
                         away from him, stroking the centre of 
                         his palm] our preciousss...",0.4708333333333333
FRODO,What did you say?,0.0
GOLLUM,"Master should be resting. Master needs 
                         to keep up his strength.",0.0
FRODO,"[Moves over and crouches in front of 
                         Gollum] Who are you?",0.0
GOLLUM,"Mustn�t ask us. Not its business. *Gollum, 
                         Gollum*",0.0
FRODO,"Gandalf told me you were one of the 
                         River Folk.",0.0
GOLLUM,"Cold be heart and hand and bone. Cold 
                         be travellers far from home.",-0.36666666666666664
FRODO,He said your life was a sad story.,-0.5
GOLLUM,"They do not see what lies ahead, when 
                         sun has failed and moon is dead.",-0.35
FRODO,"You were not so very different from 
                         a hobbit once, were you... Sm�agol?",0.0
GOLLUM,"[Looks up slowly.] What did you call 
                         me?",-0.30000000000000004
FRODO,"That was your name once, wasn�t it? 
                         A long time ago.",-0.05
GOLLUM,My name... My name... S... S...Sm�agol�,0.0
GOLLUM,Argh!!,0.0
SAM,Black Riders!,-0.20833333333333331
GOLLUM,Hide! Hide!,0.0
FRODO,"Argh!

                         [Suddenly Frodo feels the pain of the 
                         Nazg�l's sword piercing him and the 
                         call of the Ring. Images of the Ringwraiths 
                         come to him in flashes.]",0.0
FRODO,Argh!!,0.0
SAM,"C�mon Frodo! C'mon!

                         [Frodo continues to clutch at the Ring 
                         on his chest, immobilized. Sam drags 
                         Frodo across to hide beneath some bramble 
                         bushes. The Nazg�l appears, tightening 
                         his hold on the reins. Camera then shows 
                         him riding a Fell Beast, swooping down 
                         across the marsh lands. Chilling screams 
                         of the Nazg�l fill the air.]",-0.3277777777777778
GOLLUM,"Quick! They will see us! They will see 
                         us!",0.6510416666666665
SAM,I thought they were dead!,-0.25
GOLLUM,"Dead? No, you cannot kill them. No.",-0.2
GOLLUM,"[cowering] Wraiths! Wraiths on wings! 
                         They are calling for it. They are calling 
                         for the preciousss.",0.0
SAM,Mr. Frodo! It�s alright. I�m here.,0.0
GOLLUM,"Hurry, hobbits. The Black Gate is very 
                         close.",0.016666666666666677
GIMLI,[Spits] Ptui! Orc blood.,0.0
ARAGORN,These are strange tracks.,-0.05
GIMLI,The air is so close in here.,0.0
LEGOLAS,"This forest is old. Very old. Full of 
                         memory... and anger.",-0.03
LEGOLAS,The trees are speaking to each other.,-0.125
ARAGORN,[Whispers] Gimli!,0.0
GIMLI,Huh?,0.0
ARAGORN,[Gestures] Lower your axe.,0.0
GIMLI,[Lowering his axe slowly] Oh.,-0.30000000000000004
LEGOLAS,"Aragorn, nad n� ennas! (Something is 
                         out there.)",0.0
ARAGORN,"Man cenich? (What do you see?)

                         [Close-up of Legolas� eyes]",0.0
LEGOLAS,The White Wizard approaches.,0.0
ARAGORN,"Do not let him speak. He will put a 
                         spell on us.",0.0
ARAGORN,"We must be quick.

                         [With a yell, the three swing round 
                         to attack. Gimli�s axe and Legolas� 
                         arrow are deflected. Aragorn drops his 
                         sword as it becomes red hot in his grasp. 
                         They shield their eyes with their hands 
                         from the bright light emanating from 
                         the White Wizard.]",0.2119047619047619
ARAGORN,Where are they?,0.0
ARAGORN,"Who are you? Show yourself!

                         [The bright light dims, revealing Gandalf, 
                         all dressed in white. The three are 
                         astounded. Legolas and Gimli bow.]",0.3666666666666667
ARAGORN,It cannot be. You fell.,0.0
GANDALF,"Through fire and water. [Flashback: 
                         Gandalf is battling the Balrog atop 
                         D�rin�s Tower.] From the lowest dungeon 
                         to the highest peak, I fought with the 
                         Balrog of Morgoth.",0.0
GANDALF,"Until at last, I threw down my enemy 
                         and smote his ruin upon the mountainside.",-0.07777777777777779
GANDALF,"Darkness took me. And I strayed out 
                         of thought and time. [Camera zooms in 
                         Gandalf�s eye and enters an amorphous 
                         realm of stars and galaxies, ending 
                         in a blinding white light] Stars wheeled 
                         overhead and everyday was as long as 
                         a life-age of the earth. But it was 
                         not the end. I felt life in me again.",0.037500000000000006
GANDALF,"I've been sent back until my task is 
                         done.",0.0
ARAGORN,Gandalf!,0.0
GANDALF,"Gandalf? Yes... That's what they used 
                         to call me. Gandalf the Grey. That was 
                         my name. [He smiles]",-0.05
GIMLI,Gandalf!,0.0
GANDALF,"[With a twinkle in his eye] I am Gandalf 
                         the White. [Aragorn grins] And I come 
                         back to you now at the turn of the tide.",0.0
GANDALF,"One stage of your journey is over, another 
                         begins. War has come to Rohan. We must 
                         ride to Edoras with all speed.",0.0
LEGOLAS,"That is one of the Mearas, unless my 
                         eyes are cheated by some spell.",0.0
GANDALF,"Shadowfax. [Gimli bows in the background.] 
                         He's the lord of all horses and he's 
                         been my friend through many dangers.",0.5
TREEBEARD,"My home lies deep in the forest near 
                         the roots of the mountain. I told Gandalf 
                         I would keep you safe and safe is where 
                         I�ll keep you. The trees have grown 
                         wild and dangerous. Anger festers in 
                         their hearts. They will harm you if 
                         they can. There are too few of us now. 
                         Too few of us Ents left to manage them.",-0.049999999999999975
GOLLUM,"The Black Gate of Mordor.

                         [The enormous Black Gate comes into 
                         view with Orcs patrolling and standing 
                         guard on the towers and atop the walls. 
                         From the right, an army of Easterling 
                         soldiers is marching to the Black Gate.]",-0.04285714285714286
SAM,"Oh save us. My ol' Gaffer'd have a thing 
                         or two to say if he could see us now.",0.0
GOLLUM,"Master says to show him the way into 
                         Mordor, so good Sm�agol does. Master 
                         says so.",0.7
FRODO,"I did.

                         [Orcs are patrolling the Black Gate.]",-0.16666666666666666
SAM,That�s it then. We cannot get past that.,-0.25
SAM,"Look! The gate, it's opening! I can 
                         see a way down.",-0.15555555555555559
FRODO,"Sam, no!",0.0
SAM,"Argh!!

                         [Frodo goes after Sam.]",0.0
GOLLUM,"Master!

                         [Two Easterling soldiers see streams 
                         of dust coming down the cliff made by 
                         Sam and Frodo. They move away from the 
                         troop to investigate. Frodo reaches 
                         Sam who is stuck in the scree. As the 
                         Easterlings move closer and closer, 
                         Frodo throws his Elvish cloak over himself 
                         and Sam. The soldiers are now directly 
                         in front of Sam, but their eyes see 
                         nothing but rock. Frodo and Sam peer 
                         from underneath the cloak. The soldiers 
                         soon leave and after a moment, Frodo 
                         throws back the cloak and pulls Sam 
                         out.]",-0.018518518518518528
FRODO,"I do not ask you to come with me, Sam.",0.0
SAM,"I know, Mr Frodo. I doubt even these 
                         Elvish cloaks will hide us in there.",0.0
FRODO,"Now!

                         [Gollum pulls them back.]",0.0
GOLLUM,"No! No, no master! They catch you! They 
                         catch you! Don�t take it to him! He 
                         wants the preciousss. Always he�s looking 
                         for it! And the preciousss is wanting 
                         to go back to him. But we mustn�t let 
                         him have it.",0.125
GOLLUM,"No! [Pulls Frodo back again.] There�s 
                         another way. More secret. A dark way.",-0.012500000000000004
SAM,Why haven�t you spoken of this before?!,0.0
GOLLUM,Because Master did not ask!,0.0
SAM,He�s up to something.,0.0
FRODO,"Are you saying there�s another way into 
                         Mordor?",0.0
GOLLUM,"Yes. There is a path, and some stairs, 
                         and then� a tunnel.
                          [Frodo and Sam watch as the Black Gate 
                         closes. Gollum is stroking Frodo�s arm 
                         and burying his face in his cloak.]",-0.16666666666666666
FRODO,"He�s led us this far, Sam.",0.1
SAM,"Mr. Frodo, no.",0.0
FRODO,He�s been true to his word.,0.35
SAM,[Whispers] No!,0.0
FRODO,"Lead the way, Sm�agol.",0.0
GOLLUM,"Good Sm�agol always helps.

                         [Frodo follows Gollum as Sam stares 
                         after him in disbelief.]",0.7
GANDALF,"Edoras and the Golden Hall of Meduseld. 
                         There dwells Th�oden, King of Rohan, 
                         whose mind is overthrown. Saruman�s 
                         hold over King Th�oden is now very strong.",0.43166666666666664
�OWYN,"My lord, your son, he is dead. My lord? 
                         Uncle?",-0.2
�OWYN,"Will you not go to him? [She weeps.] 
                         Will you do nothing?",0.0
GANDALF,"Be careful what you say. Do not look 
                         for welcome here.",0.35000000000000003
GR�MA,"Oh, he� he must have died sometime in 
                         the night. What a tragedy for the king 
                         to lose his only son and heir.",0.0
GR�MA,"I understand his passing is hard to 
                         accept, especially now that your brother 
                         has deserted you.",-0.14583333333333334
�OWYN,"[jumps back and throws off Gr�ma�s hand] 
                         Leave me alone, snake!",0.0
GR�MA,"[Rises from the bed and moves ever closer 
                         to �owyn] Oh, but you are alone! Who 
                         knows what you have spoken to the darkness. 
                         In bitter watches of the night, when 
                         all your life seems to shrink, the walls 
                         of your bower closing in about you, 
                         like a hutch to trammel some wild thing 
                         in.",0.0
GR�MA,"So fair, so cold, like a morning of 
                         pale spring still clinging to winter's 
                         chill.",-0.036666666666666674
�OWYN,"Your words are poison!

                         [�owyn runs out of the hall. Weeping, 
                         she looks away into the distance. A 
                         flag comes off its pole and is carried 
                         by the breeze. �owyn sees riders coming 
                         towards Edoras. As Aragorn passes the 
                         entrance to Edoras, the flag floats 
                         down to land near him. Edoras is silent 
                         and somber. Everyone is dressed in black 
                         and staring at the newcomers in wary 
                         silence. Aragorn looks up at the hall 
                         and sees a lady in white standing on 
                         the steps. He looks around at more somber 
                         people.]",-0.031746031746031744
GIMLI,You�ll find more cheer in a graveyard.,0.5
GANDALF,[sees H�ma] Ah.,0.0
GANDALF,"Hmm? [Glances at his staff.] Oh. You 
                         would not part an old man from his walking 
                         stick? [Looks at H�ma innocently.]",0.3
GR�MA,"[Leaning down and whispering to Th�oden.] 
                         My lord, Gandalf the Grey is coming. 
                         He�s a herald of woe.",-0.1027777777777778
GANDALF,"The courtesy of your hall is somewhat 
                         lessened of late, Th�oden King.",-0.3
GR�MA,[Whispering to Th�oden.] He�s not welcome.,-0.4
TH�ODEN,"Why should I� welcome you, Gandalf� 
                         Stormcrow? [Looks to Gr�ma for affirmation.]",0.8
GR�MA,"A just question, my liege. [He walks 
                         towards Gandalf.] Late is the hour in 
                         which this conjurer chooses to appear. 
                         Lathspell spell I name him. Ill news 
                         is an ill guest.",-0.43333333333333335
GANDALF,"Be silent! Keep your forked tongue behind 
                         you teeth. I have not passed through 
                         fire and death to bandy crooked words 
                         with a witless worm! [Raises his staff 
                         against Gr�ma.]",-0.13333333333333333
GR�MA,"His staff! [Backing away from Gandalf 
                         while addressing the guards] I told 
                         you to take the wizard�s staff!",0.0
GANDALF,"Th�oden, son of Thengel, too long have 
                         you sat in the shadows.",-0.05
GIMLI,"[Growls] I would stay still, if I were 
                         you.",0.0
GANDALF,"Hearken to me! I release you from the 
                         spell. [Gestures with his hand]",0.0
TH�ODEN,"[Menacingly] Hahahhhahahahah! [Gandalf 
                         opens his eyes in surprise.] You have 
                         no power here, Gandalf the Grey!",-0.53125
TH�ODEN,Argh!,0.0
GANDALF,"[Points his staff towards Th�oden.] 
                         I will draw you, Saruman, as poison 
                         is drawn from a wound.",0.0
ARAGORN,Wait.,0.0
TH�ODEN,"[In Saruman�s voice.] If I go. . . Th�oden 
                         dies.",0.0
GANDALF,"You did not kill me, you will not kill 
                         him!",0.0
TH�ODEN,[in Saruman's voice] Rohan is mine!,0.0
GANDALF,"Be gone!!

                         [Gandalf smites Th�oden as he lunges 
                         at him. Th�oden is thrown back into 
                         the chair and the shot changes to Saruman 
                         flying backwards from the Palant�r which 
                         he used to manipulate Th�oden. He lands 
                         landing hard on the floor of Orthanc, 
                         bleeding from a gash in his forehead. 
                         In the hall, Th�oden lets out a moan 
                         and slumps forward in the chair. �owyn 
                         runs to her uncle�s side as he falls. 
                         Th�oden�s head rises again and his face 
                         begins to change gradually into that 
                         of a much younger-looking man. Clarity 
                         and recognition returns to his eyes.]",-0.030555555555555558
TH�ODEN,"[Looks closely at �owyn] I know your 
                         face. �owyn� �owyn.",0.0
TH�ODEN,Gandalf?,0.0
GANDALF,"Breathe the free air again, my friend.",0.4
TH�ODEN,"[Standing up and looking around him.] 
                         Dark have been my dreams of late. [He 
                         looks down at his trembling hands.]",-0.20185185185185184
GANDALF,"Your fingers would remember their old 
                         strength better... if they grasped your 
                         sword.",0.3
GR�MA,"Argh! [Beseechingly to Th�oden] I've 
                         only ever served you, my lord!",0.0
TH�ODEN,"[Advancing towards Gr�ma, holding the 
                         sword firmly in his hand] Your leechcraft 
                         would have had me crawling on all fours 
                         like a beast!",-0.25
GR�MA,[Grovelling] Send me not from your side.,0.0
ARAGORN,"No, my lord! No, my lord. Let him go. 
                         Enough blood has been spilled on his 
                         account.",0.0
GR�MA,Get out of my way!,0.0
TH�ODEN,Where is Th�odred? Where is my son?,0.0
