Name,Line,Sentiment,Irony
Dobby,"Don't make me talk, I— Errr…",0.0,[ 1.8208287 -1.1360079]
Harry Potter,"Dobby! Dobby, put the lamp down.",-0.1555555555555555,[ 1.2692018 -0.4747611]
Dobby,Bad Dobby.,-0.6999999999999998,[ 0.8167797 -0.1072101]
Harry Potter,Give me the lamp! Dobby stop!,0.0,[ 1.9133803 -1.0596629]
Dobby,Let me go!,0.0,[ 1.800038  -0.8720251]
Harry Potter,"Get in there, and keep quiet!",0.0,[ 1.7041965 -0.8865198]
Harry Potter,I- I was just—,0.0,[ 1.095759   -0.33514228]
Harry Potter,Sorry.,-0.5,[0.11915939 0.4956409 ]
Harry Potter,"Yes, sir… See why I've got to go back? I don't belong here. I belong in your world, at Hogwarts. It's the only place I've got friends!",0.0,[ 1.5867594 -0.8517057]
Dobby,Friends who don't even write to Harry Potter?,0.0,[ 0.6072677 -0.0997045]
Harry Potter,"Well, I expect they've… been- hang on- how do you know my friends haven't been writing to me?",0.0,[ 1.4886357 -1.085612 ]
Dobby,"Harry Potter mustn't be angry with Dobby. Heh- Dobby hoped, if Harry Potter thought his friends had forgotten him, Harry Potter might not want to go back to school, sir.",-0.25,[ 1.1741292 -0.7797188]
Harry Potter,"Give me those, now!",0.0,[ 1.8300625 -0.9000075]
Dobby,No! Ahh! Ooh…,0.0,[ 1.3495855 -0.601868 ]
Harry Potter,"Dobby, get back here!",0.0,[ 1.6393317  -0.83342737]
Harry Potter,"Dobby, please, no!",0.0,[ 1.811109   -0.93374443]
Dobby,Harry Potter must say he's not going back to school!,0.0,[0.1490294  0.24570182]
Harry Potter,I can't. Hogwarts is my home!,0.0,[ 1.3931288  -0.71834964]
Dobby,"Then, Dobby must do it, sir, for Harry Potter's own good.",0.6499999999999999,[ 0.49368632 -0.00718823]
Harry Potter,Ron! Fred. George. What are you all doing here?,0.0,[ 1.947229  -1.3068236]
Ron Weasley,"Rescuing you, of course. Now, come on. Get your trunk!…",0.0,[ 0.8144018  -0.26012066]
Ron Weasley,You'd better stand back. Let's go!,0.25,[ 1.6120713  -0.85822195]
Ron Weasley,Come on.,0.0,[ 0.8295335  -0.10513804]
Ron Weasley,"Come on, Harry! Hurry up!",0.0,[ 1.8081146 -0.8811678]
Harry Potter,Ahh- ahh!,0.0,[ 1.0398844  -0.26329285]
Ron Weasley,I've got you Harry!,0.0,[ 1.6501153 -0.7813071]
Harry Potter,Let go of me!,0.0,[ 1.837234  -0.8681488]
Harry Potter,Get off!,0.0,[ 0.7116571  -0.03511611]
Ron Weasley,Drive!,0.0,[0.3380845  0.33045933]
Ron Weasley,Do you think it'd be all right if we had some of this?,0.2857142857142857,[ 2.0917714 -1.3184618]
Ron Weasley,"It's not much, but it's home.",-0.1,[ 1.7069367  -0.91442424]
Harry Potter,I think it's brilliant,0.9,[-0.5619905  1.0608945]
Ron Weasley,"They were starving him, Mum. There were bars on his window!",0.0,[ 1.3251683 -0.6059659]
Harry Potter,Hello. W-what did I do?,0.0,[ 1.9687351 -1.3053216]
Ron Weasley,Ginny. She's been talking about you all summer. A bit annoying really.,-0.3,[ 1.1056391 -0.396305 ]
Ron Weasley,"Morning, Dad.",0.0,[-0.15727939  0.8131747 ]
Harry Potter,Raids?,0.0,[ 1.541526  -0.7455375]
Ron Weasley,"Dad works in the Ministry of Magic, in the Misuse of Muggle Artifacts Office. Dad loves Muggles, thinks they're fascinating.",0.6,[-0.24491122  0.39420736]
Harry Potter,"Oh, sorry sir. I'm Harry, sir, Harry Potter.",-0.5,[0.56351125 0.18107584]
Ron Weasley,"Oh, it…",0.0,[0.16788939 0.3640609 ]
Harry Potter,"Oh, it…",0.0,[0.16788939 0.3640609 ]
Harry Potter,"Oh, umm…",0.0,[0.2880765  0.13127369]
Ron Weasley,He's always doing that.,0.0,[-0.88125396  1.3865848 ]
Ron Weasley,"But Harry's never traveled by Floo powder before, Mum.",0.0,[ 0.96547145 -0.44709465]
Harry Potter,Floo powder?,0.0,[ 1.6180555 -0.9422729]
Ron Weasley,Diagon Alley!,0.0,[ 0.95765716 -0.06507601]
Harry Potter,'Diaganilly.',0.0,[ 1.0494946  -0.16199946]
Harry Potter,"I'm fine, thank you. I- I was just…",0.4166666666666667,[ 1.4263271 -0.7090458]
Harry Potter,No! Please!,0.0,[ 1.4506365 -0.5385084]
Rubeus Hagrid,Harry?,0.0,[ 1.5099698 -0.7210096]
Harry Potter,Hagrid!,0.0,[ 0.934797   -0.11800033]
Rubeus Hagrid,What do you think you're doing down 'ere? Come on!,-0.1944444444444444,[ 2.2991533 -1.4356416]
Rubeus Hagrid,"Yer a mess, Harry. Skulkin' 'round Knockturn Alley? Dodgy place! Don' want no one ter see you there. People'll think you were up to no good.",-0.2583333333333333,[ 2.010934  -1.2960513]
Harry Potter,"I was lost, I— hang on. What were you doing down there, then?",-0.1555555555555555,[ 2.1927652 -1.4215962]
Rubeus Hagrid,"Me? Oh, I was… um… I was lookin' for Flesh-Eatin' Slug Repellent. They're ruinin' all the school cabbages.",-0.9,[ 0.69325155 -0.30284208]
Hermione Granger,Harry! Hagrid!,0.0,[ 1.3615683 -0.514369 ]
Rubeus Hagrid,"Hello, Hermione!",0.0,[0.1963638  0.40936074]
Hermione Granger,"Oh, it's so good to see you!",0.875,[-1.444317   1.6480099]
Harry Potter,"Well, it's great to see you, too!",1.0,[-0.80553275  1.154007  ]
Hermione Granger,What did you do to your glasses? Oculus reparo.,0.0,[ 1.8556694 -1.1376041]
Harry Potter,I definitely need to remember that one.,0.0,[ 1.620035   -0.78584206]
Rubeus Hagrid,"You'll be all right now then, Harry? Right. I'll leave you to it, then.",0.2857142857142857,[ 1.5548607  -0.70674336]
Hermione Granger,Ok! Bye!,0.78125,[0.5030027  0.33172867]
Harry Potter,Thank you. Bye.,0.0,[0.6577031  0.06885935]
Hermione Granger,Come on! Everyone's been so worried.,0.0,[0.07723261 0.7375227 ]
Ron Weasley,Mum fancies him.,0.0,[-0.24174203  0.7747897 ]
Gilderoy Lockhart,It can't be- Harry Potter?,0.0,[ 1.4445658 -0.8695269]
Gilderoy Lockhart,"Nice big smile, Harry. Together you and I rate the front page! Ladies and gentlemen, what an extraordinary moment this is. When young Harry stepped into Flourish and Blotts this morning to purchase my autobiography, Magical Me,… which, incidentally is currently celebrating its 27th week atop the Daily Prophet bestseller list, he had no idea that he would, in fact, be leaving… with my entire collected works, free of charge. Now, ladies?",0.2308333333333333,[ 0.6363799  -0.33593693]
Draco Malfoy,"I'll bet you loved that, didn't you, Potter? Famous Harry Potter! Can't even go into a bookshop without making the front page.",0.6625,[ 0.71257323 -0.19380522]
Draco Malfoy,"Oh look, Potter. You've got yourself a girlfriend.",0.0,[-1.4989614  1.793616 ]
Lucius Malfoy,"Now, now Draco, play nicely. Mr. Potter… Lucius Malfoy. We meet at last. Forgive me, your scar is legend, as, of course, is the wizard who gave it to you.",0.3,[ 1.3580701  -0.58631694]
Harry Potter,Voldemort killed my parents. He was nothing more than a murderer.,0.15,[ 1.0035189  -0.24253681]
Lucius Malfoy,"Hmm. You must be very brave, to mention his name…or very foolish.",0.6,[ 1.7854117 -1.2554866]
Hermione Granger,Fear of a name only increase fear of the thing itself.,0.0,[ 1.0900899  -0.49001804]
Lucius Malfoy,"And you must be… Miss Granger. Yes, Draco's told me all about you, and your parents. Muggles, aren't they? Let me see…red hair… vacant expressions… tatty second hand book. You must be the Weasleys.",0.0,[ 1.1164507 -0.8728268]
Lucius Malfoy,"Well, well, well. Weasley senior.",0.0,[-0.34618127  0.8791319 ]
Lucius Malfoy,"Busy time at the Ministry, Arthur, all those extra raids? I do hope they're paying you overtime, but judging by the state of this, I'd say not. What's the use in being a disgrace to the name of wizard if they don't even pay you well for it.",0.05,[ 1.0523013  -0.57669365]
Lucius Malfoy,Clearly. Associating with Muggles… and I thought your family could sink no lower. I'll see you at work.,0.1,[0.39942718 0.07663216]
Draco Malfoy,See you at school.,0.0,[0.16181831 0.37317187]
Harry Potter,Let's go.,0.0,[ 1.1382109  -0.36635533]
Harry Potter,Aah!,0.0,[0.19572067 0.40034726]
Ron Weasley,Whao!,0.0,[0.6781294  0.06712388]
Harry Potter,Sorry. Lost- lost control of the trolley. Why can't we get through?,-0.5,[ 1.8643866 -1.1917571]
Ron Weasley,I don't know. The gateway's sealed its self for some reason.,0.0,[ 1.8968424 -1.1701559]
Harry Potter,The train leaves at exactly eleven o'clock. We've missed it!,0.3125,[-0.08993796  0.29946232]
Ron Weasley,"Harry, if we can't get through, maybe Mum and Dad can't get back!",0.0,[ 1.4534794  -0.64582324]
Harry Potter,Maybe we should just go and wait by the car.,0.0,[ 1.1942827 -0.5228665]
Ron Weasley,The car…,0.0,[ 0.8027503  -0.24066928]
Harry Potter,"Ron, I should tell you, most Muggles aren't accustomed to seeing a flying car.",0.5,[-0.16031843  0.4989135 ]
Ron Weasley,"Uh, right. Okay.",0.3928571428571428,[-0.11660763  0.626573  ]
Ron Weasley,Oh no! The Invisibility Booster must be faulty!,0.0,[ 1.1757361  -0.48520947]
Harry Potter,"Well come on, then. Let's go lower. We need to find the train.",0.0,[ 1.6832947 -0.9019129]
Ron Weasley,Okay.,0.5,[0.18276115 0.53094697]
Harry Potter,Now all we need to do is catch up with the train.,0.0,[ 0.851816   -0.14925158]
Ron Weasley,We can't be far behind.,-0.15,[ 1.174969   -0.56546813]
Harry Potter,Do you hear that?,0.0,[ 1.6379068 -0.6915387]
Ron Weasley,We must be gettin' close.,0.0,[ 1.2181199  -0.42929173]
Harry Potter,Hold on…,0.0,[ 1.3656572  -0.57660973]
Harry Potter,Aaahhh! Aaahhhh! Aaahhh!,0.0,[ 1.0832245 -0.2556945]
Ron Weasley,Aaahhh! Aaahhhh! Aaahhh!,0.0,[ 1.0832245 -0.2556945]
Harry Potter,Wha-aahhh!,0.0,[ 0.8607431  -0.08616276]
Ron Weasley,Harry! Hold on! Take my hand! Hold on!,0.0,[ 1.9269525 -1.0705596]
Harry Potter,I'm trying. Your hand's all sweaty.,0.0,[ 1.3736867  -0.61389583]
Harry Potter,I think we found the train.,0.0,[ 0.87029    -0.15422079]
Ron Weasley,Yeah.,0.0,[-0.0112833  0.4965879]
Ron Weasley,Welcome home.,0.8,[-0.84340286  1.3467504 ]
Harry Potter,Up! Up!,0.0,[ 1.1537505 -0.3409089]
Ron Weasley,It's not working! Ahhhh!,0.0,[0.39653808 0.19907087]
Harry Potter,Up! Up! Ron! Mind that tree!,0.0,[ 1.2469163 -0.6414427]
Ron Weasley,Stop! Stop! Stop! Huh… Aahh!,0.0,[ 1.3885449 -0.8142864]
Harry Potter,Ahh!,0.0,[-0.37054005  0.92485005]
Ron Weasley,Ahh-ha-ha! My wand! Look at my wand!,0.0,[ 0.8382838  -0.07181308]
Harry Potter,Be thankful it's not your neck.,0.0,[ 1.3244101 -0.5845435]
Ron Weasley,What's happening?,0.0,[ 2.0078356 -1.0701349]
Harry Potter,I don't know.,0.0,[ 1.0438297  -0.30109754]
Harry Potter,Ahh! Ahh! Ahh!,0.0,[ 0.8969123  -0.11454194]
Ron Weasley,Ahh! Ahh! Ahh!,0.0,[ 0.8969123  -0.11454194]
Ron Weasley,Ahh! Ahhhh! Ahh!,0.0,[ 0.76319015 -0.0206693 ]
Harry Potter,Aaaahhhh!,0.0,[0.22164623 0.40897438]
Ron Weasley,Aaaahhhh!,0.0,[0.22164623 0.40897438]
Harry Potter,Come on! Go! Fast!,0.25,[ 1.6571727 -1.0278348]
Harry Potter,Ahh!,0.0,[-0.37054005  0.92485005]
Ron Weasley,Ahh!,0.0,[-0.37054005  0.92485005]
Ron Weasley,"Scabbers, you OK? The car! …Dad's gonna kill me.",0.625,[ 1.3182677 -0.6578336]
Harry Potter,"See you, Hedwig. So, a house elf shows up in my bedroom, we can't get through the barrier to platform nine and three-quarters, we almost get killed by a tree… clearly someone doesn't want me here this year.",-0.0499999999999999,[ 0.5809797  -0.16904527]
Ron Weasley,"Honestly, Professor Snape, I think it did more damage to us.",0.55,[ 0.90250283 -0.3454759 ]
Albus Dumbledore,…They are not.,0.0,[ 0.74784464 -0.13962626]
Harry Potter,Professor Dumbledore. Professor McGonagall.,0.0,[0.4413724  0.21918893]
Albus Dumbledore,"I am well aware of our bylaws, Severus, having written quite a few of them myself. However, as head of Gryffindor house, it is for Professor McGonagall to determine the appropriate action.",0.1625,[ 1.4315506 -0.8516618]
Ron Weasley,"We'll go and get our stuff, then.",0.0,[ 0.77410376 -0.27382755]
Ron Weasley,"You're going to expel us, aren't you?",0.0,[0.31421912 0.28340232]
Hermione Granger,"Mandrake, or Mandragora, is used to return those who have been Petrified to their original state. It's also quite dangerous. The Mandrake's cry is fatal to anyone who hears it.",-0.1124999999999999,[ 1.7165707 -0.9122735]
Ron Weasley,"Huhh… Say it, I'm doomed.",0.0,[ 1.533713   -0.73103815]
Harry Potter,You're doomed.,0.0,[ 0.931375  -0.2277025]
Harry Potter,"Oh- Hi, Colin. Nice to meet you.",0.6,[-0.19996732  0.7477919 ]
Ron Weasley,"Bloody bird's a menace. Oh, no!",-1.0,[ 1.6763579 -0.8307156]
Gilderoy Lockhart,"Let me introduce you to your new Defense Against the Dark Arts teacher… me! Gilderoy Lockhart, Order of Merlin, Third Class, Honorary Member of the Dark Force Defense League, and five-times winner of Witch Weekly's Most-Charming-Smile Award- but I don't talk about that. I didn't get rid of the Bandon Banshee by smiling at him. Huh, huh, huh… hee, hee… Now- be warned! It is my job to arm you against the foulest creatures known to wizardkind. You may find yourselves facing your worst fears in this room. Know only that no harm can befall you whilst I am here. I must ask you not to scream. It might… provoke them!",-0.2064393939393939,[ 2.0294156 -1.401419 ]
Gilderoy Lockhart,Freshly caught Cornish pixies!,0.375,[ 0.9759105  -0.31925488]
Gilderoy Lockhart,"Laugh if you will, Mr. Finnigan, but pixies can be devilish tricky little blighters. Let's see what you make of them, ha! Come on now- round them up, round them up, they're only pixies!",-0.066875,[ 1.1232055 -0.4099494]
Hermione Granger,Get off me!,0.0,[ 1.4551021 -0.5780604]
Harry Potter,Stop! Stop! Hold still!,0.0,[ 1.479298  -0.7905085]
Gilderoy Lockhart,Peskipiksi pesternomi!,0.0,[ 1.1809534  -0.26846436]
Gilderoy Lockhart,I'll ask you three to just nip the rest of them back into their cage!,0.0,[ 1.8157488 -0.8192625]
Ron Weasley,What do we do now?,0.0,[ 2.2569034 -1.266473 ]
Hermione Granger,Immobulus!,0.0,[-0.3799492  1.0558721]
Ron Weasley,Uh-oh. I smell trouble.,-0.2,[ 1.1660448  -0.52751994]
Harry Potter,Malfoy?,0.0,[ 1.9548498 -1.0928496]
Draco Malfoy,That's right. And that's not all that new this year.,0.211038961038961,[ 1.2097105 -0.6360271]
Ron Weasley,Those are Nimbus Two Thousand and Ones! How did you get those?,0.0,[ 2.1182156 -1.3943448]
Draco Malfoy,"You see Weasley, unlike some, my father can afford the best.",1.0,[-0.1242326  0.563771 ]
Hermione Granger,At least no one on the Gryffindor team had to buy their way in. They got it on pure talent.,-0.0428571428571428,[-0.0112152   0.47193822]
Draco Malfoy,"No one asked your opinion, you filthy little Mudblood!",-0.5171875,[ 1.051556   -0.45539474]
Ron Weasley,"You'll pay for that one, Malfoy. Eat slugs!",0.0,[0.31500342 0.13358134]
Draco Malfoy,"Ha, ha!",0.0,[-0.68969357  1.062663  ]
Hermione Granger,"You okay, Ron? Say something!",0.625,[ 2.0158215  -0.97656703]
Harry Potter,"No, Colin! Get out of the way! Let's take him to Hagrid's.",0.0,[ 1.7142178 -0.881353 ]
Harry Potter,He'll know what to do.,0.0,[0.5225269 0.3150948]
Draco Malfoy,"Ha, ha…",0.0,[0.3314448  0.16179243]
Rubeus Hagrid,"Wo, this calls for a specialist's equipment. Nothin' to do but wait'll it stops, I'm afraid.",-0.6,[ 1.8180801  -0.97183836]
Harry Potter,Ah! Oh… Okay.,0.5,[-0.766047   1.0804743]
Rubeus Hagrid,"Better out than in. Who's Ron tryin' to curse, anyway?",0.5,[ 1.7336519 -1.019653 ]
Harry Potter,"Malfoy. He called Hermione, …um, well, I don't- I don't know exactly what it means.",0.25,[ 1.4188342 -0.8036818]
Hermione Granger,He called me a Mudblood.,0.0,[0.3786959 0.3304273]
Rubeus Hagrid,He did not!,0.0,[ 1.0120713  -0.33267108]
Harry Potter,What's a Mudblood?,0.0,[ 2.098568  -1.2896432]
Hermione Granger,It means “dirty blood.” Mudblood's a really foul name for someone who is Muggle-born. Someone with non-magic parents. Someone like me. It's not a term one usually hears in civilized conversation.,-0.0624999999999999,[ 1.3917199  -0.83301103]
Rubeus Hagrid,"See, the thing is, Harry, there're some wizards, like the Malfoy family, who think they're better'n everyone else because they're what people call “pure blood.”",0.3571428571428571,[-0.42136842  0.8917652 ]
Harry Potter,That's horrible!,-1.0,[0.40242875 0.32479694]
Ron Weasley,It's disgusting.,-1.0,[0.07822043 0.5795491 ]
Rubeus Hagrid,"And it's codswallop, to boot. “Dirty blood.” Why, there isn't a wizard alive today that's not half blood or less. More ter the point, they've yet to think of a spell that our Hermione can' do. Come here… Don't you think on it, Hermione. Don't you think on it for one minute… eh?",-0.0166666666666666,[ 1.842069  -1.0934708]
Gilderoy Lockhart,"Harry, Harry, Harry… Can you possibly imagine a better way to serve detention than by helping me to answer my fan mail?",0.25,[ 0.6748503  -0.23460248]
Harry Potter,Not really.,-0.1,[0.454377   0.07258804]
Gilderoy Lockhart,"Fame is a fickle friend, Harry. Celebrity is as celebrity does. Remember that.",0.0,[0.48060337 0.1279979 ]
Harry Potter,What?,0.0,[ 1.4070891  -0.49027988]
Gilderoy Lockhart,Sorry?,-0.5,[ 1.2071234 -0.40493  ]
Harry Potter,That voice.,0.0,[0.24978597 0.4888436 ]
Gilderoy Lockhart,Voice?,0.0,[ 1.4490145 -0.5541345]
Harry Potter,Didn't you hear it?,0.0,[ 1.660431  -0.6365927]
Gilderoy Lockhart,"What are you talking about, Harry? I think we're getting a bit a- drowsy. And, Great Scott- no wonder! Look at the time! We've been here nearly four hours! Spooky how the time flies when one's having fun. Heh, heh.",0.475,[ 1.280229  -0.7460942]
Harry Potter,Spooky.,0.0,[0.4854992  0.11696833]
Hermione Granger,Harry!,0.0,[0.3042031  0.40098467]
Harry Potter,Did you hear it?,0.0,[ 1.9835571 -0.8622447]
Ron Weasley,Hear what?,0.0,[ 1.3176546 -0.6322028]
Harry Potter,That voice.,0.0,[0.24978597 0.4888436 ]
Hermione Granger,Voice? What voice?,0.0,[ 1.9460462 -0.8969372]
Harry Potter,I heard it first in Lockhart's office. And then again just—,0.25,[ 0.83453304 -0.21827528]
Harry Potter,It's moving. I think it's going to kill.,0.0,[ 1.701238  -0.8483167]
Ron Weasley,Kill?,0.0,[ 1.5274214  -0.64245063]
Hermione Granger,"Harry, wait! Not so fast!",0.25,[ 1.227542  -0.5252948]
Harry Potter,Strange. I've never seen spiders act like that.,-0.05,[ 0.6004077 -0.0611482]
Ron Weasley,I don't like spiders… What's that?,0.0,[ 1.4726077 -0.8474389]
Hermione Granger,'The Chamber of Secrets has been opened… enemies the heir… beware.' It's written in blood.,0.0,[ 1.6281483  -0.99947953]
Harry Potter,"Oh, no… It's Filch's cat. It's Mrs. Norris.",0.0,[ 1.2616102 -0.5504731]
Draco Malfoy,"'Enemies of the heir beware!' You'll be next, Mudbloods!",0.0,[ 1.0692098  -0.39708287]
Harry Potter,No. No.,0.0,[ 1.5225426 -0.716976 ]
Albus Dumbledore,"Argus! Argus, I… Everyone will proceed to their dormitories immediately. Everyone except… you three.",0.0,[ 1.2722977 -0.7541145]
Albus Dumbledore,"She's not dead, Argus. She has been Petrified.",0.1,[ 1.955899  -1.3102723]
Gilderoy Lockhart,"Ah, thought so. So unlucky I wasn't there. I know exactly the counter curse that could have spared her.",0.25,[ 1.7663413 -1.0732863]
Albus Dumbledore,"But how she has been Petrified, I cannot say…",0.0,[ 2.0327206 -1.3960705]
Harry Potter,"It's not true sir, I swear. I never touched Mrs. Norris.",-0.175,[ 1.5918039 -0.9981648]
Gilderoy Lockhart,"I'm afraid that's my doing, Severus. You see, Harry was helping me answer my fan mail.",-0.6,[0.4439246  0.03583251]
Hermione Granger,"That's why Ron and I went looking for him, Professor. We'd just found him when he said…",0.0,[ 0.9001886  -0.46334347]
Harry Potter,When I said I wasn't hungry. We were heading back to the common room when we found Mrs. Norris.,-0.15,[ 1.2427168  -0.55166245]
Albus Dumbledore,"Innocent until proven guilty, Severus.",0.0,[0.5036389  0.28143775]
Albus Dumbledore,"We will be able to cure her, Argus. As I understand it, Madame Sprout has a very healthy growth of Mandrakes. When matured, a potion will be made which will revive Mrs. Norris. And in the meantime, I strongly recommend caution… to all.",0.5277777777777778,[ 2.0131745 -1.4070394]
Hermione Granger,"It's a bit strange, isn't it?",-0.05,[ 0.86935085 -0.21124691]
Harry Potter,Strange?,-0.05,[ 1.2945386 -0.5010877]
Hermione Granger,"You hear this voice, a voice only you can hear, and then Mrs. Norris turns up Petrified. It's just… strange.",-0.025,[0.53642327 0.00266015]
Harry Potter,"Do you think I should have told them? Dumbledore and the others, I mean?",-0.3125,[ 2.1124985 -1.4117478]
Ron Weasley,Are you mad?,-0.625,[ 2.083231  -1.2423946]
Hermione Granger,"No, Harry. Even in the wizarding world, hearing voices isn't a good sign.",0.7,[ 1.3687464 -0.8509553]
Ron Weasley,Ahem. Vera verto!,0.0,[ 1.1303476  -0.34292683]
Hermione Granger,"Professor, I was wondering if you could tell us about…the Chamber of Secrets?",0.0,[ 1.8461534 -1.2463595]
Ron Weasley,Three guesses who.,0.0,[ 0.97564894 -0.10854982]
Hermione Granger,Muggle-borns.,0.0,[-0.06613272  0.6457024 ]
Hermione Granger,Professor? What exactly does legend tell us lies within the Chamber?,0.25,[ 1.837974  -1.2268289]
Ron Weasley,D'you think it's true? D'you think there really is a Chamber of Secrets?,0.275,[ 1.7931834 -1.2505103]
Hermione Granger,Yes. Couldn't you tell? McGonagall's worried. All the teachers are.,0.0,[0.12175854 0.41424313]
Harry Potter,"Well, if there really is a Chamber of Secrets, a-and it really has been opened, then that means---",0.2,[ 1.2095279 -0.8937145]
Hermione Granger,"The Heir of Slytherin has returned to Hogwarts. The question is, who is it?",0.0,[ 1.9603268 -1.3143854]
Ron Weasley,Let's think. Who do we know who thinks all Muggle-borns are scum?,-0.3,[ 1.7742513 -1.143111 ]
Hermione Granger,If you're talking about Malfoy.,0.0,[ 0.76848716 -0.30141237]
Ron Weasley,"Of course. You heard him! 'You'll be next Mudbloods,'",0.0,[0.68264264 0.236496  ]
Hermione Granger,"I heard him. But Malfoy, the Heir of Slytherin?",0.0,[ 1.8033996 -1.0352702]
Harry Potter,"Well, maybe Ron's right, Hermione. I mean, look at his family. The whole lot of them have been in Slytherin for centuries.",0.0577380952380952,[ 0.7238259  -0.27131397]
Ron Weasley,Crabbe and Goyle must know. Maybe we could trick them into telling.,0.0,[ 1.5370902 -0.8393327]
Hermione Granger,"Even they aren't that thick. But there might be another way. Mind you, it would be difficult. Not to mention, we would be breaking about fifty school rules. And, it'll be dangerous. Very dangerous.",-0.5449999999999999,[ 1.6514053 -1.066928 ]
Hermione Granger,"Here it is. 'The Polyjuice Potion.'  'Properly brewed, the Polyjuice Potion allows the drinker to transform himself temporarily into the physical form of another.'",0.0,[-0.06039934  0.30956134]
Ron Weasley,"Do you mean, if Harry and I drink that stuff, we'll turn into Crabbe and Goyle?",-0.3125,[ 1.6741656 -1.121541 ]
Hermione Granger,Yes.,0.0,[0.35707092 0.19407618]
Ron Weasley,Wicked! Malfoy'll tell us anything.,0.0,[-0.60191566  1.0755639 ]
Hermione Granger,Exactly. But it's tricky. I've never seen a more complicated potion.,0.0833333333333333,[ 1.6897129 -1.0258881]
Harry Potter,"Well, how long will it take to make?",-0.05,[ 2.1753788 -1.3668405]
Hermione Granger,A month.,0.0,[0.35865885 0.2676294 ]
Harry Potter,"A month? But, Hermione, if Malfoy is the Heir of Slytherin, he could attack half the Muggle-borns in the school by then.",-0.1666666666666666,[ 1.2165872  -0.60555387]
Hermione Granger,I know. But it's the only plan we've got.,0.0,[ 1.2579049 -0.465093 ]
Draco Malfoy,"All right there, Scarhead?",0.2857142857142857,[ 1.4183592 -0.5270933]
Harry Potter,Wood! Look out!,0.0,[ 1.2840561  -0.53497195]
Rubeus Hagrid,"Blimey! Harry's got himself a rogue Bludger! That's been tampered with, that has!",0.0,[ 1.580834  -0.9049134]
Ron Weasley,I'll stop it.,0.0,[0.69367033 0.10424731]
