Unnamed: 0,Name,Movie,Line,Sentiment,Irony,Hate,Intimacy
16,Odin,thor_dark_world.txt,"We are not gods. We are born, we live, we die. Just as humans do.",0.1363636363636363,[ 0.95613426 -0.33162296],[ 1.4609007 -1.4371003],0.09212899208068848
17,Loki,thor_dark_world.txt,Give or take 5000 years.,0.0,[0.8075663  0.01302918],[ 1.5680653 -1.5173112],0.04845249652862549
18,Odin,thor_dark_world.txt,All this because Loki desires a throne.,0.0,[-0.7492261  1.1968262],[ 1.0904797 -1.2833272],0.0822264552116394
19,Loki,thor_dark_world.txt,It is my birthright.,0.0,[0.67530555 0.16837493],[ 1.354186  -1.4151083],0.1644640415906906
20,Odin,thor_dark_world.txt,Your birthright was to die as a child. Cast out onto a frozen rock. If I had not taken you in you would not be here now to hate me.,-0.8,[ 1.9771326 -1.2229846],[ 1.1514443 -1.2109674],0.174739807844162
21,Loki,thor_dark_world.txt,"If I am for the axe, then for mercy's sake, just swing it. It's not that I don't love our little talks, it's just ... I don't love them.",0.2708333333333333,[ 1.6788684 -0.9212804],[ 1.3869169 -1.4680041],0.172896146774292
22,Odin,thor_dark_world.txt,Frigga is the only reason you are still alive and you will never see her again. You will spend the rest of your days in the dungeons.,0.05,[ 1.845148  -1.1536864],[ 0.47702333 -0.54657555],0.16681748628616333
23,Loki,thor_dark_world.txt,And what of Thor? You'll make that witless oaf king while I rot in chains?,0.0,[ 1.5273055 -0.6500924],[ 0.66261363 -0.8117732 ],0.12487339973449707
24,Odin,thor_dark_world.txt,"Thor must strife to undo the damage you have done. He will bring order to the nine realms and then, yes. He will be king.",0.0,[ 0.9441411  -0.25172824],[ 1.2751876 -1.4378983],0.06875073909759521
25,Sif,thor_dark_world.txt,I've got this completely under control!,0.125,[0.5543204  0.24701333],[ 1.6065387 -1.434199 ],0.12644195556640625
26,Thor,thor_dark_world.txt,Is that why everything is on fire?,0.0,[ 1.5834572 -0.920301 ],[ 1.3826616 -1.5076563],0.0412711501121521
27,Sif,thor_dark_world.txt,You're welcome. [a Kronan arrives] All yours.,0.8,[ 1.5176642  -0.81082684],[ 1.2470708 -1.421265 ],0.1458948701620102
28,Thor,thor_dark_world.txt,Hello. [the Kronan growls] I accept your surrender.,0.0,[ 1.2467104  -0.51022595],[ 1.1867324 -1.4104272],0.11845973134040833
29,Thor,thor_dark_world.txt,Anyone else?,0.0,[ 2.0898001 -1.0680714],[ 1.6352273 -1.6172522],0.05305910110473633
30,Thor,thor_dark_world.txt,"Hogun, the peace is nearly won across the Nine Realms. You should stay here. Be with your people, where your heart is. Asgard can wait.",0.1,[ 1.3404156 -0.5929607],[ 1.2456317 -1.4790837],0.12954117357730865
31,Thor,thor_dark_world.txt,"As you have mine. Heimdall, when you're ready.",0.2,[ 2.1895518 -1.4247651],[ 1.7514297 -1.7585924],0.14780983328819275
32,Odin,thor_dark_world.txt,Is Vanaheim secure?,0.4,[ 2.108427  -1.3571907],[ 1.6387284 -1.7793717],0.024512290954589844
33,Thor,thor_dark_world.txt,As are Nornheim and Ria. Though our work would have gone more quickly with you at the fore.,0.4166666666666666,[ 1.6560546 -1.0470294],[ 1.9595574 -1.8862159],0.1587039828300476
34,Odin,thor_dark_world.txt,You must think I'm a piece of bread that needs to be buttered so heavily.,-0.2,[ 0.9245985 -0.4353099],[ 1.5269197 -1.4554985],0.0653296411037445
35,Thor,thor_dark_world.txt,That was not my intent.,0.0,[ 0.9486979  -0.37956497],[ 1.3113319 -1.3422731],0.14141249656677246
36,Odin,thor_dark_world.txt,"For the first time since the Bifrost was destroyed, the Nine Realms are at peace. They're well reminded of our strength and you have earned their respect and my gratitude.",0.25,[ 0.65706104 -0.09203084],[ 1.8132659 -2.137794 ],0.15828768908977509
37,Thor,thor_dark_world.txt,Thank you.,0.0,[-0.3281238   0.90289474],[ 1.3803478 -1.3589175],0.16198284924030304
38,Odin,thor_dark_world.txt,Nothing out of order except your confused and distracted heart.,-0.4,[ 1.4054372 -0.6474501],[ 1.941151  -1.9115366],0.13872142136096954
39,Thor,thor_dark_world.txt,"This isn't about Jane Foster, Father.",0.0,[ 1.0485183  -0.50345427],[ 1.688961 -1.620981],0.0984867513179779
40,Odin,thor_dark_world.txt,"Human lives are fleeting, they are nothing. You'd be better served by what lies in front of you [Camera briefly turns to Sif] I'm telling you this not as the all-father but as your father. You are ready. The time has come for you to take the throne. Embrace and celebrate what you've won. Join your warriors. Eat and drink, revel in their celebration. At least pretend to enjoy yourself.",0.1333333333333333,[ 1.7062075 -1.0259433],[ 1.2018875 -1.4571643],0.17358940839767456
41,Sif,thor_dark_world.txt,There was a time you would celebrate for weeks.,0.0,[0.36211994 0.12444081],[ 1.891817  -1.8269964],0.0803462564945221
42,Thor,thor_dark_world.txt,I remember you celebrated the battle of Haragon so much that you nearly started a second.,0.1625,[0.50517654 0.16019845],[ 2.0281775 -2.085236 ],0.07722705602645874
43,Sif,thor_dark_world.txt,"Well, the first was so much fun.",0.275,[-1.8196409  1.878516 ],[ 1.6719759 -1.5484977],0.05551636219024658
44,Sif,thor_dark_world.txt,Take a drink with me. Surely the All-Father could have no further task for you tonight.,0.25,[ 2.0697193 -1.3431858],[ 1.4555467 -1.4689046],0.17412549257278442
45,Thor,thor_dark_world.txt,"No, this is one I set myself.",0.0,[ 1.4100062 -0.7487687],[ 1.6203452 -1.5873698],0.07767021656036377
46,Sif,thor_dark_world.txt,It has not gone unnoticed that you disappear each night. There are Nine Realms. Future king of Asgard must focus on more than one.,0.0999999999999999,[ 1.4789879 -0.9400642],[ 1.5371403 -1.6874427],0.03614071011543274
47,Thor,thor_dark_world.txt,"I thank you for your sword and for your counsel, good Lady Sif.",0.7,[ 1.3387055  -0.48021692],[ 1.6830319 -1.7161092],0.17846062779426575
48,Richard,thor_dark_world.txt,Hi.,0.0,[0.09959511 0.5184133 ],[ 1.0330917 -1.003076 ],0.025873839855194092
49,Jane Foster,thor_dark_world.txt,Hi.,0.0,[0.09959511 0.5184133 ],[ 1.0330917 -1.003076 ],0.025873839855194092
50,Richard,thor_dark_world.txt,So what's the story with you?,0.0,[ 2.1005158 -1.1669832],[ 1.5204234 -1.5025144],0.15003833174705505
51,Jane Foster,thor_dark_world.txt,"Why does there have to be a story, there's no story.",0.0,[ 1.506764  -0.6822438],[ 1.5146338 -1.4434012],0.05733641982078552
52,Richard,thor_dark_world.txt,"You've spent the first ten minutes of our date hiding behind a menu that has three choices on it. It's either chicken, vegetarian or fish, Jane. I think there's a story and I'm thinking the story involves a guy?",-0.1699999999999999,[ 1.1511576  -0.61385214],[ 1.3614668 -1.3074356],0.10014012455940247
53,Jane Foster,thor_dark_world.txt,It's complicated.,-0.5,[0.64931923 0.18206468],[ 1.3740563 -1.2354411],0.025884687900543213
54,Richard,thor_dark_world.txt,Is he still around?,0.0,[ 2.1874282 -1.3860054],[ 1.5650789 -1.6393813],0.06566545367240906
55,Jane Foster,thor_dark_world.txt,"No, he...went away.",0.0,[ 0.91479504 -0.31139004],[ 1.64164   -1.6412276],0.039432525634765625
56,Richard,thor_dark_world.txt,"I've been there. The going away, it's hard. I'd been seeing a woman and uh...she took a job in New York, eventually the distance killed it. And...and the fact that she uh...she kept sleeping with other dudes.",-0.1200757575757575,[ 1.0258509  -0.44662768],[ 0.26720616 -0.24758255],0.17189423739910126
57,Jane Foster,thor_dark_world.txt,No!,0.0,[0.7419055  0.01583339],[ 0.86186445 -0.79056174],0.028834402561187744
58,Richard,thor_dark_world.txt,"Oh, so many.",0.5,[-0.3480777  0.9081254],[ 1.5937983 -1.4309576],0.04821053147315979
59,Richard,thor_dark_world.txt,Hi. Um...could we get some wine please?,0.0,[ 1.9947213 -1.4003116],[ 1.8463131 -1.7515596],0.10455524921417236
60,Darcy Lewis,thor_dark_world.txt,"Sure, I'd love some.",0.5,[ 1.499169   -0.82107353],[ 1.0980095 -1.0695243],0.17531593143939972
61,Jane Foster,thor_dark_world.txt,"Richard, this is Darcy. [to Darcy] What are you doing here?",0.0,[ 2.1168382 -1.4119691],[ 1.9160304 -2.1513555],0.06798669695854187
62,Richard,thor_dark_world.txt,"Oh, hello.",0.0,[-0.66841286  1.2399578 ],[ 1.3344316 -1.2854143],0.03950485587120056
63,Darcy Lewis,thor_dark_world.txt,"So, I show up to work at the lab-slash-your mom's house, fully expecting you to be moping around in your pajamas eating ice cream obsessing about you know who...",0.0,[-0.7559223   0.82699275],[ 1.3643888 -1.28783  ],0.13236533105373383
64,Richard,thor_dark_world.txt,Ah.,0.0,[0.19033408 0.3187335 ],[ 1.0690838 -0.9701302],0.030640065670013428
65,Darcy Lewis,thor_dark_world.txt,"But you're not! You're wearing lady clothes, you even showered, didn't you? You smell good.",0.7,[0.24257195 0.04022419],[ 0.49659455 -0.5400609 ],0.1595172882080078
66,Jane Foster,thor_dark_world.txt,"Is there a point to all this, cause there really has to be a point to all this.",0.2,[ 1.7254605 -0.9871099],[ 1.5837098 -1.5349528],0.03935956954956055
67,Darcy Lewis,thor_dark_world.txt,Right. You know that scientific equipment you don't look at anymore? You might wanna start looking at it now,0.2857142857142857,[ 0.2870581  -0.07471927],[ 1.8540844 -1.8593575],0.04398566484451294
68,Darcy Lewis,thor_dark_world.txt,This is the reason we came all the way out here.,0.0,[ 0.5552545  -0.11401511],[ 1.7703588 -1.7269441],0.08219125866889954
69,Jane Foster,thor_dark_world.txt,It's malfunctioning.,0.0,[0.39300263 0.18841231],[ 1.3144888 -1.2541928],0.03213280439376831
70,Darcy Lewis,thor_dark_world.txt,That's what I said.,0.0,[ 0.7614709  -0.04293579],[ 1.3963867 -1.2897934],0.04673856496810913
71,Darcy Lewis,thor_dark_world.txt,That's what I did! But you just hit a little more scientific.,0.15625,[ 1.350525  -0.7886753],[ 1.8710257 -1.8586625],0.06588345766067505
72,Jane Foster,thor_dark_world.txt,I'm sure it's nothing.,0.5,[ 0.7997241  -0.00313384],[ 1.5757664 -1.3928283],0.06146541237831116
73,Richard,thor_dark_world.txt,Yeah.,0.0,[-0.01128384  0.49658802],[ 0.8073447 -0.7215428],0.027981340885162354
74,Darcy Lewis,thor_dark_world.txt,"It didn't look like nothing. Kind of looks like the readings that Erik was rambling about. [to Richard] Our friend Erik, kind of went banana-balls.",0.6,[ 1.7750658 -1.2516221],[ 2.0766346 -2.2508388],0.10559847950935364
75,Jane Foster,thor_dark_world.txt,He's not interested. I'm not interested. Time for you to go now.,-0.125,[ 2.2205424 -1.3602501],[ 1.1699195 -1.2852739],0.17089253664016724
76,Darcy Lewis,thor_dark_world.txt,Okay.,0.5,[0.18276119 0.53094673],[ 0.928708   -0.86421824],0.030240356922149658
77,Richard,thor_dark_world.txt,Short but sweet.,0.175,[0.45132306 0.22456068],[ 1.2672607 -1.0982763],0.05849522352218628
78,Jane Foster,thor_dark_world.txt,She needs help.,0.0,[ 1.1319051  -0.35124305],[ 1.2257334 -1.1020283],0.10969087481498718
79,Richard,thor_dark_world.txt,I think I'm gonna have the sea bass.,-0.15,[ 1.8370827 -0.9774099],[ 1.2568629 -1.3079002],0.11653143167495728
80,Jane Foster,thor_dark_world.txt,"Sea bass. Yeah, sea bass is good.",0.1333333333333333,[-0.5403926  0.8884249],[ 1.2538798 -1.2517971],0.03701603412628174
81,Jane Foster,thor_dark_world.txt,"Sea bass, sea bass, sea bass, sea bass, sea bass, sea bass, sea bass...sea bass. Sea bass...",-0.15,[ 1.7510699 -0.9085222],[ 1.0032983 -1.1082733],0.03739440441131592
82,Richard,thor_dark_world.txt,"Jane, maybe you should stop saying sea bass and go out to your friend.",-0.15,[ 1.0001137  -0.33021763],[ 0.79020476 -0.6228895 ],0.14647430181503296
83,Jane Foster,thor_dark_world.txt,This was so fun.,0.3,[-1.785507  1.954094],[ 1.4538904 -1.3198591],0.07760661840438843
84,Richard,thor_dark_world.txt,"You know, I'll just stay here and say sea bass alone.",-0.15,[ 1.3993467  -0.53677684],[ 1.6293105 -1.5526773],0.11794348061084747
85,Jane Foster,thor_dark_world.txt,And I hate you.,-0.8,[0.5962234  0.16095513],[ 1.5197912 -1.3855188],0.1710178554058075
86,Darcy Lewis,thor_dark_world.txt,What?! I thought he was cute.,0.5,[0.30869627 0.41033366],[ 1.6782728 -1.7147113],0.13441863656044006
87,Jane Foster,thor_dark_world.txt,Just shut up and drive.,0.0,[-0.15945137  0.78347576],[ 0.8740246 -0.5644002],0.07783365249633789
88,Jane Foster,thor_dark_world.txt,Who's he?,0.0,[ 2.2472854 -1.1746122],[ 1.1905242 -1.3350966],0.07514721155166626
89,Darcy Lewis,thor_dark_world.txt,He's my intern.,0.0,[0.1730756  0.48032472],[ 1.7024051 -1.7062104],0.16690407693386078
90,Jane Foster,thor_dark_world.txt,You have an intern?,0.0,[ 1.2991015 -0.716022 ],[ 1.8613077 -1.725556 ],0.06340697407722473
91,Darcy Lewis,thor_dark_world.txt,"Oh, yeah.",0.0,[-1.0349818  1.2248405],[ 1.067646  -0.9831724],0.031575411558151245
92,Ian Boothby,thor_dark_world.txt,"Hello, Dr. Foster. It's uh...it's a great honor to be working with you.",0.8,[-0.8226997  1.0303696],[ 2.1158512 -2.1438205],0.1785617470741272
93,Jane Foster,thor_dark_world.txt,Right. I have to call Erik.,0.2857142857142857,[ 1.3324921  -0.50798184],[ 1.2837456 -1.1838127],0.04495331645011902
94,Ian Boothby,thor_dark_world.txt,"Oh, uh...take a right.",0.2857142857142857,[-0.58522916  0.9422225 ],[ 1.6406792 -1.609619 ],0.07277455925941467
95,Ian Boothby,thor_dark_world.txt,Left!,0.0,[0.5274385  0.24706268],[ 1.0775558 -1.0265381],0.025128722190856934
96,Darcy Lewis,thor_dark_world.txt,I have totally mastered driving in London.,0.0,[-1.5112518  1.7714063],[ 1.7565094 -1.6363877],0.03409862518310547
97,Jane Foster,thor_dark_world.txt,"Hi, Erik, it's me again. Where are you? I came here because you said you were onto something and then vanished.",0.0,[ 1.3602281 -0.8021804],[ 2.1026285 -2.1988823],0.10364815592765808
98,Darcy Lewis,thor_dark_world.txt,"Come on, this is exciting! Look, the intern is excited.",0.375,[-1.1325358  1.375269 ],[ 1.9511715 -1.9132007],0.037984609603881836
99,Ian Boothby,thor_dark_world.txt,Ian.,0.0,[ 0.6718339  -0.07950275],[ 1.0136578  -0.97171795],0.027568727731704712
100,Darcy Lewis,thor_dark_world.txt,Do you want the phase meter?,0.0,[ 2.0850487 -1.423098 ],[ 2.0309525 -2.126924 ],0.053133487701416016
101,Jane Foster,thor_dark_world.txt,No.,0.0,[ 1.1156424 -0.377345 ],[ 0.848548 -0.758422],0.026728183031082153
102,Darcy Lewis,thor_dark_world.txt,[to Ian] Bring the phase meter.,0.0,[ 1.6287414  -0.76055104],[ 1.5836899 -1.7458475],0.025243669748306274
103,Darcy Lewis,thor_dark_world.txt,The toaster looking thing.,0.0,[0.2204947  0.41526577],[ 1.3251585 -1.2605537],0.021723031997680664
104,Ian Boothby,thor_dark_world.txt,I know what the phase meter is.,0.0,[0.8513537  0.07095039],[ 1.6700286 -1.610971 ],0.021683156490325928
105,Jane Foster,thor_dark_world.txt,How do I change the ring tone on this thing?,0.0,[ 2.1468558 -1.2104334],[ 1.6593792 -1.6467191],0.026352524757385254
106,Darcy Lewis,thor_dark_world.txt,An Astrophysicist with three degrees should be able to change her own ring tone.,0.55,[-0.9428539  1.3213471],[ 1.2581421 -1.2422025],0.026439785957336426
107,Jane Foster,thor_dark_world.txt,Why are you calling me?,0.0,[ 1.8523641  -0.95610774],[ 1.6348267 -1.5949478],0.1644916832447052
108,Darcy Lewis,thor_dark_world.txt,"I didn't want to shout. [to Ian, who's following behind her] Intern, the entrance is this way.",-0.2,[ 1.5620211 -0.7839939],[ 1.6784512 -1.7073113],0.14474426209926605
109,Ian Boothby,thor_dark_world.txt,Ian. My name's Ian.,0.0,[ 1.3201933  -0.40414438],[ 1.604145  -1.7390661],0.14701664447784424
110,Darcy Lewis,thor_dark_world.txt,I am not getting stabbed in the name of science.,0.0,[0.3528332  0.19781184],[ 1.471322  -1.5230494],0.12867401540279388
111,Darcy Lewis,thor_dark_world.txt,"It's okay, we're Americans!",0.625,[-0.54686034  1.0385833 ],[ 1.515114  -1.6030513],0.06056484580039978
112,Jane Foster,thor_dark_world.txt,Is that supposed to make them like us?,0.0,[ 1.3392049 -0.5824196],[ 1.4326411 -1.3856571],0.13624215126037598
113,Jane Foster,thor_dark_world.txt,"Oh, they're kids.",0.0,[-1.1957406  1.720255 ],[ 1.4658923 -1.2817801],0.05185645818710327
114,Jane Foster,thor_dark_world.txt,"No, we're scientists. Well, I am.",0.0,[-0.19437934  0.7366312 ],[ 1.7091237 -1.6890249],0.05186760425567627
115,Darcy Lewis,thor_dark_world.txt,Thanks.,0.2,[-0.37032345  0.8757285 ],[ 1.2195907 -1.1703982],0.06473758816719055
116,Jane Foster,thor_dark_world.txt,Can you show us?,0.0,[ 2.0807018 -1.0289189],[ 1.616897  -1.5740281],0.1625787913799286
117,Darcy Lewis,thor_dark_world.txt,That doesn't seem rigged.,0.0,[0.35414028 0.23767462],[ 1.2737871 -1.1654491],0.029293179512023926
118,Darcy Lewis,thor_dark_world.txt,Where did it go?,0.0,[ 2.233541  -1.4627924],[ 1.4856611 -1.500365 ],0.02148452401161194
119,Darcy Lewis,thor_dark_world.txt,That's...that's incredible.,0.9,[-0.48673272  0.9615995 ],[ 1.3410934 -1.2795497],0.0591789186000824
120,Darcy Lewis,thor_dark_world.txt,What happened?,0.0,[ 2.0429142 -1.0419959],[ 1.545624  -1.4592237],0.023649483919143677
121,Darcy Lewis,thor_dark_world.txt,"I want to throw something. Jane, give me your shoe.",0.0,[ 2.2775066 -1.3397496],[ 0.6997202  -0.70700777],0.1783984899520874
122,Jane Foster,thor_dark_world.txt,I haven't seen readings like this since...,0.0,[ 1.2402246  -0.50370157],[ 1.9476635 -2.05134  ],0.026835739612579346
123,Darcy Lewis,thor_dark_world.txt,New Mexico?,0.1363636363636363,[ 1.5082811  -0.76061964],[ 1.7199659 -1.6657368],0.026614755392074585
124,Jane Foster,thor_dark_world.txt,Don't touch anything!,0.0,[ 2.1114275 -1.3370924],[ 1.1229556 -1.1047685],0.09225165843963623
125,Darcy Lewis,thor_dark_world.txt,[to Ian] Give me your shoe.,0.0,[ 1.9755083 -0.9837877],[ 1.2805141 -1.5759841],0.16810759902000427
126,Darcy Lewis,thor_dark_world.txt,Where those the car keys?,0.0,[ 1.8436525  -0.89074224],[ 1.1350013 -1.2189184],0.026519060134887695
127,Jane Foster,thor_dark_world.txt,Darcy!,0.0,[0.65884906 0.20761281],[ 1.1709667 -1.15652  ],0.026074916124343872
128,Malekith,thor_dark_world.txt,[subtitled] The Aether awakens us. The Convergence returns.,0.0,[ 1.4930904 -0.7987374],[ 1.7282914 -1.83794  ],0.022359371185302734
129,Heimdall,thor_dark_world.txt,You're late.,-0.3,[0.38910547 0.12973168],[ 1.4892745 -1.3621014],0.11271205544471741
130,Thor,thor_dark_world.txt,Merriment can sometimes be a heavier burden than battle.,0.0,[ 1.2583961  -0.60031784],[ 1.7920994 -1.8486239],0.0649784505367279
131,Heimdall,thor_dark_world.txt,Then you're doing one of them incorrectly.,0.0,[ 0.8852534  -0.29377365],[ 1.5963963 -1.5287741],0.04923003911972046
132,Thor,thor_dark_world.txt,Perhaps. How fare the stars?,0.0,[ 2.065054  -1.1272722],[ 1.3920915 -1.5332749],0.025716513395309448
133,Heimdall,thor_dark_world.txt,Still shining. From here I can see Nine Realms and ten trillion souls.,0.0,[ 1.2241756  -0.44756237],[ 1.569707  -1.6502724],0.02478736639022827
134,Heimdall,thor_dark_world.txt,You recall what I told you of the Convergence?,0.0,[ 1.2298189 -0.6933892],[ 2.0609443 -2.0625632],0.03063833713531494
135,Thor,thor_dark_world.txt,"Yes, the alignment of the worlds. It approaches, doesn't it?",0.0,[0.2683341  0.39458537],[ 1.576365  -1.6619776],0.02029597759246826
136,Heimdall,thor_dark_world.txt,"The universe hasn't seen this marvel since before my watch began. Few can sense, even fewer can see it. A world that's infected can be dangerous. It is truly beautiful.",0.0166666666666666,[ 1.3662454  -0.84134364],[ 1.543777  -1.6623299],0.04559201002120972
137,Thor,thor_dark_world.txt,I see nothing.,0.0,[0.6905663  0.02657484],[ 1.5682453 -1.3969198],0.06251075863838196
138,Heimdall,thor_dark_world.txt,Or perhaps that is not the beauty you seek.,0.0,[ 1.1995845 -0.7491456],[ 1.4720739 -1.46359  ],0.10611289739608765
139,Thor,thor_dark_world.txt,How is she?,0.0,[ 2.245049  -1.3214402],[ 1.2196614 -1.2074407],0.14609411358833313
140,Heimdall,thor_dark_world.txt,"She's quite clever, your mortal. She doesn't know it yet, but she studies the Convergence as well. Even...",0.1666666666666666,[ 1.1356684  -0.60315734],[ 1.2338634 -1.2909161],0.08464884757995605
141,Thor,thor_dark_world.txt,What?,0.0,[ 1.4070889  -0.49027973],[ 1.2503315 -1.1553091],0.03506931662559509
142,Heimdall,thor_dark_world.txt,I can't see her.,0.0,[ 1.2109754 -0.3776102],[ 1.1371967 -0.886679 ],0.13405105471611023
143,Darcy Lewis,thor_dark_world.txt,Jane! Where the hell were you?,0.0,[ 2.0654237 -1.1766802],[ 0.78693247 -0.6737832 ],0.15760904550552368
144,Jane Foster,thor_dark_world.txt,Tell me you didn't call the police!,0.0,[0.55133003 0.14729264],[ 1.4430157 -1.2919215],0.10658332705497742
145,Darcy Lewis,thor_dark_world.txt,What was I supposed to do?,0.0,[ 2.1606512 -1.290112 ],[ 1.9759196 -1.8602421],0.05226185917854309
146,Jane Foster,thor_dark_world.txt,Not call the police!,0.0,[ 1.3165243  -0.37744933],[ 1.0136925  -0.95720446],0.06987941265106201
147,Darcy Lewis,thor_dark_world.txt,I was freaking out.,0.0,[0.6239784  0.17446527],[ 1.6638889 -1.4406263],0.09080418944358826
148,Jane Foster,thor_dark_world.txt,"You call the cops they tell the feds, the next thing you know we have SHIELD crawling all over area fifty-one-ing the place.",0.0,[0.37462103 0.22104415],[ 1.2529695 -1.3246667],0.037393271923065186
149,Darcy Lewis,thor_dark_world.txt,Jane!,0.0,[0.18471497 0.4886783 ],[ 1.003206   -0.96007097],0.056490182876586914
150,Jane Foster,thor_dark_world.txt,"We had a stable gratification anomaly, we had unheeded access. Our only competition was ten years old!",0.0416666666666666,[ 0.92078924 -0.36977696],[ 2.0691297 -1.9715097],0.025027722120285034
151,Darcy Lewis,thor_dark_world.txt,"Jane, you were gone for five hours!",0.0,[0.32721698 0.24936277],[ 1.8929696 -1.7194225],0.14361628890037537
152,Jane Foster,thor_dark_world.txt,"What? [suddenly the weather turns, it starts raining and they hear the sound of thunder, Jane looks around her and puts her hand out]",0.2,[ 1.426116  -0.6388068],[ 1.6067914 -1.7181319],0.06899428367614746
153,Darcy Lewis,thor_dark_world.txt,"That's weird. [they see it's raining but it's not raining on Jane and Darcy, there's an invisible barrier protecting them, suddenly Jane sees Thor standing a few feet away from them, Jane hands her gadget to Darcy and walks towards Thor, as she walks away the invisible barrier follows her and the rain starts falling on Darcy] Typical. [as Jane walks towards Thor]",-0.2166666666666666,[ 0.60580695 -0.09025458],[ 1.504425  -1.6136872],0.07503378391265869
154,Thor,thor_dark_world.txt,Jane. [as she reaches him suddenly she slaps him hard in the face],-0.1458333333333333,[ 1.402997  -0.6733002],[ 0.47942883 -0.5688733 ],0.17668797075748444
155,Jane Foster,thor_dark_world.txt,"Sorry. I just needed to make sure you were real, it's been a very strange day.",0.03375,[ 1.4725549 -0.7205172],[ 2.0905845 -1.9865587],0.14939884841442108
156,Thor,thor_dark_world.txt,"Well, I am. Jane... [suddenly she slaps him again]",0.0,[ 1.4653516 -0.6848817],[ 0.7919123  -0.87236565],0.17555001378059387
157,Jane Foster,thor_dark_world.txt,Where were you?!,0.0,[ 2.001266  -1.1688391],[ 1.8886268 -1.8657532],0.09534704685211182
158,Thor,thor_dark_world.txt,Where were you? Heimdall could not see you.,0.0,[ 1.9036416 -1.104599 ],[ 1.9810377 -1.9573606],0.13417547941207886
159,Jane Foster,thor_dark_world.txt,I was right here where you left me. I was waiting and then I was crying and then I went out looking for you. You said you were coming back,0.0214285714285714,[ 1.4837984 -0.7366475],[ 2.1709192 -2.0590098],0.17404583096504211
160,Thor,thor_dark_world.txt,"I know, I know, but the Bifrost was destroyed. The Nine Realms erupted into chaos, wars were raging, marauding hordes were pillaging. I had to put an end to the slaughter.",0.0,[ 1.2391734 -0.3961379],[ 0.6718271 -0.8937862],0.04850649833679199
161,Jane Foster,thor_dark_world.txt,"As excuses go, that's not terrible. But I saw you on TV, you were...you were in New York!",0.3352272727272727,[0.42633322 0.11146507],[ 2.0206413 -1.8956907],0.1108393669128418
