Name,Line,Sentiment,Irony,Hate,Intimacy,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,neutral
Wanda Maximoff,"You guys know I can move things with my mind, right?",0.2857142857142857,[ 0.7203756  -0.03577033],[ 1.6852858 -1.5586507],-0.0615646615624427,-5.1386213302612305,-6.41991662979126,-6.690575122833252,-5.362849235534668,-1.440731406211853,-4.8439483642578125,-2.038980484008789,-0.7121177911758423,-5.59771203994751,-6.7863898277282715,-6.099396228790283,-7.4173994064331055,-8.107911109924316,-5.474228858947754,-6.77419376373291,-7.287287712097168,-8.111710548400879,-6.222251892089844,-5.811281204223633,-7.196986198425293,-3.310112953186035,-8.29704475402832,-3.8560571670532227,-7.377347946166992,-7.703624725341797,-7.154140472412109,-5.499283790588379,-0.440151572227478
Natasha Romanoff,Looking over your shoulder needs to become second nature.,0.0,[-0.5194435  1.0327189],[ 1.9713578 -1.9212631],-0.0602967515587806,-6.162184715270996,-6.665409564971924,-6.696492671966553,-4.2559356689453125,-2.0988588333129883,-6.039656162261963,-7.194721698760986,-7.829972267150879,-6.538947105407715,-5.711183547973633,-5.112947940826416,-6.288071632385254,-7.561230659484863,-7.524195671081543,-7.534623622894287,-7.653297424316406,-8.455716133117676,-7.1193084716796875,-7.18593168258667,-8.195938110351562,-5.319001197814941,-7.84708833694458,-3.479308605194092,-7.2186198234558105,-8.032197952270508,-6.826233386993408,-7.918408393859863,1.690944790840149
Sam Wilson,Anybody ever tell you you're a little paranoid?,-0.1875,[ 1.2387595 -0.6586056],[ 1.9775828 -1.9350029],-0.060925904661417,-5.3258137702941895,-5.502457618713379,-5.108290672302246,-3.7075135707855225,-4.396282196044922,-2.8286876678466797,-1.539409875869751,0.5932623147964478,-5.459617614746094,-4.919127464294434,-4.765045642852783,-6.068550109863281,-6.228440761566162,-5.302007675170898,-3.2300097942352295,-7.303521156311035,-6.523728847503662,-5.834734916687012,-5.540938377380371,-3.140840530395508,-4.673939228057861,-8.446550369262695,-5.050530433654785,-6.9256911277771,-6.154574871063232,-4.580904483795166,-5.457540512084961,-1.693737268447876
Natasha Romanoff,Not to my face. Why? Did you hear something?,0.0,[ 2.235953 -1.333542],[ 1.8398207 -1.8268579],-0.0589339360594749,-6.780185699462891,-6.708895683288574,-5.671915531158447,-4.150943279266357,-5.393981456756592,-6.460216522216797,-0.6390467286109924,0.12810294330120087,-7.120385646820068,-5.535278797149658,-4.912564754486084,-6.576708793640137,-6.774641990661621,-6.69517183303833,-6.541496753692627,-7.197067737579346,-7.911005973815918,-7.24030065536499,-7.00653076171875,-7.307613372802734,-6.259300708770752,-9.859301567077637,-5.276370525360107,-8.83641529083252,-7.621852874755859,-6.295252799987793,-4.6327619552612305,-0.4015567898750305
Steve Rogers,"Eyes on target, folks. This is the best lead we've had on Rumlow in six months. I don't want to lose him.",1.0,[ 2.0954242 -1.2419717],[ 1.4875889 -1.483108 ],-0.0629328191280365,0.6836938858032227,-7.167884349822998,-6.2877373695373535,-4.306337833404541,-1.7162675857543945,-4.804235458374023,-6.449764728546143,-6.060370445251465,-1.3418645858764648,-4.078985691070557,-3.975743055343628,-6.211578845977783,-7.414021015167236,-4.114242076873779,-6.181188106536865,-4.901132583618164,-6.891510486602783,-5.077714920043945,-5.756492614746094,-6.59099006652832,-3.2988107204437256,-4.656904220581055,-4.612293243408203,-5.639769554138184,-7.327419281005859,-5.532527446746826,-6.674064636230469,-2.266023635864258
Sam Wilson,If he sees us coming that won't be a problem. He kind of hates us.,0.6,[ 1.1277422  -0.55964977],[ 1.413848  -1.5614692],-0.0551955476403236,-6.660160064697266,-7.05131196975708,-2.091878890991211,-1.805632472038269,-3.7425854206085205,-4.818871974945068,-6.878504276275635,-7.140630722045898,-6.240586757659912,-4.070947647094727,-3.5679409503936768,-4.627359390258789,-6.610358238220215,-7.85134744644165,-6.384413242340088,-8.036336898803711,-6.774869918823242,-6.989962100982666,-6.615660667419434,-7.3875651359558105,-5.8949408531188965,-7.73213005065918,-4.657170295715332,-7.528167247772217,-6.9330034255981445,-3.7865512371063232,-8.325660705566406,0.7226771712303162
Steve Rogers,"Sam, see that garbage truck? Tag it.",0.0,[ 1.515797   -0.84649366],[ 1.5901797 -1.7033184],-0.0568581819534301,-5.807986259460449,-5.487180709838867,-5.759227275848389,-4.948486328125,-4.054660797119141,-6.787478446960449,-5.068451881408691,-4.283176422119141,-6.417401313781738,-6.6927170753479,-6.655463218688965,-6.595147132873535,-7.733605861663818,-4.619308948516846,-6.869521617889404,-8.005266189575195,-8.538700103759766,-5.797943115234375,-6.00369930267334,-8.1165771484375,-6.035916328430176,-8.261250495910645,-5.635418891906738,-8.324660301208496,-8.557652473449707,-7.413246154785156,-6.256370544433594,2.4796619415283203
Sam Wilson,Give me X-ray.,0.0,[ 1.4401528  -0.38824186],[ 1.6090432 -1.5553024],-0.0585457161068916,-6.941897392272949,-5.849425792694092,-4.952864170074463,-4.023727893829346,-5.22067403793335,-5.587472915649414,-5.623053550720215,-4.6294026374816895,-3.4921658039093018,-5.648099422454834,-6.232600688934326,-5.728691101074219,-7.389982223510742,-5.819199562072754,-6.370824813842773,-7.295777320861816,-7.526278495788574,-6.537188529968262,-5.666390895843506,-7.318931579589844,-5.748946189880371,-8.728499412536621,-5.978010654449463,-8.29731273651123,-7.391977310180664,-5.552162170410156,-6.7049407958984375,2.1438536643981934
Sam Wilson,That truck’s loaded for max weight. And the driver’s armed.,0.0,[ 1.4235371  -0.89943874],[ 1.2344363 -1.1152416],-0.0539316870272159,-5.32142448425293,-6.909886360168457,-6.2596869468688965,-4.6710686683654785,-2.8993866443634033,-6.780509948730469,-6.77355432510376,-7.32949161529541,-6.985325336456299,-5.969978332519531,-5.24365758895874,-6.275032997131348,-7.839761257171631,-7.008363723754883,-6.681058883666992,-7.5095367431640625,-8.364933013916016,-6.959893226623535,-7.418067932128906,-8.262335777282715,-5.855361461639404,-7.88582181930542,-4.636425018310547,-7.82853364944458,-8.492433547973633,-6.640896320343018,-7.71259880065918,2.6028666496276855
Natasha Romanoff,It’s a battering ram.,0.0,[ 1.1997005  -0.28793946],[ 1.3131801 -1.2773223],-0.0584560297429561,-6.00648307800293,-6.26783561706543,-5.442861557006836,-4.133793354034424,-4.198261260986328,-6.943376541137695,-6.379092216491699,-6.85878324508667,-7.175919055938721,-5.739612102508545,-5.4547834396362305,-5.829890251159668,-7.041658878326416,-6.524128437042236,-6.322668075561523,-7.733517646789551,-8.082317352294922,-6.778169631958008,-7.578513145446777,-7.903594017028809,-6.211479663848877,-8.036725044250488,-5.013277053833008,-8.161149024963379,-8.337934494018555,-6.379530906677246,-6.960321426391602,3.100226640701294
Steve Rogers,Go now.,0.0,[ 1.1130531  -0.31335592],[ 1.0372199 -0.9542657],-0.0555510893464088,-6.431626319885254,-6.1629533767700195,-5.648982524871826,-4.458302021026611,-3.9367005825042725,-6.301145553588867,-6.775518894195557,-6.92859411239624,-6.732337474822998,-6.3266825675964355,-5.905673027038574,-6.661972999572754,-7.7310309410095215,-6.021025657653809,-7.0835676193237305,-7.13558292388916,-8.344974517822266,-6.266838073730469,-7.34977388381958,-8.142162322998047,-5.89526891708374,-8.061116218566895,-5.169440269470215,-7.9210429191589355,-8.449519157409668,-6.820864200592041,-7.217114448547363,3.077070474624634
Wanda Maximoff,What?,0.0,[ 1.4070891  -0.49027988],[ 1.2503315 -1.1553091],-0.0562547519803047,-6.578787326812744,-6.515120983123779,-5.862416744232178,-4.662107944488525,-5.040428161621094,-6.907693862915039,-1.3156254291534424,-0.3249582052230835,-7.031893253326416,-6.431008338928223,-5.808041572570801,-6.601445198059082,-7.146677494049072,-6.211172103881836,-6.841343402862549,-7.385562896728516,-8.289521217346191,-7.176339626312256,-6.653465270996094,-7.879511833190918,-6.177070140838623,-9.697407722473145,-5.3601508140563965,-8.872597694396973,-8.154889106750488,-7.179938316345215,-4.4455037117004395,0.3861337900161743
Steve Rogers,He’s not hitting the police.,0.0,[ 1.1072518 -0.3762757],[ 1.2984033 -1.2887689],-0.0601790249347686,-6.39036750793457,-6.981921195983887,-5.111159801483154,-3.8436076641082764,-3.323920249938965,-5.508656024932861,-6.04058837890625,-7.176178932189941,-7.063578128814697,-5.2859392166137695,-0.965516984462738,-6.817246437072754,-7.306728839874268,-7.4800801277160645,-7.114634990692139,-6.763815402984619,-7.855778217315674,-6.7372941970825195,-7.554327011108398,-8.037196159362793,-5.842813968658447,-8.019953727722168,-4.239875793457031,-7.212953090667725,-7.76011323928833,-6.139482498168945,-7.398070335388184,1.2619003057479858
Steve Rogers,"Body armor, AR-15's. I make seven hostiles.",0.0,[ 0.9019313  -0.15631264],[ 1.2883941 -1.3450992],-0.0597383342683315,-5.452615737915039,-6.573347091674805,-6.940108776092529,-5.386971950531006,-3.2203235626220703,-7.299744129180908,-6.074460029602051,-6.851888179779053,-6.957767009735107,-5.974337577819824,-5.985435962677002,-6.547597885131836,-7.668862342834473,-6.396460056304932,-6.895902156829834,-7.306940078735352,-8.21801471710205,-6.476231575012207,-6.875092029571533,-8.032170295715332,-5.990002632141113,-7.908071041107178,-4.282196998596191,-7.821503162384033,-8.142687797546387,-6.4534807205200195,-7.2556657791137695,2.830864667892456
Sam Wilson,I make 5.,0.0,[ 0.78959423 -0.04537093],[ 1.2101343 -1.1003286],-0.061725664883852,-5.834681510925293,-6.62632417678833,-6.425833225250244,-5.190083980560303,-3.788496255874634,-7.041208267211914,-6.1088457107543945,-6.7539238929748535,-7.007615566253662,-6.088968753814697,-5.9380106925964355,-6.565569877624512,-7.742196559906006,-6.337815284729004,-6.860291957855225,-7.021080017089844,-8.25381088256836,-6.498466491699219,-7.036882400512695,-8.16170883178711,-6.136110782623291,-8.10754680633545,-5.012014389038086,-8.053425788879395,-8.259021759033203,-6.559654712677002,-7.334924697875977,3.1387674808502197
Wanda Maximoff,Sam.,0.0,[ 0.82406455 -0.1651665 ],[ 1.0227777  -0.96663404],-0.0566429682075977,-5.402449607849121,-6.62621545791626,-5.8094096183776855,-4.806338787078857,-4.12846565246582,-6.939603328704834,-6.405008316040039,-6.73574161529541,-7.099567890167236,-5.73018217086792,-5.5365166664123535,-6.00089168548584,-7.189275741577148,-6.166066646575928,-6.437254428863525,-6.796446800231934,-7.892801761627197,-6.540726184844971,-6.733301639556885,-8.041495323181152,-6.485748767852783,-7.878556728363037,-5.274457931518555,-7.9731550216674805,-8.103838920593262,-6.311220645904541,-6.905818939208984,3.239593029022217
Sam Wilson,Four.,0.0,[0.24918033 0.2484769 ],[ 0.8513446 -0.7687074],-0.0587402321398258,-5.8287739753723145,-6.754451274871826,-5.614134311676025,-4.697388172149658,-4.37443208694458,-6.717890739440918,-5.725419521331787,-6.188147068023682,-6.655720233917236,-5.800624370574951,-5.4705071449279785,-6.071244239807129,-7.400419235229492,-6.340464115142822,-6.223119258880615,-7.055130958557129,-7.844876289367676,-6.72114372253418,-6.899003982543945,-7.8686418533325195,-6.2422404289245605,-8.210604667663574,-5.227107048034668,-8.142804145812988,-8.32770824432373,-6.249387264251709,-6.896737098693848,3.391254425048828
Sam Wilson,Rumlow’s on the third floor.,0.0,[ 1.032477   -0.42251086],[ 1.2793293 -1.2798165],-0.0571141839027404,-5.9470672607421875,-6.344670295715332,-6.10071325302124,-4.98092794418335,-4.251229286193848,-6.891417026519775,-5.718663215637207,-6.420927047729492,-6.95409631729126,-5.722064018249512,-5.300950527191162,-6.3256940841674805,-7.392200946807861,-6.372140407562256,-6.592331409454346,-7.14005184173584,-7.937806606292725,-6.530457019805908,-6.980473518371582,-7.949462890625,-6.052614212036133,-8.180363655090332,-4.963322639465332,-8.077442169189453,-8.074019432067871,-6.319813251495361,-6.931384563446045,3.4655444622039795
Steve Rogers,"Wanda, just like we practiced.",0.0,[-0.27208522  0.7759735 ],[ 1.2718606 -1.1389045],-0.0583225153386592,-3.8950936794281006,-5.887068748474121,-7.529234886169434,-5.713797569274902,-0.5340381860733032,-6.438779830932617,-7.074203968048096,-6.946061134338379,-6.340786457061768,-6.753091335296631,-7.033893585205078,-7.106614112854004,-7.844423770904541,-4.406386852264404,-7.232598781585693,-6.377355575561523,-8.258293151855469,-4.266139030456543,-6.132374286651611,-7.788821220397949,-4.722053050994873,-5.938935279846191,-3.8548526763916016,-5.935286045074463,-8.424077033996582,-7.484506130218506,-6.758548736572266,0.32404211163520813
Wanda Maximoff,What about the gas?,0.0,[ 1.7307805 -1.086574 ],[ 1.7109822 -1.6931415],-0.0553432740271091,-6.181937217712402,-6.159023284912109,-6.178869724273682,-4.974422931671143,-5.143929958343506,-6.399782180786133,-1.8334989547729492,0.7215660214424133,-6.530947685241699,-6.4067702293396,-5.7116851806640625,-7.015751838684082,-7.580750942230225,-6.270092010498047,-7.141665458679199,-6.898086071014404,-8.296083450317383,-7.01383113861084,-6.339344024658203,-7.864048004150391,-6.117942810058594,-10.08882999420166,-5.842275619506836,-8.941949844360352,-7.732909202575684,-6.834909439086914,-5.499459266662598,-0.5740785002708435
Steve Rogers,Get it out.,0.0,[ 0.8947899  -0.05097649],[ 1.0899256 -1.0532469],-0.0585399717092514,-6.864238739013672,-6.752986907958984,-1.834563136100769,-2.397228956222534,-4.997165679931641,-5.045507431030273,-6.30329704284668,-6.058962821960449,-5.7311906814575195,-5.1413750648498535,-4.802876949310303,-4.608603000640869,-6.673769474029541,-6.838085651397705,-5.830805778503418,-7.982987403869629,-7.124927997589111,-7.003050804138184,-6.530758380889893,-7.236201286315918,-6.387786388397217,-8.19951057434082,-5.6906538009643555,-8.236506462097168,-7.618156433105469,-4.873684406280518,-6.96171760559082,1.4521846771240234
Steve Rogers,Rumlow has a biological weapon.,0.0,[0.05912111 0.39684477],[ 1.1740469 -1.2669293],-0.0577342733740806,-5.4170355796813965,-6.451220512390137,-6.216632843017578,-5.167510509490967,-3.8611371517181396,-6.7595295906066895,-6.210931777954102,-6.70503568649292,-6.587202072143555,-5.821280002593994,-5.767824172973633,-6.157073497772217,-7.47444486618042,-6.131153106689453,-6.456822872161865,-6.9135918617248535,-7.800608158111572,-6.330833435058594,-6.570709228515625,-7.985646724700928,-6.039307594299316,-7.803614139556885,-5.004086494445801,-7.8419508934021,-7.922971725463867,-6.195079326629639,-7.131498336791992,3.398637294769287
Natasha Romanoff,(on radio) I’m on it.,0.0,[ 2.0886538 -1.026766 ],[ 1.5987282 -1.5420104],-0.0586250200867652,-5.728768825531006,-6.464195251464844,-6.773147106170654,-5.667992115020752,-3.399019241333008,-6.625981330871582,-6.495000839233398,-6.726815700531006,-6.911925792694092,-6.3660712242126465,-6.043257236480713,-7.086529731750488,-8.129523277282715,-5.953334331512451,-7.0503010749816895,-7.068437576293945,-8.271409034729004,-6.036534309387207,-6.898292541503906,-8.127337455749512,-5.869649887084961,-7.983434677124023,-4.988012790679932,-7.776815891265869,-8.148802757263184,-6.627479553222656,-7.4169392585754395,3.0060157775878906
Steve Rogers,Sam. He's in an AFV heading north.,0.0,[ 1.3553013 -0.6683932],[ 1.6313792 -1.8288844],-0.0580630078911781,-5.7409467697143555,-6.52017068862915,-6.157085418701172,-5.11941385269165,-4.040158271789551,-6.749137878417969,-5.853062629699707,-6.572206020355225,-6.950817108154297,-5.804502964019775,-5.439733028411865,-6.363967418670654,-7.497870922088623,-6.430854320526123,-6.458878517150879,-7.054758071899414,-7.882214069366455,-6.566678047180176,-6.912314414978027,-7.935389995574951,-6.027835369110107,-8.068970680236816,-4.902637481689453,-8.005569458007812,-7.998132705688477,-6.239294528961182,-7.110066890716553,3.4378530979156494
Sam Wilson,"I got four, they're splitting up.",0.0,[ 1.428671  -0.5578631],[ 1.8162678 -1.7740712],-0.0609282255172729,-6.595054626464844,-6.097826957702637,-6.418931484222412,-4.768369197845459,-4.090421676635742,-5.879704475402832,-6.077427864074707,-6.852075576782227,-6.097970962524414,-4.081137180328369,-5.588265895843506,-6.189046382904053,-6.584951877593994,-7.008083820343018,-6.062805652618408,-7.17049503326416,-6.086507320404053,-5.902192115783691,-6.68132209777832,-6.288148880004883,-5.729312896728516,-7.792217254638672,-3.449059247970581,-6.508705139160156,-6.520907402038574,-3.008857488632202,-6.823305130004883,2.320807695388794
Natasha Romanoff,I got the two on the left.,0.0,[ 1.5549563 -0.7005646],[ 1.4635603 -1.3504966],-0.0556166321039199,-5.455333232879639,-6.592301368713379,-7.021134376525879,-5.743157863616943,-3.440504312515259,-6.937222480773926,-6.1284074783325195,-6.439157485961914,-6.304754257202148,-6.005866527557373,-6.433004856109619,-7.010477542877197,-8.027521133422852,-5.95743465423584,-7.225032329559326,-7.099381446838379,-8.069372177124023,-5.811558723449707,-6.259372711181641,-8.070367813110352,-6.002965927124023,-7.915317535400391,-4.656567573547363,-7.669898986816406,-8.023574829101562,-6.289133548736572,-7.367772102355957,2.924600839614868
Steve Rogers,They ditched their gear. It's a shell game now. One of them has the payload.,-0.4,[ 1.6164705  -0.68175215],[ 1.343714  -1.3186858],-0.055026926100254,-5.992775917053223,-6.810489654541016,-6.568971157073975,-4.938327312469482,-3.67336368560791,-6.992341995239258,-6.07733154296875,-7.104938507080078,-7.226490020751953,-5.4940409660339355,-5.267093181610107,-6.663177490234375,-7.4991774559021,-6.975292682647705,-6.952229976654053,-7.283717155456543,-8.029966354370117,-6.627431869506836,-7.380806922912598,-7.958272933959961,-6.044239521026611,-8.10328197479248,-4.249211311340332,-7.6633782386779785,-7.924227714538574,-6.068257808685303,-7.341219902038574,2.9676389694213867
Sam Wilson,He doesn't have it. I’m empty.,-0.1,[ 2.1991615 -1.213098 ],[ 1.614179  -1.7063289],-0.0609772019088268,-6.564690589904785,-6.921874046325684,-5.051041126251221,-2.996184825897217,-4.687729358673096,-6.4418792724609375,-6.478392601013184,-6.789985656738281,-6.10100793838501,-0.9908366799354553,-2.5697073936462402,-5.440079212188721,-5.8871169090271,-7.284173011779785,-6.5613274574279785,-6.985656261444092,-5.574120044708252,-6.325466632843018,-6.764245986938477,-6.243618011474609,-6.229231357574463,-8.065540313720703,-4.046071529388428,-6.75268030166626,-5.937837600708008,-0.7352644801139832,-6.4131059646606445,-0.5368825197219849
Natasha Romanoff,Out of the way!,0.0,[ 1.3119723 -0.6145885],[ 1.1759797 -1.0815202],-0.0591583549976348,-7.052999973297119,-6.619213581085205,-3.5428566932678223,-2.515033006668091,-4.543647766113281,-5.391974449157715,-6.361398696899414,-6.7926530838012695,-6.683264255523682,-5.166810989379883,-3.775172710418701,-5.569257736206055,-6.504410743713379,-7.32784366607666,-6.5154595375061035,-6.849853515625,-7.724368572235107,-7.095283031463623,-7.719083309173584,-7.559670448303223,-6.356882572174072,-8.138236999511719,-4.945746898651123,-7.759088039398193,-7.6315016746521,-5.9951701164245605,-7.296815872192383,2.138554573059082
Natasha Romanoff,"Payload secure. Thanks, Sam.",0.3,[-1.1412843  1.2138263],[ 1.7411264 -1.7257546],-0.0587125420570373,-4.919249057769775,-6.192009925842285,-6.678839206695557,-5.226714611053467,-4.176962852478027,-6.246696472167969,-6.1297712326049805,-6.678168296813965,-6.974799633026123,-6.497287750244141,-5.8642401695251465,-6.759806156158447,-7.451198101043701,-6.117214679718018,-7.632477283477783,4.546871662139893,-7.981029987335205,-5.784602165222168,-6.666308403015137,-8.603200912475586,-5.32034158706665,-7.5102949142456055,-5.208012580871582,-6.194509029388428,-6.730742931365967,-6.442664623260498,-6.607448577880859,-4.677340030670166
Sam Wilson,Don't thank me.,0.0,[ 1.3056124  -0.56033254],[ 1.5526751 -1.440513 ],-0.0489069446921348,-6.582415580749512,-6.41679573059082,-4.957796573638916,-3.16413950920105,-4.670226097106934,-5.834467887878418,-5.445837497711182,-6.2203569412231445,-6.7697978019714355,-4.983801364898682,-2.4976084232330322,-5.7288665771484375,-6.126832485198975,-6.598308086395264,-7.209208011627197,2.608656883239746,-7.503205299377441,-6.319725036621094,-7.138777732849121,-8.306384086608887,-5.816196441650391,-7.601345062255859,-4.826247692108154,-6.142031192779541,-5.708585739135742,-5.874880313873291,-6.330686569213867,-3.3950319290161133
Natasha Romanoff,I’m… not thanking that thing.,0.0,[ 1.8678836 -1.2265166],[ 1.747374  -1.7370094],-0.05440354347229,-5.819252014160156,-6.879067420959473,-5.293022155761719,-3.0228159427642822,-3.8388850688934326,-5.623817443847656,-6.0126447677612305,-7.471688747406006,-6.295732021331787,-3.5012118816375732,0.32453837990760803,-5.801959991455078,-5.475597858428955,-6.859642505645752,-7.233323097229004,-3.100933074951172,-7.0001749992370605,-6.4305267333984375,-7.204989433288574,-7.9179368019104,-5.219445705413818,-6.824319839477539,-3.777069568634033,-5.924671649932861,-5.219244003295898,-5.209195613861084,-6.257730007171631,-0.9133389592170715
