Name,Line,Sentiment,Irony,Hate,Intimacy,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,neutral
PO,Huh?,0.0,[ 1.1789259  -0.37781826],[ 1.2160033 -1.2256861],0.0921798646450042,-6.166511058807373,-6.72554874420166,-6.133059978485107,-4.923312664031982,-4.605865001678467,-7.103326797485352,-1.179561972618103,-0.5444445610046387,-7.258570194244385,-6.503921031951904,-6.079163551330566,-6.7259979248046875,-7.33402156829834,-6.043435573577881,-6.852281093597412,-7.144199371337891,-8.215234756469727,-7.151483535766602,-6.555477142333984,-7.838860988616943,-6.280873775482178,-9.45982837677002,-5.114598751068115,-8.77046012878418,-8.129291534423828,-7.074941158294678,-4.376635551452637,0.3700903654098511
PO'S DAD,"The dream. What were you dreaming
                    about?",0.0,[ 1.0290228  -0.73384094],[ 2.0877337 -1.9473931],0.0955904722213745,-6.729309558868408,-6.187717914581299,-5.995751857757568,-4.7917256355285645,-4.899145603179932,-5.742827415466309,-1.388245701789856,0.3115147054195404,-6.300393581390381,-6.165150165557861,-5.960167407989502,-6.868775367736816,-7.4293999671936035,-6.122817039489746,-6.119788646697998,-7.326467514038086,-7.928369522094727,-6.659985065460205,-6.226042747497559,-7.050042629241943,-5.511053562164307,-9.826148986816406,-5.3260297775268555,-8.424181938171387,-7.677298069000244,-6.407370090484619,-4.969330787658691,-0.275800883769989
PO,"What was I... eh, I was dreaming
                    about uh... heh...",0.0,[ 0.24962701 -0.15074858],[ 2.0058167 -2.0030081],0.0939352810382843,-6.302459239959717,-2.0481326580047607,-6.494585990905762,-5.032262802124023,-3.923921823501587,-6.116293907165527,-2.0305473804473877,-1.959205985069275,-5.903243064880371,-5.607664585113525,-6.086681842803955,-5.621644973754883,-5.436800479888916,-3.792214870452881,-3.5908970832824707,-7.166312217712402,-6.288771152496338,-3.709613800048828,-6.1486735343933105,-4.0160231590271,-5.338039398193359,-7.639001369476318,-2.427993059158325,-5.896447658538818,-6.5617828369140625,-4.518085956573486,-2.6345834732055664,-1.2331314086914062
PO (CONT'D),Noodles.,0.0,[0.43427807 0.25784478],[ 0.96616584 -0.92097944],0.0918742418289184,-5.582833290100098,-5.81516695022583,-5.813648700714111,-4.838297367095947,-4.239113807678223,-6.910090446472168,-6.5063886642456055,-6.890712261199951,-6.649380683898926,-5.446907043457031,-5.229277610778809,-5.931947708129883,-7.026040554046631,-5.686654567718506,-6.768361568450928,-7.3001556396484375,-7.650256633758545,-5.455184459686279,-5.625194549560547,-7.991799354553223,-6.597341060638428,-7.548515319824219,-5.206577301025391,-7.663541316986084,-7.679808616638184,-5.9577460289001465,-6.793094635009766,3.0698838233947754
PO'S DAD,"Noodles. You were really dreaming
                    about noodles?",0.2,[-0.10596143  0.38448074],[ 1.5805944 -1.5806913],0.0911166369915008,-6.75464391708374,-6.0237836837768555,-6.274295330047607,-4.913476467132568,-4.495876312255859,-6.785991668701172,-1.4188600778579712,-1.18002188205719,-7.001407146453857,-6.436415195465088,-5.796597003936768,-6.791130065917969,-7.411491394042969,-6.282275676727295,-6.738719463348389,-7.719097137451172,-8.221678733825684,-6.927908897399902,-6.65204381942749,-7.698400497436523,-6.0186662673950195,-9.586360931396484,-4.962979793548584,-8.61814022064209,-8.156974792480469,-6.8611578941345215,-5.3092041015625,1.1151493787765503
PO,"Uh, yeah. What else would I be
                    dreaming about?",0.0,[ 0.46667862 -0.29708543],[ 1.770063  -1.7560427],0.0935199856758117,-6.168719291687012,-6.472805976867676,-6.418939113616943,-5.302474498748779,-3.691650867462158,-5.996326446533203,-1.766943335533142,0.2627396881580353,-5.59443998336792,-6.451748371124268,-5.8054423332214355,-7.217502593994141,-7.991470813751221,-5.487904071807861,-6.470181465148926,-7.6772356033325195,-8.32971477508545,-6.533314228057861,-5.650571823120117,-7.409523963928223,-4.84392786026001,-9.629328727722168,-5.1210713386535645,-8.3634672164917,-8.000046730041504,-6.837433338165283,-5.127125263214111,-0.3330076038837433
PO (CONT'D),"(to customer)
                    Careful, that soup is... sharp!",-0.128125,[0.00989954 0.3325825 ],[ 1.3749083 -1.3885237],0.0917994678020477,-3.807678699493408,-5.907024383544922,-5.4096198081970215,-4.75668478012085,-3.0815556049346924,2.067934513092041,-5.710015296936035,-5.297163963317871,-5.480322360992432,-6.2437238693237305,-4.453324317932129,-6.957128524780273,-7.456993103027344,-5.914503574371338,-5.533738613128662,-4.439070701599121,-5.990995407104492,-4.781388759613037,-4.1988935470581055,-5.467434883117676,-3.344285249710083,-6.623526096343994,-5.389956474304199,-5.005161762237549,-5.66259765625,-4.884619235992432,-7.425281524658203,-2.177263021469116
PO'S DAD,"Oh, happy day! My son, finally
                    having the noodle dream!",0.5,[-1.7232403  1.7586689],[ 2.0052474 -2.0260284],0.1143282353878021,-4.678681373596191,-4.9941887855529785,-6.422889232635498,-5.839710235595703,-4.336307525634766,-4.614635944366455,-5.779574871063232,-4.911633491516113,-4.537266254425049,-6.587569713592529,-6.403489112854004,-7.213327407836914,-7.4103169441223145,-0.09822816401720047,-6.007626056671143,-4.104674816131592,-6.840543746948242,0.15979328751564026,-4.859608173370361,-5.609648704528809,-4.615424633026123,-5.972802639007568,-5.591246604919434,-4.923172473907471,-7.175345420837402,-5.549957752227783,-4.959902763366699,-2.824413299560547
PO'S DAD (CONT'D),"You don't know how long I have been
                    waiting for this moment.",-0.05,[0.21159679 0.43674448],[ 1.9987738 -1.8634255],0.0928177237510681,-6.78939151763916,-5.861144065856934,-5.76427698135376,-4.410624980926514,-4.829745292663574,-7.219529151916504,-4.294904708862305,-3.7894365787506104,-6.7765655517578125,-5.892467975616455,-5.888439178466797,-6.896425724029541,-7.443713188171387,-5.812967777252197,-7.113264560699463,-8.041282653808594,-8.19396686553955,-6.695224285125732,-7.550434112548828,-7.932375907897949,-6.18030309677124,-8.977021217346191,-4.9813995361328125,-8.455084800720215,-8.734457015991211,-6.78241491317749,-5.503841876983643,2.409797430038452
PO'S DAD (CONT'D),"This is a sign, Po!",0.0,[ 1.3925942 -0.78981  ],[ 1.4898225 -1.6771616],0.092030793428421,-5.640203475952148,-5.682894706726074,-6.348674774169922,-5.319906711578369,-3.4653306007385254,-6.696768760681152,-6.449592590332031,-6.570030212402344,-6.7637152671813965,-6.3409953117370605,-6.6252264976501465,-6.495388984680176,-7.336900234222412,-4.710724353790283,-6.330231189727783,-7.20211124420166,-7.885497570037842,-5.133204460144043,-6.190370082855225,-7.585238456726074,-5.960434913635254,-7.227975845336914,-4.746072292327881,-7.326150417327881,-8.072233200073242,-6.578393459320068,-6.463682174682617,2.905366897583008
PO,Uh...a sign of what?,0.0,[ 1.6113697  -0.90892404],[ 1.6245836 -1.7043248],0.0896045267581939,-6.664854049682617,-6.646711349487305,-6.152026653289795,-4.746056079864502,-4.655346870422363,-6.936511039733887,-0.006816013716161251,-0.7837331295013428,-7.162957668304443,-6.300074100494385,-5.49856424331665,-6.56090784072876,-7.039196491241455,-6.428549289703369,-6.753377437591553,-6.964320182800293,-8.251083374023438,-7.133164405822754,-6.452148914337158,-7.674468517303467,-6.07179594039917,-9.48382568359375,-4.810752868652344,-8.656540870666504,-7.8004021644592285,-7.0074238777160645,-4.794114589691162,0.031928449869155884
PO'S DAD,"You are almost ready to be
                    entrusted with the secret
                    ingredient of my ""Secret Ingredient
                    Soup."" And then you will fulfill
                    your destiny and take over the
                    restaurant, just as I took it over
                    from my father, who took it over
                    from his father, who won it from a
                    friend in a game of mahjong.",-0.25,[ 0.9309882  -0.69961154],[ 1.6707064 -1.871223 ],0.112790361046791,-5.905525207519531,-5.883718013763428,-5.934950351715088,-5.059937953948975,-3.8857431411743164,-6.7364959716796875,-5.339982986450195,-5.433971405029297,-7.047920227050781,-6.3970537185668945,-6.228344440460205,-6.9642333984375,-8.0233736038208,-5.91970157623291,-6.945114612579346,-8.075468063354492,-8.374892234802246,-6.413107872009277,-7.226600646972656,-8.185063362121582,-5.738503932952881,-8.387591361999512,-5.194067001342773,-8.23093318939209,-8.692084312438965,-6.8077263832092285,-6.748790740966797,2.703691005706787
PO,"Dad Dad Dad, it was just a dream.",0.0,[ 1.0057627  -0.15810168],[ 1.9652976 -1.7780498],0.1023783236742019,-6.999324798583984,-5.107745170593262,-6.890693187713623,-4.673668384552002,-4.413762092590332,-6.421512603759766,-5.399951934814453,-7.093216896057129,-5.523796558380127,-4.079647541046143,-4.5500922203063965,-5.6062703132629395,-6.308656215667725,-6.035103797912598,-5.387502193450928,-7.191765785217285,-6.5224199295043945,-4.997376441955566,-6.813495635986328,-5.851617813110352,-5.355248928070068,-7.474068641662598,-2.866178035736084,-6.108100414276123,-6.805896282196045,-4.382507801055908,-5.761714458465576,1.96613609790802
PO'S DAD,"No, it was the dream. We are noodle
                    folk. Broth runs through our veins.",0.0,[-0.04538943  0.4236801 ],[ 1.2868401 -1.2532079],0.1096532344818115,-6.932490348815918,-5.871261119842529,-6.6430158615112305,-4.682941913604736,-3.4407784938812256,-6.958422660827637,-3.823366165161133,-5.425341606140137,-7.346283435821533,-5.0256524085998535,-3.004923105239868,-6.308391094207764,-6.77024507522583,-6.490487575531006,-6.062719821929932,-7.96879768371582,-7.658764362335205,-6.245246887207031,-7.530023097991943,-7.030735015869141,-6.1338114738464355,-8.326407432556152,-3.211895227432251,-7.226869583129883,-8.064373970031738,-5.855349063873291,-5.535043716430664,1.7553013563156128
PO,"But Dad, didn't you ever, I dunno,
                    want to do something else?
                    Something besides noodles?",0.0,[ 0.52243567 -0.23851326],[ 1.6989383 -1.7651824],0.09498330950737,-6.700714111328125,-6.191669464111328,-5.903432369232178,-4.561514377593994,-4.629764556884766,-5.747434616088867,-0.7801389098167419,-0.08520656824111938,-6.18491268157959,-6.205992698669434,-5.392624378204346,-7.071535110473633,-7.492303371429443,-6.710470676422119,-6.983546733856201,-7.625137805938721,-8.284286499023438,-6.955653190612793,-6.690681457519531,-7.49836540222168,-5.332080364227295,-9.759026527404785,-5.445850372314453,-8.640677452087402,-7.483672142028809,-6.617425441741943,-5.9271039962768555,-0.21195955574512482
PO'S DAD,Actually...,0.0,[0.5343622  0.09813847],[ 1.1564277 -1.1127542],0.091808795928955,-6.120898246765137,-6.1546831130981445,-6.80007791519165,-5.246872425079346,-2.321364164352417,-7.564814567565918,-5.782770156860352,-6.700818061828613,-7.635982990264893,-6.320895195007324,-4.988828182220459,-6.537529468536377,-7.637052059173584,-6.103417873382568,-6.985813617706299,-7.645376205444336,-8.542417526245117,-6.287059783935547,-7.42314338684082,-8.17282772064209,-6.139228820800781,-8.070794105529785,-4.005657196044922,-7.671308994293213,-8.803194046020508,-7.012345790863037,-6.653092384338379,1.9561628103256226
PO'S DAD (CONT'D),When I was young and crazy...,-0.25,[ 0.58293957 -0.09505621],[ 2.0015628 -1.8422419],0.0968969762325286,-5.51767110824585,-3.6733815670013428,-6.1482625007629395,-5.081935882568359,-4.311008930206299,-6.123523712158203,-5.841754913330078,-5.724706649780273,-4.967741012573242,-6.4884562492370605,-6.96874475479126,-6.765966415405273,-7.332272529602051,-1.713165044784546,-5.334831714630127,-6.5984344482421875,-7.178062915802002,-2.1619088649749756,-5.936044692993164,-5.285347938537598,-5.375136852264404,-6.4916486740112305,-4.128925323486328,-5.8424906730651855,-8.024125099182129,-5.858659267425537,-4.639159202575684,-0.04299664497375488
PO'S DAD (CONT'D),"I thought about running away and
                    learning how to make tofu.",0.0,[-0.9375542  1.0776166],[ 1.7304882 -1.7208565],0.0910215079784393,-6.710310459136963,-5.954626083374023,-5.302622318267822,-4.171541690826416,-4.122422218322754,-6.746499061584473,-5.183241844177246,-6.241948127746582,-6.795542240142822,-5.210742473602295,-5.65523099899292,-5.547122955322266,-6.509266376495361,-6.637576103210449,-4.712977886199951,-8.072495460510254,-7.05914306640625,-6.6615095138549805,-7.266061305999756,-6.605432033538818,-5.946275234222412,-7.962655067443848,-3.6989684104919434,-7.710366725921631,-7.815813064575195,-5.10055685043335,-6.125982761383057,2.671921730041504
PO,So why didn't you?!,0.0,[ 1.5695761  -0.88456357],[ 1.7969195 -1.75844  ],0.1054659038782119,-6.690375328063965,-6.416328430175781,-5.340448379516602,-3.7300283908843994,-5.477517604827881,-6.242518424987793,-0.3719852566719055,0.014961077831685543,-7.1707234382629395,-5.441787242889404,-4.801034450531006,-6.576011657714844,-6.758180141448975,-6.8569722175598145,-6.7753682136535645,-7.2612738609313965,-7.990405559539795,-7.188058853149414,-7.438335418701172,-7.245172023773193,-5.86222505569458,-9.74415111541748,-5.4007887840271,-8.894208908081055,-7.450690269470215,-6.345501899719238,-5.032690048217773,-0.6645079851150513
PO'S DAD,"Oh, because it was a stupid dream.
                    Can you imagine, me making tofu?
                        (laughs at the thought)
                    No. We all have our place in this
                    world. Mine is here. And yours is--",-0.7999999999999999,[0.00721002 0.15504026],[ 1.4859823 -1.5259271],0.1081864833831787,-6.828387260437012,-2.4029953479766846,-4.010333061218262,-1.3460581302642822,-3.671412229537964,-6.254990577697754,-2.380983829498291,-1.8634449243545532,-6.56614875793457,-3.638298749923706,-3.323895215988159,-4.984598636627197,-4.987665176391602,-5.770204067230225,-6.0825018882751465,-8.660533905029297,-6.9295549392700195,-4.873284339904785,-8.111209869384766,-5.8640031814575195,-5.260458469390869,-7.952375411987305,-3.1513593196868896,-6.751585960388184,-7.460224151611328,-5.3480916023254395,-4.255073547363281,-0.9648235440254211
PO,I know. Is here.,0.0,[ 1.5736846  -0.74168825],[ 1.4941736 -1.4187263],0.0882780849933624,-5.626857757568359,-7.426898002624512,-6.949732780456543,-5.487961292266846,-0.33634504675865173,-5.499164581298828,-6.556485652923584,-6.540661811828613,-5.829423427581787,-6.580572605133057,-6.401020526885986,-7.008466720581055,-8.0772066116333,-5.4768147468566895,-6.839022636413574,-6.865917205810547,-8.199699401855469,-6.2665886878967285,-6.0767621994018555,-7.42473030090332,-4.68953275680542,-7.297074317932129,-3.5605721473693848,-6.487104892730713,-7.897502422332764,-6.469313621520996,-7.0646162033081055,0.6475754976272583
PO'S DAD,"No, it's at tables two, five,
                    seven, and twelve.",0.0,[-0.19393218  0.47158697],[ 1.6449454 -1.6264123],0.0905514955520629,-6.6408586502075195,-6.343449592590332,-6.027994632720947,-4.33170747756958,-2.728224992752075,-6.67706298828125,-4.269405841827393,-5.408108711242676,-7.673206806182861,-5.6134114265441895,-2.536252737045288,-7.056647777557373,-7.716670989990234,-7.228913307189941,-7.349112033843994,-8.017818450927734,-8.4766263961792,-7.076866626739502,-7.5667266845703125,-8.228262901306152,-5.836015224456787,-8.853191375732422,-3.8648667335510254,-8.018954277038574,-8.640990257263184,-6.795619010925293,-6.95574426651001,1.5692282915115356
PO'S DAD (CONT'D),Service with a smile!,0.375,[ 1.1673235 -0.3293596],[ 1.579677  -1.5771044],0.0893981754779815,-4.997469425201416,-2.915024518966675,-5.949227809906006,-5.060944557189941,-3.788590908050537,-5.314181327819824,-7.072256565093994,-7.06561279296875,-6.197848796844482,-6.5072245597839355,-6.680544853210449,-6.915828704833984,-7.001603126525879,-4.267836093902588,-6.857598781585693,-6.8577985763549805,-7.131321430206299,-1.2147451639175415,-5.504915714263916,-6.991642475128174,-5.734576225280762,-5.95671272277832,-4.956395149230957,-5.6301140785217285,-7.221828460693359,-5.889077186584473,-6.799335479736328,0.979410707950592
SHIFU,"Well done, students... if you were
                    trying to disappoint me.",0.0,[-1.7296692  1.8586823],[ 1.8887187 -1.7823464],0.1092515587806701,-2.5880134105682373,-6.792908668518066,-4.56384801864624,-2.5141899585723877,-4.1799211502075195,-6.164202690124512,-4.728461742401123,-4.964241027832031,-6.0859503746032715,1.0793339014053345,-2.7902138233184814,-5.481353759765625,-4.940182209014893,-6.437458515167236,-6.73382568359375,-6.0505781173706055,-5.88384485244751,-6.278074264526367,-5.524319648742676,-6.41522741317749,-4.722543239593506,-6.685535430908203,-4.2401041984558105,-6.640051364898682,-5.153900623321533,-3.0559799671173096,-5.228728294372559,-2.205960750579834
SHIFU (CONT'D),"Tigress, you need more ferocity.
                    Monkey, greater speed.",0.3166666666666666,[ 0.56211513 -0.1831305 ],[ 0.73901063 -0.8443421 ],0.1184277832508087,-4.69702672958374,-7.008050918579102,-5.768742561340332,-4.321487903594971,-2.430757761001587,-2.883309841156006,-7.233554363250732,-6.651737213134766,-5.7258381843566895,-6.494318962097168,-5.762172222137451,-6.7959442138671875,-8.337113380432129,-6.146278381347656,-6.991357803344727,-7.567848205566406,-8.131101608276367,-6.8146491050720215,-6.859419822692871,-7.750229835510254,-4.757850170135498,-7.515464782714844,-5.215708255767822,-7.208878517150879,-8.525040626525879,-6.855762958526611,-8.11784553527832,1.6756763458251953
SHIFU (CONT'D),"Crane - height. Viper - subtlety.
                    Mantis--",0.0,[ 0.71126795 -0.44254005],[ 1.3837053 -1.5083063],0.0921490490436554,-5.919012069702148,-5.909955978393555,-5.798049449920654,-4.976955413818359,-3.807194948196411,-7.052968502044678,-5.290225028991699,-5.635900497436523,-7.379528522491455,-6.103173732757568,-5.812193393707275,-6.350665092468262,-7.614630222320557,-6.248487949371338,-6.515929698944092,-8.244024276733398,-8.115720748901367,-6.547126770019531,-6.781863212585449,-8.086043357849121,-6.363834857940674,-8.439518928527832,-4.919259548187256,-8.344606399536133,-8.652372360229492,-6.507120132446289,-6.766842842102051,2.7940778732299805
ZENG,Master Shifu!,0.0,[ 1.2910143 -0.2584398],[ 1.4537274 -1.4820776],0.0906342566013336,-3.199533462524414,-5.562385559082031,-5.538059711456299,-4.965726852416992,-3.8816211223602295,-6.845196723937988,-7.138273239135742,-6.874405860900879,-7.165103435516357,-5.8317179679870605,-6.533170700073242,-5.721323490142822,-6.698532581329346,-4.096136569976807,-6.082290172576904,-6.605380058288574,-7.311604976654053,-4.645305633544922,-6.13197135925293,-7.666450500488281,-6.7741007804870605,-5.920450687408447,-5.355635643005371,-7.025559425354004,-7.952582359313965,-6.276402950286865,-5.692800521850586,2.19730806350708
SHIFU,"(impatiently)
                    What?!",-0.25,[0.39857227 0.02881331],[ 1.8699026 -1.829962 ],0.0911417007446289,-6.008710861206055,-5.4896559715271,-4.997945308685303,-4.2218918800354,-4.003957271575928,-6.5493035316467285,-2.3084964752197266,-1.0240641832351685,-7.230230808258057,-6.065165996551514,-6.036335468292236,-6.251104354858398,-6.477424144744873,-4.836451053619385,-5.044151306152344,-8.053133010864258,-7.346627235412598,-5.807624816894531,-6.724344253540039,-6.403852462768555,-5.97228479385376,-8.37106704711914,-4.534265518188477,-7.600710391998291,-8.032173156738281,-6.365535259246826,-2.7765069007873535,0.46159082651138306
ZENG,"(startled)
                    Aah! It's Master Oogway. He wants
                    to see you.",0.2,[-0.29454866  0.5366599 ],[ 1.905254 -2.03805 ],0.1120543032884597,-5.495723724365234,-4.707103729248047,-5.970470428466797,-5.244157314300537,-4.266565322875977,-6.589962959289551,-6.14755916595459,-4.8269758224487305,-5.632833003997803,-6.4444169998168945,-6.980617046356201,-6.69191837310791,-7.261162281036377,-2.249354124069214,-6.345553874969482,-7.321013927459717,-7.557886600494385,-3.7735397815704346,-6.0329484939575195,-6.967120170593262,-6.265865325927734,-7.127789497375488,-5.442511081695557,-7.034173488616943,-8.005204200744629,-6.440246105194092,-4.716424942016602,1.3608124256134033
SHIFU,Master Oogway? You summoned me.,0.0,[ 1.1465371 -0.3746769],[ 1.62384   -1.7134949],0.0971753597259521,-6.167011737823486,-6.0942583084106445,-6.014308452606201,-4.44844388961792,-4.514474868774414,-6.9515485763549805,-3.08270525932312,-1.3213295936584473,-6.830399513244629,-6.334670543670654,-6.381324291229248,-6.59719705581665,-7.218310832977295,-5.601693153381348,-7.163180828094482,-7.83568811416626,-8.286209106445312,-6.952615737915039,-7.181196212768555,-7.938559532165527,-6.129125118255615,-9.101096153259277,-5.361197471618652,-8.598488807678223,-8.31460189819336,-7.198374271392822,-4.945029258728027,1.5223512649536133
SHIFU (CONT'D),Is something wrong?,-0.5,[ 2.189329  -1.2856647],[ 1.3931305 -1.4393145],0.0903167128562927,-6.857382774353027,-6.722783088684082,-5.506813049316406,-3.695611000061035,-4.69008207321167,-4.976590156555176,0.5719259977340698,0.030267566442489624,-6.657812595367432,-4.358005046844482,-3.9846456050872803,-6.131058216094971,-5.782460689544678,-6.542065143585205,-5.235901355743408,-7.162866592407227,-7.136910915374756,-6.663472652435303,-6.330029487609863,-5.4862213134765625,-5.171746730804443,-9.187748908996582,-4.566745758056641,-7.851231098175049,-5.863994598388672,-5.013926029205322,-5.006147384643555,-1.6413378715515137
