Name,Line,Sentiment,Irony
Voldemort,"She would, given her way, have us mate with them.  To her, the mixture of magical and Muggle blood is not an abomination but something to be encouraged.  I, of course, take a contrary view.  But we're all civilized here.  All adults.  We can agree to disagree.",0.45,[0.18810946 0.11911798]
Charity Burbage,"Severus, please.  We're friends...",0.0,[-0.04547273  0.4641231 ]
Voldemort,Avada Kedavra!,0.0,[ 1.6063781 -0.5759435]
Voldemort,Nagini... Dinner.,0.0,[ 1.1252874 -0.3404496]
Vernon Dursley,"Come now, Dudley.  Hurry up!",0.0,[0.01883682 0.5275683 ]
Harry Potter,Time for the teary farewell.,0.0,[0.09283277 0.42616624]
Petunia Dursley,I've lived in this house twenty years.  And now -- in a single night -- I'm expected to leave.,-0.0857142857142857,[-0.2955773  0.5652229]
Harry Potter,"They'll torture you.  Even Dudley. If they think you know where I'm going, they'll stop at noth--",0.0,[ 0.9019897 -0.2763891]
Petunia Dursley,You think I don't know that?  You think I don't know what they're capable of?,0.2,[0.23593137 0.34500062]
Petunia Dursley,"You didn't just lose a mother that night in Godric's Hollow, you know.  I lost a sister.",-0.1,[ 0.6136612  -0.07566549]
Harry Potter,Do you have any?  Magic?,0.5,[ 1.8679287 -1.2301018]
Petunia Dursley,What a cruel thing to ask.,-1.0,[ 0.8341081  -0.12525144]
Vernon Dursley,"Well, this is goodbye then, boy.",0.0,[ 0.61946344 -0.00131016]
Dudley Dursley,I don't understand.  Isn't he coming with us?,0.0,[0.07184943 0.42347914]
Vernon Dursley,Who?,0.0,[ 1.9149289 -0.9018236]
Dudley Dursley,Harry.,0.0,[ 1.0522904 -0.3069954]
Vernon Dursley,Absolutely not.,-0.1,[0.52458215 0.06198972]
Dudley Dursley,Why?,0.0,[ 1.8556874 -0.9093038]
Vernon Dursley,"Well, because -- he doesn't want to, do you, boy?",0.0,[ 1.1580257 -0.6083539]
Harry Potter,"Absolutely not.  Besides, I'm just a waste of space.  Isn't that right, Vernon?",-0.0047619047619047,[-0.7884343  1.2053516]
Vernon Dursley,"Come on, Dudley, we're off.",0.0,[ 1.0796386  -0.36572853]
Dudley Dursley,I don't think you're a waste of space.,-0.2,[ 1.5797137 -0.7369058]
Harry Potter,Well... thanks.,0.2,[-1.3451364  1.5512526]
Harry Potter,"See you, Big D.",0.0,[ 1.3568388 -0.561547 ]
Harry Potter,Good riddance.,0.7,[0.4615975  0.24083453]
Rubeus Hagrid,"All righ', 'arry?  Yeh look fit.",0.4,[-0.16410178  0.6484568 ]
Alastor Moody,"Yeah, he's ruddy gorgeous.  What say we get undercover before someone murders him.",0.7,[-0.27225333  0.54899424]
Harry Potter,"I thought you were looking after the Prime Minister, Kingsley.",0.0,[-0.21479756  0.5934146 ]
Kingsley Shacklebolt,You're more important.,0.45,[-0.11189625  0.7975016 ]
Bill Weasley,"Hello, Harry.  Bill Weasley.",0.0,[-1.0515715  1.3513112]
Fred Weasley,Wasn't always this handsome.,0.5,[0.6429966  0.15645605]
George Weasley,Dead ugly.,-0.4499999999999999,[0.43144095 0.29029396]
Bill Weasley,True enough.  Owe it all to a werewolf by name of Greyback. Hope to repay the favor one day.,0.175,[ 0.47275612 -0.04828417]
Fleur Delacour,"You are still beautiful to me, William.",0.85,[ 1.2652894 -0.4767534]
Remus Lupin,"Just remember, Fleur, once you're married:  Bill takes his steaks on the raw side now.",0.0096153846153846,[-0.5859921  0.7902002]
Nymphadora Tonks,"My husband, the joker.  By the way, wait until you hear the news! Remus and I are --",0.0,[-0.656888   0.8707489]
Alastor Moody,"All right, all right!  You'll all have time for a cozy catch-up later!  We've got to get the hell out of here and soon!",0.1107142857142857,[-0.30276325  0.7082184 ]
Alastor Moody,"Potter, you're underage, which means you've still got the Trace on you.",0.0,[ 1.4495718 -1.0315129]
Harry Potter,The Trace?,0.0,[ 1.6379149  -0.81418335]
Alastor Moody,"You sneeze and the Ministry will know who wipes your nose.  Point is, we have to use those means of transport the Trace can't detect: brooms, thestrals and the like. We'll go in pairs.  That way if anyone's out there waiting for us -- and I reckon there will be -- they won't know which Harry Potter is the real one.",0.2,[-0.8506594  1.0585481]
Harry Potter,The real one...?,0.2,[ 1.477996  -0.7841707]
Alastor Moody,I believe you're familiar with this particular brew.,0.2708333333333333,[ 1.4488759 -1.0473654]
Harry Potter,No!  Absolutely not!,-0.125,[-0.54716045  1.0176281 ]
Hermione Granger,I told you he'd take it well.,0.0,[-0.74193764  1.228994  ]
Harry Potter,If you think I'm going to let people risk their lives for me --,0.0,[ 1.3053527 -0.5013361]
Ron Weasley,"Never done that before, have we?",0.0,[ 1.4241495 -0.8260183]
Harry Potter,This is different.  Taking that. Becoming me -- no.,0.225,[ 0.89731497 -0.5498475 ]
Fred Weasley,"Well, none of us really fancy it, mate.",0.2,[ 0.7633402  -0.20469436]
George Weasley,"Yeah, imagine if something went wrong and we were stuck as scrawny, specky gits forever.",-0.5,[0.5532082  0.12473758]
Alastor Moody,"Everyone here's of age, Potter, and they've all agreed to take the risk.",0.0,[ 1.017703  -0.3939724]
Mundungus Fletcher,"Technically, I've been coerced. Mundungus Fletcher, Mr. Potter. I've always been a huge admirer.",0.2,[ 0.97242737 -0.3531266 ]
Alastor Moody,"Nip it, Mundungus!  All right, Granger, as discussed.",0.2857142857142857,[-0.20085174  0.6480275 ]
Harry Potter,"Blimey, Hermione!",0.0,[0.5977618  0.08305454]
Alastor Moody,"Straight in here, if you please.",0.2,[ 1.4274759  -0.76061636]
Alastor Moody,"For those of you who haven't taken Polyjuice Potion before, fair warning.  It tastes like goblin piss.",0.7,[0.0278925  0.13448319]
Fred Weasley,"Have a lot of experience with that, do you, Mad-Eye?",0.0,[ 1.8990433 -1.1284064]
Fred Weasley,Just trying to defuse the tension.,0.0,[-0.61033416  1.1741012 ]
Fred Weasley,Wow -- we're identical!,0.125,[-0.6000051  1.2603594]
George Weasley,Wow -- we're identical!,0.125,[-0.6000051  1.2603594]
Alastor Moody,Not yet you aren't.,0.0,[ 0.85492194 -0.23634595]
George Weasley,"Don't have something a bit more sporty, do you?",0.5,[ 2.0905662 -1.3888533]
Fred Weasley,"Yes, don't fancy this color at all.",0.0,[ 1.6686652 -1.1301968]
Alastor Moody,"Fancy this:  You're not you, so shut it and strip. You'll need to change too, Potter.",0.0,[-0.23857506  0.62563425]
Fleur Delacour,"Bill, look away -- I'm 'ideous.",0.0,[-0.05691768  0.57752854]
Ron Weasley,I knew Ginny was lying about that tattoo.,0.0,[0.25868237 0.25556368]
Hermione Granger,"Harry, your eyesight really is awful.",-1.0,[0.18149856 0.3851305 ]
Alastor Moody,Blimey.  I almost forgot.,0.0,[-0.9657301  1.4043084]
Alastor Moody,"Right then.  We'll be pairing off. Each Potter will have a protector. As for you, Harry...",0.2857142857142857,[ 0.5183396  -0.04223057]
Harry Potter,Yes?,0.0,[ 1.4607873 -0.628932 ]
Alastor Moody,"The real Harry!  Where the devil are you, anyway?",0.25,[0.2826788  0.21847528]
Harry Potter,Here.,0.0,[0.4366014  0.10465307]
Alastor Moody,You'll ride with Hagrid.,0.0,[ 1.3714408  -0.49758798]
Rubeus Hagrid,Brought yeh here sixteen years ago when you were barely bigger than a Bowtruckle. Seems only righ' I should be the one ter take yeh away.,0.0,[ 1.9628171 -1.2378105]
Alastor Moody,"Yeah, it's all very touching. Let's go.",0.65,[-0.8384218  1.0790352]
Alastor Moody,"Good luck, everyone.  On the count of three.  One... two --",0.7,[ 0.9451362 -0.525601 ]
Harry Potter,Hagrid!  We've got to help the others!,0.0,[-0.416334   0.8765089]
Rubeus Hagrid,"Can't do it, 'arry.  My job's ter get you where we're goin' safe 'n sound -- Mad-Eye's orders!",0.5,[0.38674352 0.06614155]
Harry Potter,What was that?,0.0,[ 2.135712  -1.1180547]
Rubeus Hagrid,Dragon fire!,0.0,[ 0.90256494 -0.22086048]
Death Eater,That's him!  The real one!,0.25,[-0.37078977  0.90301406]
Rubeus Hagrid,"Hol' tight, 'arry!  We've got ter get yeh out of here!",-0.2790178571428571,[0.56254166 0.03316403]
Harry Potter,Hagrid... HAGRID...!,0.0,[ 1.2709123  -0.52224636]
Voldemort,Avada...,0.0,[ 1.0757859  -0.27304125]
Molly Weasley,Harry!  Hagrid!  What happened?! Have you seen the others?,0.0,[ 0.87448174 -0.16738531]
Harry Potter,Is no one back yet?,0.0,[ 2.2010906 -1.3214637]
Rubeus Hagrid,"They were on us from the star', Molly -- the Death Eaters.  And You-Know-Who as well.",0.0,[-0.44387257  0.80970126]
Molly Weasley,"Well, thank goodness you two are all right.",0.2857142857142857,[-0.55165577  0.96847105]
Rubeus Hagrid,"Haven't go' any brandy, have yeh, Molly?  Fer medicinal purposes?",0.0,[ 0.6730588  -0.43016297]
Ginny Weasley,Ron and Tonks should've already been back.  Dad and Fred as well.,0.0,[ 0.72814614 -0.04258023]
Ginny Weasley,Oh my God!  George!,0.0,[-0.23230352  0.8683043 ]
Remus Lupin,The house!  Quickly!,0.4166666666666666,[-0.15443216  0.62287104]
Molly Weasley,My boy!  My darling boy!  What've they done to you?!,0.0,[ 0.9700275 -0.3447957]
Ginny Weasley,Remus!  What're you doing!,0.0,[0.0859157  0.44954282]
Remus Lupin,What creature sat in the corner the first time that Harry Potter visited my office at Hogwarts!,0.3125,[ 0.7425511 -0.2189992]
Harry Potter,Are you mad...?,-0.625,[ 1.7927841 -1.1323415]
Remus Lupin,What Creature!,0.0,[-0.6379242  1.2201438]
Harry Potter,A grindylow!,0.0,[0.49600643 0.281884  ]
Remus Lupin,We've been betrayed.  Voldemort knew you were being moved tonight. I had to make sure you weren't an imposter.,0.5,[0.29781044 0.22783646]
Harry Potter,Who did this to him?,0.0,[ 2.0084715 -1.1538594]
Remus Lupin,"Snape. He'll be fine, Molly.  But that's Dark Magic.  The damage is done.",0.2555555555555556,[0.3046582  0.29816967]
Rubeus Hagrid,Someone else is back.,0.0,[0.32139713 0.51388294]
Kingsley Shacklebolt,The last words Albus Dumbledore spoke to the pair of us?,0.0,[ 2.019654 -1.116346]
Remus Lupin,'Harry is the best hope we have. Trust him.',1.0,[ 1.611311   -0.95004654]
Kingsley Shacklebolt,What gave you away?,0.0,[ 2.2845414 -1.3173583]
Harry Potter,Hedwig -- I think.  She was trying to protect me --,0.0,[-0.49712226  0.8293509 ]
Ron Weasley,Hey ya -- Well... thanks.,0.2,[-1.5163063  1.4995606]
Nymphadora Tonks,"Deserves that.  Brilliant, he was. Wouldn't be standing here without him.",0.9,[0.22629465 0.6058578 ]
Hermione Granger,Really?,0.2,[ 1.025617   -0.31121793]
Ron Weasley,Always the tone of surprise.,0.0,[0.4000105 0.2633572]
Arthur Weasley,Are we the last?  Where's George?,0.0,[ 0.6436777  -0.01268794]
Arthur Weasley,Remus.  Where's my son?,0.0,[ 0.599068   -0.02113033]
Fred Weasley,"How do you feel, Georgie?",0.0,[ 2.3034487 -1.4613237]
George Weasley,Saint-like.,0.0,[0.46147048 0.11176411]
Fred Weasley,Come again?,0.0,[ 1.6482227 -0.7539372]
George Weasley,"Saint-like... You see, I'm holy. Holey, Fred, geddit?",0.0,[ 1.9374726 -1.1153297]
Fred Weasley,"With the whole wide world of ear- related humor at your disposal, you go for holey?  Pathetic.",-0.225,[-1.1758202  1.4634005]
George Weasley,"Reckon I'm still better-looking than you.  Better-looking than Bill, that's for sure.",0.5,[0.2107067  0.29290897]
Bill Weasley,Mad-Eye's dead.,-0.2,[ 0.7982331  -0.01738949]
Bill Weasley,Mundungus took one look at Voldemort and Disapparated.,0.0,[ 0.9281358  -0.28467545]
Remus Lupin,Mad-Eye reckoned You-Know-Who would expect the real Harry to be with the most skilled Auror.  He knew he'd be in the most danger.,0.425,[-0.11997475  0.37636563]
Arthur Weasley,It doesn't explain how they knew we were moving Harry tonight.,0.0,[ 1.3296299 -0.5513743]
Rubeus Hagrid,"Wha'?  One of us?  Tha's mad.  I'd wager me life it wasn' none of you lot.  An' if it was me I'd kno', wouldn' I?  Talk in me sleep on occasion, I'll admit, but there's only Fang aroun' ter hear an' mostly it's gibberish an' besides I'd cut me tongue out 'fore 'd betray 'arry e'en in me dreams --",-0.0416666666666666,[ 1.4374384 -0.9003816]
Rubeus Hagrid,Wha's so funny!,0.3125,[-0.70869243  1.3553622 ]
Harry Potter,"I trust you with my life, Hagrid. I trust everyone in this room. Understood?",0.0,[ 1.7970926 -1.0313997]
Rubeus Hagrid,"'Ear, 'ear.",0.0,[ 1.4014099  -0.51031804]
Remus Lupin,Better.,0.5,[0.23170413 0.29575375]
Garrick Ollivander,"No!  No!  I believed a different wand would work, I swear!",0.0,[-0.05894045  0.49636057]
Voldemont,Then explain this!,0.0,[0.60987884 0.07292199]
Garrick Ollivander,But it makes no sense...,0.0,[0.6557431  0.05549535]
Voldemort,"Perhaps our friend's loyalties lie elsewhere, Wormtail.",0.0,[ 1.3501319 -0.8277931]
Garrick Ollivander,No!  There must be a way!  I'll think of something else!,0.0,[-0.13075484  0.59300923]
Voldemont,"I hope so, Ollivander, for your sake.  I won't be so forgiving next time...",0.0,[-0.0528735  0.5509368]
Ron Weasley,Going somewhere?,0.0,[ 1.8590151 -1.1449668]
Harry Potter,No one else is going to die.  Not for me.,0.0,[0.24266253 0.2845868 ]
Ron Weasley,"For you?  You think Madeye died for you?  You think George took that curse for you?  You may be the Chosen One, mate, but this is a whole lot bigger than that.",0.1,[ 0.62134814 -0.024596  ]
Harry Potter,Come with me.  Now.,0.0,[0.36424315 0.23790482]
Ron Weasley,And leave Hermione?  Are you mad? We wouldn't last two days without her.,-0.3125,[-0.47734028  0.8895945 ]
Ron Weasley,"Don't tell her I said that. Besides, you've still got the Trace on you.  And there's the wedding...",0.0,[-0.16722494  0.56675655]
Harry Potter,Wedding?,0.0,[ 1.5311112 -0.8794269]
Ron Weasley,"Bill and Fleur.  Mum's been planning it for months.  Only thing that's kept her sane, I reckon.  She'll kill me if I miss it.  Kill you too.  Rather go face to face with You-Know-Who if I'm honest.",0.3,[-0.25037423  0.7389684 ]
Harry Potter,I don't care about a bloody wedding -- no matter whose it is. I have to start searching for the Horcruxes.  It's the only chance we have to beat him.  And the longer we wait the stronger he gets.,-0.4,[-0.24082467  0.6063759 ]
Ron Weasley,"Tonight's not the night, mate. You'd only be doing him a favor.",0.0,[ 1.9425827 -1.3202362]
Ron Weasley,Do you think he knows?,0.0,[ 2.2146127 -1.4020424]
Ron Weasley,"I mean, they're bits of his soul, the Horcruxes.  Bits of him.  When Dumbledore destroyed the ring and you destroyed Tom Riddle's diary all those years ago -- he must've felt something right?",-0.0133928571428571,[-0.37141493  0.76649404]
Ron Weasley,"What I'm saying is, if we do this thing right, if we find the Horcruxes and begin to destroy them one by one...",0.0428571428571428,[ 1.7795327 -1.0678467]
Ron Weasley,Won't he know he's being hunted?,0.0,[ 1.2996066 -0.7116221]
Arthur Weasley,All together now!,0.0,[ 1.4708207 -0.6133932]
Arthur Weasley,One.  Two.  Three!,0.0,[0.2958168  0.03615849]
Ginny Weasley,Were you going to tell me?,0.0,[ 2.1866345 -1.2771425]
Harry Potter,Yes.,0.0,[0.35707045 0.19407645]
Ginny Weasley,And Ron and Hermione.  They'll not be going back to Hogwarts either?,0.0,[-0.9742727  1.1412338]
Ginny Weasley,I see.,0.0,[-0.00405407  0.5472854 ]
Harry Potter,"Dumbledore didn't want anyone to know what it is we're doing.  If I tell you, I'd be betraying him.",0.0,[-0.5859474  0.8131306]
Ginny Weasley,"Zip me up, will you.",0.0,[ 0.90663916 -0.1385856 ]
Ginny Weasley,"Seems silly, doesn't it?  A wedding.  Given everything that's going on.",-0.5,[-0.6974306  1.1041285]
Harry Potter,Maybe that's the best reason to have it.  Because of everything that's going on.,1.0,[-0.80244356  1.1474669 ]
George Weasley,Morning.,0.0,[-0.29939094  0.8041454 ]
Arthur Weasley,"How's it look on your end, boys?",0.0,[ 1.8589942 -1.1469954]
Fred Weasley,Brilliant!,1.0,[0.16904484 0.5743742 ]
George Weasley,"Bloody hell, what's the Minister of Magic doing here?",-0.15,[ 1.7430464 -1.0302066]
Ron Weasley,Dunno.  But something tells me he didn't come to give away the bride.,0.0,[-0.38858405  0.6933689 ]
Harry Potter,"To what do we owe the pleasure, Minister?",0.0,[ 1.7692019 -1.1025505]
Rufus Scrimgeour,"I think we both know the answer to that question, Mr. Potter.",0.0,[ 1.2986693 -0.6502353]
Harry Potter,And this would be...?,0.0,[ 1.0869937 -0.6095765]
Rufus Scrimgeour,"Don't be coy, Mr. Potter.  Mr. Weasley.  Would you say you were close to your former Headmaster?",0.0,[ 1.005951   -0.63695216]
Ron Weasley,Dumbledore?  And me?  I dunno. I reckon I was just another Weasley to him.  He was always polite --,0.0,[0.33276084 0.12769535]
Rufus Scrimgeour,"And you, Miss Granger?  How would you characterize your relationship?",0.0,[ 0.8596396 -0.2540158]
Hermione Granger,"We were friendly, not close like Harry, but --",0.375,[ 1.6590254 -0.8283246]
Harry Potter,What's this all about?,0.0,[ 1.9592494 -1.110591 ]
Rufus Scrimgeour,"This.  Despite the fact that neither of your friends appear to have been particularly close to their recently deceased Headmaster, he saw fit to remember them in his will.  Now why do you suppose that would be?",0.1888888888888888,[ 0.75859314 -0.30582592]
Harry Potter,No idea.,0.0,[ 1.0898699 -0.2724495]
Rufus Scrimgeour,"Come now, you don't expect me to believe...",0.0,[ 1.6541132 -0.8197199]
Rufus Scrimgeour,"'Herein is set forth the Last Will and Testament of Albus Percival Wulfric Brian Dumbledore.  First, to Ronald Bilius Weasley, I leave my Deluminator, a device of my own making, in the hope that -- when things seem most dark -- it will show him the light.'",0.2666666666666666,[ 0.99575406 -0.5475445 ]
Ron Weasley,Dumbledore left this?  For me? Brilliant.  Er -- what is it?,0.45,[0.17193927 0.03895423]
Ron Weasley,Wicked.,0.0,[-0.01215072  0.6427577 ]
Rufus Scrimgeour,"'To Miss Hermione Jean Granger, I leave my copy of The Tales of Beedle the Bard, in the hope that she will find it entertaining and instructive.'",0.5,[ 1.4552268 -1.0179591]
Ron Weasley,"Mum used to read me those!  The Wizard and the Hopping Pot, Babbitty Rabbity and her Cackling Stump...",0.0,[0.00986994 0.43545395]
Ron Weasley,"Oh, c'mon!  Beedle's stories are famous!  Babbity Rabbitty? No...?",0.625,[-0.55225384  0.96006376]
Rufus Scrimgeour,"'To Harry James Potter, I leave the Snitch he caught in his first Quidditch match at Hogwarts, as a reminder of the rewards of perseverance and skill.",0.25,[ 1.2786555  -0.47732314]
Harry Potter,That's it then?,0.0,[ 1.0605905  -0.21939799]
Rufus Scrimgeour,"Not quite.  Dumbledore left you a second bequest:  The Sword of Godric Gryffindor.  Unfortunately, the Sword of Gryffindor was not Dumbledore's to give away.  As an important historical artifact, it belongs...",-0.0199999999999999,[ 0.87100255 -0.548812  ]
Hermione Granger,To Harry!  It belongs to Harry! It chose him!  It came to him in the Chamber of Secrets when he most needed it!,0.625,[ 0.39599115 -0.05534142]
Rufus Scrimgeour,"The sword may present itself to any worthy Gryffindor, Miss Granger.  That does not make it that wizard's property.  And in any event the current whereabouts of the sword are unknown.",0.0583333333333333,[ 1.0514002  -0.72606534]
Harry Potter,Excuse me?,-0.05,[ 1.1781937  -0.23078704]
Rufus Scrimgeour,"The sword is missing. I won't pretend to be your friend, Mr. Potter.  But I assure you I'm not your enemy.",-0.2,[0.3514738  0.18652362]
Harry Potter,"You'll forgive me, Minister.  But it's a little hard to tell the difference these days.",-0.2395833333333333,[-0.55579454  0.9880867 ]
Rufus Scrimgeour,Dumbledore said something very similar the last time we spoke.,0.0,[0.43754494 0.13491985]
Hermione Granger,"Where is your guard, sir?",0.0,[ 1.9330622 -1.0683734]
Rufus Scrimgeour,I came alone.  I don't really need them anymore...,0.2,[0.15987232 0.37105444]
Remus Lupin,We want you to be the godfather.,0.0,[0.06848591 0.6268275 ]
Harry Potter,You mean -- But that's brilliant -- I... don't know what to say.,0.29375,[ 1.3100107 -0.6253431]
Remus Lupin,Say yes.,0.0,[ 0.84621567 -0.07592702]
Luna Lovegood,"Hello, Harry!",0.0,[0.51568955 0.2089451 ]
Luna Lovegood,"Oh, I've interrupted a deep thought, haven't I?  I can see it growing smaller in your eyes.",0.0,[-0.5945855  1.0879592]
Harry Potter,"No, 'course not.  How are you, Luna?",0.0,[0.4470264  0.02854659]
Luna Lovegood,Very well.  I was bitten by a garden gnome only moments ago.,0.1,[-0.96919286  1.3444232 ]
Xenophilius Lovegood,Gnome saliva is enormously beneficial!  Xenophilius Lovegood. We live just over the hill!,0.0852272727272727,[-0.21163504  0.38602436]
Harry Potter,"Nice to meet you, sir.",0.6,[-0.78940296  1.1350758 ]
Xenophilius Lovegood,"I trust you know, Mr. Potter, that we at The Quibbler, unlike those toadies at the Daily Prophet, fully supported Dumbledore during his lifetime and in his death support you just as fully.",0.0,[ 0.8331596  -0.43229958]
Luna Lovegood,"Come, Daddy.  Harry doesn't want to talk to us right now.  He's just too nice to say so.",0.4428571428571428,[0.07905005 0.30474126]
Harry Potter,Sir?  May I sit down?,-0.1555555555555555,[0.37104774 0.14437398]
Elphias Doge,Mr. Potter!  By all means!,0.0,[0.15494888 0.26497722]
Harry Potter,"I found what you wrote in the Daily Prophet very moving, sir.  I take it you knew Professor Dumbledore well?",0.1,[-1.0631175  1.3811741]
Elphias Doge,"I certainly knew him the longest, if you don't count his brother Aberforth -- and somehow, people never do seem to count Aberforth.",0.2142857142857142,[ 1.4241761  -0.87960464]
Harry Potter,"I never even knew he had a brother, sir.",0.0,[0.23198457 0.39077255]
Elphias Doge,"Yes, well, Dumbledore was always very private.  Even as a boy.",0.0,[-0.9953403  1.2808024]
Harry Potter,"Sir, I was wondering if you'd had much contact with him before he died.",0.2,[ 1.8372638 -1.0850155]
Elphias Doge,The occasional owl.  Though it was strange...,-0.025,[-0.49843425  0.77555   ]
Harry Potter,"Strange, sir?",-0.05,[ 1.4439158 -0.6513909]
Elphias Doge,It was the owls themselves.  They often arrived in distress.  It was clear they'd traveled great distances in some cases.,0.45,[0.00477225 0.39344287]
Harry Potter,"Could you tell me from where they'd come, sir?",0.0,[ 2.3128073 -1.4485344]
Elphias Doge,"I'm afraid not.  Albus' messages mostly referenced our days together as schoolboys.  They were surprisingly intimate.  When he did speak of his current activities his words would turn elliptical.  Still, I sensed he was under great stress.  Why do you ask?",0.18,[ 0.59453297 -0.07922655]
Harry Potter,Just curious.  I was... close to Professor Dumbledore.,-0.1,[-0.00490472  0.3549199 ]
Elphias Doge,"Well, he treasured you, Mr. Potter, I can attest to that.  I can also tell you that when a person passes, it's only natural to rue the things left unsaid, to regret the question never asked. I knew Albus nigh on 100 years, but in many ways he will always remain a riddle even to me.",0.15,[ 0.91579264 -0.24532843]
