Unnamed: 0,Name,Movie,Line,Sentiment,Irony,Hate,Intimacy
13,Thanos,infinity_war.txt,[Unimpressed] If you consider failure experience.,-0.3166666666666667,[ 1.4493958 -1.0040102],[ 2.0172508 -1.9185746],0.02775976061820984
14,Thanos,infinity_war.txt,"""Undying?"" You should choose your words more carefully.",0.2,[ 0.64868873 -0.0791874 ],[ 1.7206851 -1.7164856],0.12410920858383179
15,Thor,infinity_war.txt,[Muffled] NO!,0.0,[ 1.8120747 -0.8432426],[ 1.4346725 -1.3747927],0.07623142004013062
16,Thanos,infinity_war.txt,[Walks over and drops Loki's body in front of Thor.] No resurrections this time.,0.0,[ 0.9695993  -0.25247037],[ 1.4691265 -1.6338404],0.07626745104789734
17,Thor,infinity_war.txt,No… Loki….,0.0,[ 1.2073697 -0.668623 ],[ 1.6609095 -1.7504013],0.033638328313827515
18,Stephen Strange,infinity_war.txt,[Dressed in casual American clothes.] Seriously? You don't have any money?,-0.2777777777777778,[ 1.2685072  -0.72887903],[ 1.3397447 -1.4612253],0.0712546706199646
19,Stephen Strange,infinity_war.txt,I'll tell the guys at the deli. [Wryly] Maybe they'll make you a metaphysical ham on rye.,0.0,[ 1.6154332  -0.83062136],[ 1.5609779 -1.5433012],0.0784061849117279
20,Stephen Strange,infinity_war.txt,Dollars?,0.0,[ 1.6398934  -0.95990205],[ 1.5038286 -1.4181453],0.020936816930770874
21,Stephen Strange,infinity_war.txt,Which is?,0.0,[ 2.0641446 -1.0972857],[ 1.0623132 -1.0625585],0.029134631156921387
22,Stephen Strange,infinity_war.txt,What do you want?,0.0,[ 2.326533  -1.3948891],[ 1.563152  -1.5864993],0.12887749075889587
23,Bruce Banner,infinity_war.txt,Thanos is coming. He's coming...,0.0,[ 1.0096241 -0.2288374],[ 1.1535467 -1.4892992],0.025975167751312256
24,Stephen Strange,infinity_war.txt,"[Sharing a look with Wong, and now fully in his mage attire] Who?",0.0,[ 1.721951  -1.0364562],[ 1.8011754 -2.052451 ],0.07304349541664124
25,Tony Stark,infinity_war.txt,"Slow down, slow down. I'm totally not kidding.",-0.1822222222222222,[ 1.4838818 -0.7640929],[ 1.4191283 -1.3441299],0.067088782787323
26,Pepper Potts,infinity_war.txt,[Laughing slightly and talking over him] You're totally rambling.,-0.0833333333333333,[ 0.7727154  -0.14662777],[ 1.6851288 -1.6510475],0.141572043299675
27,Tony Stark,infinity_war.txt,"[Also talking over her] No, I'm not.",0.0,[ 0.9326427  -0.21362782],[ 1.4901406 -1.4933025],0.12831512093544006
28,Pepper Potts,infinity_war.txt,Lost me.,0.0,[ 0.9753946  -0.14604048],[ 1.48783   -1.4796073],0.1388367861509323
29,Tony Stark,infinity_war.txt,"Look, you know how you're having a dream, and in the dream you gotta pee?",0.0,[-0.05878907  0.27266437],[ 1.9278475 -1.8758253],0.12894129753112793
30,Pepper Potts,infinity_war.txt,Yeah.,0.0,[-0.01128384  0.49658802],[ 0.8073447 -0.7215428],0.027981340885162354
31,Tony Stark,infinity_war.txt,"Okay, and then you're like, 'Oh my god, there's no bathroom, what am I gonna do?', 'Oh! Someone's watching,' ''m gonna go in my pants.'",0.625,[ 1.3952966  -0.57971567],[ 1.5383022 -1.6510917],0.17874588072299957
32,Pepper Potts,infinity_war.txt,"Right. And then you wake up, and in real life you actually have to pee.",0.1619047619047619,[-0.24409853  0.67616814],[ 1.588742 -1.586418],0.09677481651306152
33,Tony Stark,infinity_war.txt,Yes.,0.0,[0.35707045 0.19407645],[ 0.7713877 -0.6977943],0.02911853790283203
34,Pepper Potts,infinity_war.txt,Yeah. Everybody has that.,0.0,[-0.04712077  0.7474882 ],[ 1.3290862 -1.2035385],0.027743101119995117
35,Tony Stark,infinity_war.txt,"Right! That's the point I'm trying to make. Apropos of that, last night, I dreamt, we had a kid. So real. We named him after your eccentric uncle. Uh, what was his name?",0.1392857142857143,[ 1.784421  -1.0742052],[ 1.9510343 -2.1235075],0.17062057554721832
36,Pepper Potts,infinity_war.txt,[Nodding in understanding] Right.,0.2857142857142857,[ 0.8126689  -0.02553865],[ 1.4788702 -1.4848951],0.032687246799468994
37,Tony Stark,infinity_war.txt,Morgan! Morgan.,0.0,[ 0.60921055 -0.07943307],[ 1.4294908 -1.4636614],0.03055468201637268
38,Pepper Potts,infinity_war.txt,"So you woke up, and thought that we were...",0.0,[ 0.64474684 -0.02489475],[ 2.1874259 -2.100939 ],0.10016390681266785
39,Tony Stark,infinity_war.txt,Expecting.,0.0,[0.45009443 0.08271589],[ 1.3216497 -1.2320182],0.027513474225997925
40,Pepper Potts,infinity_war.txt,Yeah.,0.0,[-0.01128384  0.49658802],[ 0.8073447 -0.7215428],0.027981340885162354
41,Tony Stark,infinity_war.txt,[Becoming excited] Yes?,0.4125,[ 1.4459778 -0.8057696],[ 1.6951271 -1.8237895],0.026417136192321777
42,Pepper Potts,infinity_war.txt,[Shaking her head] No.,0.0,[ 1.4022708 -0.5529051],[ 1.2882864 -1.1620994],0.1353723406791687
43,Tony Stark,infinity_war.txt,I had a dream about it. It was so real.,0.2,[ 0.94501853 -0.3278476 ],[ 1.901432  -1.6015133],0.0830373466014862
44,Pepper Potts,infinity_war.txt,"If you wanted to have a kid, you wouldn't have done that.",0.0,[ 1.257377 -0.685997],[ 0.5943928 -0.7285874],0.09619098901748657
45,Tony Stark,infinity_war.txt,"I'm glad you brought this up, 'cause it's nothing. It's just a housing unit for nano particles.",0.5,[0.00478852 0.49500367],[ 1.603438  -1.6700714],0.04126942157745361
46,Pepper Potts,infinity_war.txt,"It's not helping your case, OK?",0.5,[ 0.83225065 -0.2428388 ],[ 1.4102205 -1.3288771],0.10927112400531769
47,Tony Stark,infinity_war.txt,"No, no, it's an attachment, it's not a-",0.0,[ 1.7818587 -1.1141645],[ 1.8447332 -1.8028464],0.020758986473083496
48,Pepper Potts,infinity_war.txt,[Insistently] You don't need that.,0.0,[ 1.7621803 -0.8695016],[ 1.5227283 -1.4931608],0.07490032911300659
49,Tony Stark,infinity_war.txt,"I know. I had the surgery. I'm just trying to protect us. The future uses, and that's it. Just in case there's a monster in the closet, instead of, you know...",0.0,[ 1.6688827 -0.8303814],[ 1.801805  -1.8789202],0.14825189113616943
50,Pepper Potts,infinity_war.txt,Shirts?,0.0,[ 1.7211921 -1.0777576],[ 1.397206  -1.4368259],0.024048566818237305
51,Tony Stark,infinity_war.txt,You know me so well. You finish all my sentences.,0.0,[0.057306  0.8554309],[ 1.6806713 -1.5421951],0.14155668020248413
52,Pepper Potts,infinity_war.txt,You should have shirts in your closet.,0.0,[ 1.1004688  -0.44980994],[ 1.560991  -1.4997907],0.09199941158294678
53,Tony Stark,infinity_war.txt,Yeah. You know what there should be? No more surprises. We're gonna have a nice dinner tonight. Show off this Harry Win-stone. Right? And we should have no more surprises. Ever. I should promise you.,0.0964285714285714,[ 0.84280235 -0.24809447],[ 1.5197824 -1.641219 ],0.17271286249160767
54,Pepper Potts,infinity_war.txt,Yes.,0.0,[0.35707045 0.19407645],[ 0.7713877 -0.6977943],0.02911853790283203
55,Tony Stark,infinity_war.txt,I will. [Tony kisses Pepper.],0.0,[ 1.5956069  -0.82523835],[ 1.6100239 -1.6560582],0.16054683923721313
56,Stephen Strange,infinity_war.txt,"Tony Stark, I'm Doctor Stephen Strange. I need you to come with me. Oh, uh, congratulations on the wedding, by the way.",-0.125,[ 0.7599431  -0.15802231],[ 1.3563523 -1.5668783],0.1768951714038849
57,Tony Stark,infinity_war.txt,"I'm sorry, you giving out tickets or something?",-0.5,[ 1.293802   -0.56928444],[ 1.9437985 -1.8786709],0.08729201555252075
58,Stephen Strange,infinity_war.txt,"We need your help. Look, it's not overselling to say that the fate of the universe is at stake.",0.0,[ 1.9037757 -1.084958 ],[ 1.8158693 -1.9198922],0.06754040718078613
59,Tony Stark,infinity_war.txt,"And who's ""we""?",0.0,[ 1.5502286  -0.74992067],[ 1.546015 -1.557758],0.08666062355041504
60,Bruce Banner,infinity_war.txt,"[Emerges from behind Doctor Strange] Hey, Tony.",-0.225,[ 1.1422671  -0.39912197],[ 1.6799277 -1.9194534],0.03533807396888733
61,Tony Stark,infinity_war.txt,[Looking surprised] Bruce.,0.1,[ 1.0953918  -0.30792296],[ 1.5882655 -1.6529007],0.03558748960494995
62,Bruce Banner,infinity_war.txt,Pepper.,0.0,[0.331373  0.2299859],[ 0.9477673 -0.9012736],0.028599798679351807
63,Pepper Potts,infinity_war.txt,Hi.,0.0,[0.09959511 0.5184133 ],[ 1.0330917 -1.003076 ],0.025873839855194092
64,Tony Stark,infinity_war.txt,You okay?,0.5,[ 1.9940616 -1.0107061],[ 1.6277424 -1.6502446],0.13329826295375824
65,Stephen Strange,infinity_war.txt,[Each Stone lights up as Dr. Strange names them.] Space. Reality. Power. Soul. Mind. And Time.,-0.05,[ 1.3291104 -0.8823479],[ 1.84296   -2.0372925],0.028636425733566284
66,Tony Stark,infinity_war.txt,[Very attentive] Tell me his name again.,0.52,[ 1.8527552 -0.9164319],[ 1.7240822 -1.8623549],0.15224087238311768
67,Bruce Banner,infinity_war.txt,"Thanos. He's a plague, Tony. He invades planets. He takes what he wants. He wipes out half the population. He sent Loki. The attack on New York. That's him.",0.0565656565656565,[0.28317553 0.2864084 ],[ 0.6493815 -1.024768 ],0.06863582134246826
68,Tony Stark,infinity_war.txt,[Speaking to himself] This is it... What's our timeline?,0.0,[ 2.089027 -1.240487],[ 2.039475 -2.097392],0.09374117851257324
69,Bruce Banner,infinity_war.txt,"No telling. He has the Power and Space Stones, that already makes him the strongest creature in the whole universe. If he gets his hands, on all six Stones, Tony...",0.2,[ 1.9378318 -1.0365554],[ 1.0549659 -1.2981049],0.03402256965637207
70,Stephen Strange,infinity_war.txt,He can destroy life on a scale hitherto undreamt of.,-0.2,[ 1.5786197  -0.84786975],[ 1.260975  -1.3378469],0.07791000604629517
71,Tony Stark,infinity_war.txt,"[Leans against a cauldron, stretching like he's about to go for a run.] Did you seriously just say ""hitherto undreamt of""?",-0.3333333333333333,[ 1.7597636 -1.1268312],[ 1.8511859 -2.1271245],0.0638304352760315
72,Stephen Strange,infinity_war.txt,Are you seriously leaning on the Cauldron of the Cosmos?,-0.3333333333333333,[ 2.3286374 -1.6040343],[ 1.761026  -1.9230019],0.03013429045677185
73,Tony Stark,infinity_war.txt,Is that what this is.... ?,0.0,[ 1.1170998 -0.5915965],[ 1.6131405 -1.6011969],0.0353168249130249
74,Tony Stark,infinity_war.txt,"[Looking offended] [Straightening himself] I'm going to allow that. If Thanos needs all six, why don't we just stick this one down the garbage disposal?",-0.1555555555555555,[ 1.7738247 -0.9724775],[ 1.1210717 -1.3871644],0.09550812840461731
75,Stephen Strange,infinity_war.txt,No can do.,0.0,[ 0.90238774 -0.07378166],[ 1.1294676 -0.971322 ],0.03673511743545532
76,Tony Stark,infinity_war.txt,"And I swore off dairy, but then, Ben & Jerry's named a flavor after me, so....",0.0,[0.35958928 0.00730559],[ 1.4197866 -1.2316529],0.0404280424118042
77,Stephen Strange,infinity_war.txt,Stark Raving Hazelnuts.,-0.2,[0.34404135 0.06576654],[ 1.2161231 -1.2820431],0.027594268321990967
78,Tony Stark,infinity_war.txt,It's not bad.,0.3499999999999999,[0.2822251  0.44150916],[ 1.2516202 -1.1830143],0.07228642702102661
79,Stephen Strange,infinity_war.txt,A bit chalky.,0.0,[ 0.8745213 -0.2857171],[ 1.4774946 -1.5033762],0.0968279242515564
80,Bruce Banner,infinity_war.txt,That's a thing?,0.0,[-0.82373756  1.2268502 ],[ 1.3626709 -1.3623265],0.05980411171913147
81,Tony Stark,infinity_war.txt,Whatever. Point is,0.0,[ 1.7112904  -0.83934855],[ 1.0796505 -1.0724632],0.023974478244781494
82,Stephen Strange,infinity_war.txt,Our oath to protect the Time Stone cannot change. This Stone may be the best chance we have against Thanos.,1.0,[ 1.187975   -0.57841885],[ 1.3806964 -1.6712462],0.03001996874809265
83,Tony Stark,infinity_war.txt,"And still conversely, it may also be his best chance against us.",1.0,[ 1.0728866  -0.40509036],[ 1.2396494 -1.1906245],0.05910775065422058
84,Stephen Strange,infinity_war.txt,"Well, if we don't do our jobs.",0.0,[-0.59930897  1.0291913 ],[ 1.393751 -1.225042],0.09087023138999939
85,Tony Stark,infinity_war.txt,"[Slightly condescending] What is your job exactly, besides making balloon animals?",0.0416666666666666,[ 1.3721812  -0.92441547],[ 1.7059976 -1.6914333],0.07386797666549683
86,Stephen Strange,infinity_war.txt,"[Completely calm] Protecting your reality, douchebag.",0.3,[0.2901734 0.1955916],[ 1.4673817 -1.4294254],0.12199646234512329
87,Bruce Banner,infinity_war.txt,"Okay, guys, could we table this discussion right now? The fact is that we have this Stone. We know where it is. Vision is out there somewhere with the Mind Stone, and we have to find him now.",0.3928571428571428,[ 2.2342153 -1.4988438],[ 1.8999363 -1.9767163],0.0450785756111145
88,Tony Stark,infinity_war.txt,"[Awkwardly] Yeah, that's the... thing.",-0.6,[ 1.2451763  -0.56071573],[ 1.7072041 -1.7033578],0.1053030788898468
89,Bruce Banner,infinity_war.txt,What do you mean?,-0.3125,[ 2.054106  -1.1554011],[ 1.4421924 -1.3994256],0.05629071593284607
90,Tony Stark,infinity_war.txt,"Two weeks ago, Vision turned off his transponder. He's offline.",0.0,[ 1.1501206 -0.5643836],[ 2.0522192 -2.1175673],0.01994839310646057
91,Bruce Banner,infinity_war.txt,"What? Tony, you lost another super bot?",0.3333333333333333,[0.05359567 0.4682535 ],[ 1.7432139 -1.8407594],0.03908863663673401
92,Tony Stark,infinity_war.txt,I didn't lose him. He's more than that. He's evolving.,0.5,[ 2.3289456 -1.578025 ],[ 1.9829865 -2.021204 ],0.13779973983764648
93,Stephen Strange,infinity_war.txt,"Who could find Vision, then?",0.0,[ 2.055537  -1.2590691],[ 1.5228903 -1.484489 ],0.02503722906112671
94,Tony Stark,infinity_war.txt,[Quietly to himself] Shit. [To the other men in a normal tone] Probably Steve Rogers.,-0.04375,[ 1.1965464  -0.53982466],[ 1.5285679 -1.6262957],0.09714508056640625
95,Stephen Strange,infinity_war.txt,"[Sighing in exasperation] Oh, great.",0.8,[-0.5191275   0.92835176],[ 1.7666706 -1.6491165],0.09369581937789917
96,Tony Stark,infinity_war.txt,Maybe. But... [Sighs],0.0,[ 2.0922022 -1.2011577],[ 1.7785455 -1.7282785],0.0414297878742218
97,Bruce Banner,infinity_war.txt,[Missing the events of the Avengers' Civil War] Call him.,-0.2,[ 1.4218771 -0.5587739],[ 1.8908993 -1.8986572],0.07844382524490356
98,Tony Stark,infinity_war.txt,"It's not that easy. God, we haven't caught up in a spell, have we?",0.4333333333333333,[ 2.1945071 -1.2777978],[ 1.7673905 -1.7164328],0.11504235863685608
99,Bruce Banner,infinity_war.txt,No.,0.0,[ 1.1156424 -0.377345 ],[ 0.848548 -0.758422],0.026728183031082153
100,Tony Stark,infinity_war.txt,The Avengers broke up. We're toast.,0.0,[0.37901002 0.4236891 ],[ 1.5568384 -1.4087517],0.07026016712188721
101,Bruce Banner,infinity_war.txt,[Rather surprised and slightly let-down] Broke up? Like a band? Like The Beatles?,-0.0333333333333333,[ 1.8973247 -1.1579095],[ 2.1126633 -2.1957848],0.05719947814941406
102,Tony Stark,infinity_war.txt,Cap and I fell out hard. We're not on speaking terms.,-0.2916666666666667,[ 2.005483  -1.1654378],[ 1.7538458 -1.7171775],0.06704586744308472
103,Bruce Banner,infinity_war.txt,"[Almost pleading] Tony, listen to me. Thor's gone. Thanos is coming. It doesn't matter who you're talking to or not.",0.0,[ 1.6871165  -0.79846585],[ 1.2985488 -1.406597 ],0.08263584971427917
104,Tony Stark,infinity_war.txt,"Say, Doc, you wouldn't happen to be moving your hair, would you?",0.0,[ 1.6174105  -0.99700683],[ 1.6255867 -1.5931048],0.17399466037750244
105,Stephen Strange,infinity_war.txt,"[Looking up at his forelock fluttering] Not at the moment, no.",0.0,[ 1.6528473 -0.8817113],[ 1.6645973 -1.7699724],0.11905065178871155
106,Tony Stark,infinity_war.txt,You okay?,0.5,[ 1.9940616 -1.0107061],[ 1.6277424 -1.6502446],0.13329826295375824
107,Tony Stark,infinity_war.txt,"Help him! Wong, Doc.",0.0,[ 1.4057709  -0.61586183],[ 1.8249148 -1.8600003],0.08958667516708374
108,Bruce Banner,infinity_war.txt,Go! Got it!,0.0,[ 1.0382041  -0.20285746],[ 1.0323064 -1.0043609],0.024311959743499756
109,Tony Stark,infinity_war.txt,"[Putting on his sunglasses] F.R.I.D.A.Y., what am I looking at?",0.0,[ 1.9238747 -1.1936702],[ 2.0926487 -2.1469185],0.04965373873710632
110,Tony Stark,infinity_war.txt,"Hey! You might wanna put that Time Stone in your back pocket, Doc!",0.0,[ 1.402502  -0.8245293],[ 1.775816  -1.8836697],0.10666827857494354
111,Stephen Strange,infinity_war.txt,[Bands of spells are readied around his forearms] Might wanna use it.,0.0,[ 1.6699969 -0.840652 ],[ 1.4977026 -1.682099 ],0.0575430691242218
112,Peter Parker,infinity_war.txt,"[Tapping his best friend in the seat in front of him] Ned, hey. I need you to cause a distraction.",1.0,[ 1.3458748  -0.56155896],[ 1.7859735 -1.922076 ],0.1728973388671875
113,Tony Stark,infinity_war.txt,"F.R.I.D.A.Y., evac anyone south of 43rd Street, notify first responders.",0.25,[ 1.4910265 -0.8167146],[ 1.8875179 -1.9448986],0.021089911460876465
114,Ebony Maw,infinity_war.txt,"Hear me, and rejoice. You are about to die at the hands of the Children of Thanos. Be thankful, that your meaningless lives are now contributing to...",-0.5,[ 0.63442856 -0.0752413 ],[ 1.1163822 -1.4028   ],0.16234421730041504
115,Tony Stark,infinity_war.txt,"[Echoing the familiarly defiant 2008 Tony Stark] I'm sorry, Earth is closed today. You better pack it up and get outta here.",0.0149999999999999,[ 0.5817431  -0.03909693],[ 1.574394  -1.7636003],0.06481081247329712
116,Ebony Maw,infinity_war.txt,[Looks at Doctor Strange] Stonekeeper... [Gestures to Tony] Does this chattering animal speak for you?,-0.05,[ 1.8264644 -1.1593682],[ 1.4524267 -1.6326798],0.07286620140075684
117,Stephen Strange,infinity_war.txt,"Certainly not. I speak for myself. [Magical shields are readied with his fists, stepping forward.] But you’re trespassing in this city and on this planet. [Wong emulates him.]",0.1964285714285714,[ 1.6643097  -0.99966866],[ 0.60731584 -0.79677033],0.11511068046092987
118,Tony Stark,infinity_war.txt,"It means get lost, Squidward!",0.0,[ 1.3675094 -0.5364388],[ 1.4396135 -1.6412122],0.0389399528503418
119,Ebony Maw,infinity_war.txt,He exhausts me.,0.0,[0.47505805 0.34690666],[ 1.3671843 -1.3116025],0.15004104375839233
120,Ebony Maw,infinity_war.txt,Bring me the Stone.,0.0,[ 1.7591766 -0.9610989],[ 1.3505299 -1.5356547],0.06872925162315369
121,Tony Stark,infinity_war.txt,"Banner, you want a piece?",0.0,[ 2.332589  -1.4870876],[ 1.7420436 -1.8582785],0.10594424605369568
122,Bruce Banner,infinity_war.txt,"No, not really, but when do I ever get what I want?",-0.1,[ 2.0791233 -1.2178965],[ 1.8683975 -1.7682977],0.07392257452011108
123,Tony Stark,infinity_war.txt,That's right.,0.2857142857142857,[-0.23289101  0.8131516 ],[ 1.0282716  -0.92415416],0.03901517391204834
124,Tony Stark,infinity_war.txt,"Been a while. Good to have you, buddy.",0.7,[ 1.1443468  -0.38760245],[ 1.4033757 -1.4216061],0.17324471473693848
125,Bruce Banner,infinity_war.txt,"I just... I need to concentrate here for one second. Come on, come on, man.",0.0,[ 2.1563334 -1.1677572],[ 1.6042039 -1.4765531],0.16735970973968506
126,Tony Stark,infinity_war.txt,Where's your guy?,0.0,[ 2.028498  -1.0687401],[ 1.3128074 -1.369005 ],0.1752539575099945
127,Bruce Banner,infinity_war.txt,I don't know. We've sort been havin' a thing.,0.0,[ 1.5736375 -0.7613977],[ 1.9043285 -1.8264208],0.14241838455200195
128,Tony Stark,infinity_war.txt,There's no time for a thing.,0.0,[ 1.5542717 -0.6312418],[ 1.4729799 -1.342945 ],0.023318618535995483
129,Bruce Banner,infinity_war.txt,I know.,0.0,[0.3627474  0.27165455],[ 1.018171  -0.8657721],0.07816323637962341
130,Tony Stark,infinity_war.txt,[Points at the approaching Obsidian] That's the thing right there. Let's go.,0.1428571428571428,[ 1.5513804  -0.74160445],[ 1.5411154 -1.6525851],0.022320181131362915
131,Tony Stark,infinity_war.txt,"[Glances at Doctor Strange] Dude, you're embarrassing me in front of the wizards.",-0.05,[ 0.8200617  -0.11174946],[ 1.4202738 -1.5758905],0.11420279741287231
132,Bruce Banner,infinity_war.txt,"Tony, I'm sorry. [Stammers] Either I can't or he won't--",-0.5,[ 2.034908  -1.1086012],[ 1.873317  -1.8878876],0.09269922971725464
133,Tony Stark,infinity_war.txt,"It's okay. Hey, stand down. [to Wong] Keep an eye on him. Thank you.",0.1722222222222222,[ 1.2000074 -0.6647486],[ 1.8190777 -1.9105021],0.17586003243923187
134,Bruce Banner,infinity_war.txt,Damn it.,0.0,[0.24215803 0.3330989 ],[ 1.0187782 -0.9229994],0.10668322443962097
135,Bruce Banner,infinity_war.txt,Where'd that come from?,0.0,[ 2.1826255 -1.3820648],[ 1.2578026 -1.2596059],0.0253770649433136
136,Tony Stark,infinity_war.txt,It's nano-tech. You like it? A little someth--,-0.1875,[ 1.5855933 -1.0981507],[ 2.0265543 -2.1057408],0.0736391544342041
137,Stephen Strange,infinity_war.txt,"Dr. Banner, if the rest of your green friend won't be joining us....",-0.2,[ 1.2277952 -0.6452167],[ 1.6753632 -1.7549433],0.09175997972488403
138,Tony Stark,infinity_war.txt,"Gotta get that stone outta here, now.",0.0,[ 1.8468704  -0.94147843],[ 0.9312774 -1.0662214],0.05103445053100586
139,Stephen Strange,infinity_war.txt,It stays with me.,0.0,[ 1.4004945 -0.4597758],[ 1.5868565 -1.486672 ],0.13387727737426758
140,Tony Stark,infinity_war.txt,Exactly. Bye.,0.25,[0.7438491  0.05108583],[ 1.0210215 -0.8891103],0.024749547243118286
141,Bruce Banner,infinity_war.txt,"[Rushing over to Iron Man] Tony, you okay? How we doing? Good? Bad?",0.1666666666666667,[ 2.3352637 -1.3479906],[ 1.9205264 -2.1569393],0.11190557479858398
142,Tony Stark,infinity_war.txt,"Really, really good. Really good. Do you plan on helping out?",0.7,[ 1.6422632 -1.1375358],[ 2.0378    -2.0378835],0.13157835602760315
143,Bruce Banner,infinity_war.txt,I'm trying. He won't come out.,0.0,[ 1.2277175  -0.45749143],[ 1.7611872 -1.6815785],0.1390669047832489
144,Tony Stark,infinity_war.txt,Hammer. [Pushes Bruce out of the way.],0.0,[ 1.5870428 -0.7482863],[ 1.1364131 -1.3722866],0.025717973709106445
145,Bruce Banner,infinity_war.txt,"[Crawling out from under the branches. Desperate and confused] Come on, Hulk. What are you doing to me? [Starts slapping himself multiple times] Come out! Come out! Come out!",-0.3333333333333333,[ 1.9856678 -1.1917838],[ 0.8706155 -1.0537161],0.14784762263298035
146,Bruce Banner,infinity_war.txt,"What do you mean, ""no""?!",-0.390625,[ 1.8930023 -1.204158 ],[ 1.8389207 -1.771103 ],0.050394296646118164
147,Peter Parker,infinity_war.txt,"Hey, man. What's up, Mr. Stark?",-0.2,[ 1.9726803 -1.1426984],[ 1.8388318 -2.0600796],0.04360610246658325
148,Tony Stark,infinity_war.txt,"Kid, where'd you come from?",0.0,[ 2.1440656 -1.2607427],[ 1.3693956 -1.4309684],0.09778773784637451
149,Peter Parker,infinity_war.txt,Field trip to MoMA.,0.0,[-0.07457584  0.5751536 ],[ 1.5894408 -1.5916312],0.025600552558898926
150,Peter Parker,infinity_war.txt,"What is this guy's problem, Mr. Stark?",-0.2,[ 2.0372484 -1.2371542],[ 1.6198896 -1.8478585],0.07904252409934998
151,Tony Stark,infinity_war.txt,He's from space. He came here to steal a necklace from a wizard.,0.0,[ 0.58771557 -0.15963435],[ 1.4337004 -1.5933954],0.07072380185127258
152,Ebony Maw,infinity_war.txt,Your powers are quaint. You must be popular with children.,0.6,[-0.41018653  0.82107824],[ 1.2863859 -1.1517442],0.12780708074569702
153,Stephen Strange,infinity_war.txt,It's a simple spell but quite unbreakable.,0.0,[ 1.0444558 -0.2514928],[ 1.6918093 -1.5921041],0.04793006181716919
154,Ebony Maw,infinity_war.txt,[Vehemently] Then I'll take it off your corpse.,0.0,[ 1.5808029 -0.6202971],[ 0.90684605 -1.098982  ],0.17668329179286957
155,Stephen Strange,infinity_war.txt,You'll find... removing a dead man's spell... troublesome.,-0.2,[ 0.5327057  -0.32951224],[ 1.7411329 -1.8195851],0.12438814342021942
156,Ebony Maw,infinity_war.txt,"You'll only wish you were dead. [Doctor Strange falls unconscious and to the ground; Maw raises a portion of street pavement to use as a carrier, but the Cloak of Levitation works its master loose of the cable spiral and flies Doctor Strange away.] NO!",-0.0778846153846153,[ 1.7380191 -1.0626513],[ 1.3040661 -1.5643018],0.05902254581451416
157,Tony Stark,infinity_war.txt,"[Still fighting Cull Obsidian, as Doctor Strange passes through the park.] Kid, that's the wizard. Get on it.",-0.05,[ 1.3361198 -0.6520578],[ 1.2364448 -1.4365467],0.040427982807159424
158,Peter Parker,infinity_war.txt,On it!,0.0,[ 1.4643058 -0.5610542],[ 0.9249017  -0.89430517],0.028839588165283203
