Name,Line,Sentiment,Irony
Albus Dumbledore,"So Hogwarts has been choosen to host a legendary event. The Tri-Wizard tournament. Now for those of you who do not know, the tri-wizard tournament brings together three schools for a series of magical contests. From each school a single contestant is selected to compete. Now let me be clear, if choosen you stand alone. And trust me when I say these contests are not for the faint hearted, but more of that later. For now please join me in welcoming the lovely ladies of the Beauxbatons Academy of magic and their headmistress Madam Maxime.",0.2809523809523809,[ 1.2718424 -0.7507222]
Student,"Blimey, that's one big woman.",0.0,[-0.05178539  0.74446845]
Albus Dumbledore,"And now our friends from the north, please greet the proud sons of Durmstrang and the high master Igor Karkaroff.",0.48,[0.25686792 0.25750402]
Ron Weasley,"Blimey it's him, Viktor Krum!",0.0,[ 1.0982354 -0.2817313]
Igor Karkaroff,Albus!,0.0,[0.6384267  0.05844136]
Albus Dumbledore,Igor.,0.0,[ 1.2499417 -0.3099859]
Olympe Maxime,"Professor Dumbledore, my horses have travelled a long way. They will need attending to.",-0.05,[ 1.1980071 -0.8047472]
Albus Dumbledore,"Not to worry Madame Maxime, our gamekeeper Hagrid's more than capable of seeing to them.",0.35,[ 1.2307521 -0.6285772]
Olympe Maxime,"But you know Monsieur Hagrid, they drink only single malt whiskey.",-0.0357142857142857,[ 0.47937855 -0.2583415 ]
Filius Flitwick,You idiot!,-1.0,[-0.2208794  0.8935987]
Albus Dumbledore,"Your attention please! I would like to say a few words. Eternal glory, that is what awaits the student who wins the tri-wizard tournament. But to do this that student must survive three tasks. Three extremely dangerous tasks.",-0.1666666666666666,[ 1.568245  -0.7877316]
Fred Weasley,Wicked.,0.0,[-0.01215072  0.6427577 ]
Albus Dumbledore,For this reason the ministry has seen fit to impose a new rule. To explain all this we have the head of the department of international magic cooperation Mister Bartimus Crouch.,0.2590909090909091,[-0.6144488   0.85545605]
Ron Weasley,"Bloody hell, it's Mad-Eye Moody.",-0.8,[ 1.4958023 -0.5515815]
Hermione Granger,Alastor Moody? The aura.,0.0,[ 1.0686023  -0.35759905]
Ron Weasley,He was a catcher. Half the cells in Azkaban are full thanks to him. He's supposed to be mad as a hatter though these days.,-0.0604166666666666,[0.29198447 0.13324097]
Albus Dumbledore,"My dear old friend, thanks for coming.",0.15,[-0.21784183  0.64206886]
Alastor Moody,That stupid roof.,-0.7999999999999999,[0.2846434 0.3743148]
Seamus Finnigan,What's that he's drinking do you suppose?,0.0,[ 2.0776174 -1.4470457]
Harry Potter,I don't know but I don't think it's Pumpkin Juice.,0.0,[ 2.1218252 -1.3806291]
Bartemius Crouch,After much deliberation the ministry has concluded that for their own safety no student under the age of seventeen shall be allowed to put forth their name for the tri-wizard tournament. This decision is final.,0.2666666666666666,[ 0.7637352 -0.346468 ]
George Weasley,That's rubbish! You don't know what you're doing!,0.0,[0.4134366  0.10981403]
Albus Dumbledore,Silence!,0.0,[0.8805365  0.00216207]
Albus Dumbledore,"The goblet of fire. Anyone wishing to submit themselves for the tournament merely write their name upon a piece of parchment and throw it in the flame before this hour on Thursday night. Do not do so lightly, if choosen there's no turning back. As from this moment the tri-wizard tournament has begun.",-0.0333333333333333,[ 1.9204832 -1.2684367]
Alastor Moody,Alastor Moody.,0.0,[0.7405979  0.01324703]
Alastor Moody,"Ministry malcontent. And your new defence against the dark arts teacher. I'm here because Dumbledore asked me, end of story, goodbye, the end. Any questions? When it comes to the dark arts, I believe in a practical approach. But first, which of you can tell me how many unforgivable curses there are?",0.1172727272727272,[ 1.2905716  -0.78417933]
Hermione Granger,Three sir.,0.0,[0.35346952 0.20045444]
Alastor Moody,And they are so named?,0.0,[0.72189975 0.04665014]
Hermione Granger,Because they are unforgivable. Use of any one of them will...,0.0,[ 1.6415861 -1.0959566]
Alastor Moody,"Will earn you a one way ticket to Azkaban. Correct. Now the ministry says you're too young to see what these curses do. I say different! You need to know what you're up against, you need to be prepared, you need to find somewhere else to put your chewing gum other than the underside of your desk Mr Finnigan!",-0.01875,[ 0.7738065 -0.2513159]
Seamus Finnigan,"Aw no way, the old codger can see out the back of his head.",0.05,[0.39431038 0.13974872]
Alastor Moody,"So, which curse shall we see first?",0.25,[ 1.8764634 -1.1508621]
Ron Weasley,Yes...,0.0,[ 0.65583515 -0.01146414]
Alastor Moody,Give us a curse.,0.0,[ 1.062931   -0.05892091]
Ron Weasley,"Well, my dad did tell me about one... The imperious curse.",0.0,[0.44854844 0.1747661 ]
Alastor Moody,"Ahhh yes, your father would know all about that. Gave the ministry quite a bit of grief a few years ago. Perhaps this will show you why.",-0.5,[ 0.6961093 -0.3401091]
Alastor Moody,Hello. What a little beauty.,-0.1875,[0.40996563 0.3210195 ]
Alastor Moody,Don't worry. Completely harmless.,0.1,[ 0.89832723 -0.507358  ]
Alastor Moody,But if she bites... she's lethal!,0.0,[ 1.8111905 -1.0220549]
Alastor Moody,What are you laughing at?,0.0,[ 1.7622681 -1.0509495]
Alastor Moody,Talented isn't she? What shall I have her do next? Jump out the window? Drown herself?,0.35,[ 2.0489604 -1.402146 ]
Alastor Moody,"Scores of witches and wizards have claimed that they only do did you-know-whose bidding under the influence of the imperious curse. But here's the rub, how do we sort out the liars? Another.. another.. Come on come on. Longbottom is it? Up.",0.0,[ 1.3331336  -0.86292297]
Alastor Moody,Professor Sprout tells me you have an aptitude for herbology.,0.0,[-1.1168331  1.2308404]
Neville Longbottom,There's the um... The cruciatus curse.,0.0,[ 0.7219643  -0.01613662]
Alastor Moody,Correct! Correct! come come. Particularly nasty. The torture curse.,-1.0,[ 0.90996826 -0.5258559 ]
Hermione Granger,"Stop it! Can't you see it's bothering him, stop it!",0.0,[ 1.4243443 -0.7272567]
Alastor Moody,Perhaps you could give us the last unforgivable curse Miss Granger.,0.0,[ 1.2600545  -0.54550266]
Alastor Moody,The killing curse. Only one person is known to have survived it. And he's sitting in this room.,0.0,[ 1.2213839  -0.61569506]
Ron Weasley,"Brilliant isn't he! Completely demented of course. Terrifying to be in the same room with, he's really BEEN there you know.",0.06,[ 1.3196105  -0.70879084]
Hermione Granger,"There's a reason those curses are unforgivable, and to perform them in a classroom. I mean did you see Neville's face.",-0.3125,[ 0.9944872 -0.3778865]
Hermione Granger,Neville?,0.0,[ 1.6189322 -0.7623029]
Alastor Moody,Son. You alright?,0.0,[ 2.1100667 -1.119448 ]
Alastor Moody,"Come on, we'll have a cup of tea. I want to show you something.",0.0,[ 2.0307505 -1.2078465]
Ron Weasley,"Eternal glory, be brilliant wouldn't it? In three years from now we'll be old enough to be choosen.",0.3333333333333333,[0.4890078 0.1075987]
Harry Potter,Yeah well rather you than me.,0.0,[0.32550558 0.35313517]
George Weasley,"Thank you thank you, well lads we've done it.",0.0,[-0.6547033  1.1551626]
Fred Weasley,Cooked it up just this morning.,0.0,[0.532817   0.07559507]
Hermione Granger,It's not going to work.,0.0,[ 0.68662393 -0.07511042]
Fred Weasley,Oh yeah? And why's that Granger.,0.0,[0.5291989  0.09206773]
Hermione Granger,You see this? This is an age line. Dumbledore drew it himself.,0.0,[ 1.177278   -0.71498984]
Fred Weasley,So?,0.0,[ 1.1633258 -0.3415736]
Hermione Granger,So a genius like Dumbledore couldn't possibly be fooled by something pathetically dimwitted such as an age potion.,0.0,[-0.6908467  0.9071267]
George Weasley,That's why it's so brilliant.,0.9,[-0.50266993  0.99303985]
George Weasley,Ready Fred?,0.2,[ 2.1380408 -1.1582291]
Fred Weasley,Ready George?,0.2,[ 1.7272313 -0.8201783]
George Weasley,You said..,0.0,[0.7534464  0.12211793]
Albus Dumbledore,"Sit down please. And now the moment you've all been waiting for, the champions selection!",-0.1944444444444444,[0.602371  0.1296987]
Albus Dumbledore,The Durmstrang champion is ... Viktor Krum!,0.0,[ 1.2985163  -0.39628324]
Albus Dumbledore,The champion from Beauxbatons... Fleur Delacour,0.0,[ 1.4769672  -0.62017465]
Albus Dumbledore,The Hogwarts champion... Cedric Diggory.,0.0,[ 0.8550375  -0.03414957]
Albus Dumbledore,"Excellent! we now have our three champions! But in the end only one will go down in history. Only one will hoist this chalice of champions, this vessel of victory the tri-wizard cup!",0.2111111111111111,[ 1.2214282  -0.44819114]
Albus Dumbledore,Harry Potter. Harry Potter?,0.0,[ 1.6273419 -1.0137024]
Rubeus Hagrid,No... No.,0.0,[ 1.6525574  -0.78770125]
Albus Dumbledore,Harry Potter!,0.0,[0.69055426 0.06856029]
Hermione Granger,Go on Harry. Harry for goodness sake.,0.0,[ 1.5079722 -0.5976912]
Student,He's a cheat! He's not even seventeen yet.,0.0,[ 1.2976904 -0.7416023]
Albus Dumbledore,Harry! Did you put your name in the goblet of fire?,0.0,[ 1.7708102 -1.1165416]
Harry Potter,No sir.,0.0,[ 0.56664    -0.02307235]
Albus Dumbledore,Did you ask one of the older students to do it for you?,0.1666666666666666,[ 1.6787173 -1.004876 ]
Harry Potter,No sir.,0.0,[ 0.56664    -0.02307235]
Albus Dumbledore,You're absolutely sure?,0.5,[ 1.5296693 -0.7896678]
Harry Potter,Yes sir.,0.0,[0.26986057 0.28475237]
Olympe Maxime,Well of course he is lying.,0.0,[-1.0221568  1.3462291]
Alastor Moody,"The hell he is. The goblet of fire is an exceptionally powerful magical object, only an exceptionally powerful conjurer could have hoodwinked it. Magic way beyond the talents of a fourth year.",0.2666666666666666,[ 1.5334924  -0.85267854]
Igor Karkaroff,You seem to have given this a fair bit of thought Mad-Eye.,0.7,[ 1.1371058  -0.45602512]
Alastor Moody,It was once my job to think as dark wizards do Karkaroff perhaps you remember?,-0.15,[ 0.2719571  -0.00959187]
Albus Dumbledore,That doesn't help Alastor. Leave this to you Barty.,0.0,[ 1.5669063 -0.8408241]
Bartemius Crouch,"The rules are absolute, the goblet of fire constitutes a binding magical contract. Mr Potter has no choice, he is as of tonight... a tri-wizards champion.",0.35,[ 1.4231083  -0.80744106]
Minerva McGonagall,"This can't go on Albus. First the dark mark, now this?",0.05,[ 1.9817753 -1.2416991]
Albus Dumbledore,What do you suggest Minerva?,0.0,[ 2.2856288 -1.3807118]
Minerva McGonagall,Put an end to it. Don't let Potter compete.,0.0,[ 1.7187061 -0.8245774]
Albus Dumbledore,You heard Barty the rules are clear.,0.1,[0.3360003 0.3622356]
Minerva McGonagall,Well the devil with Barty and his rules. And since when did you accomodate them...,0.0,[ 0.6684687 -0.0703789]
Severus Snape,"Master I too find it difficult to believe this mere coincidence, if we are to truly discover the meaning of these events perhaps we should for the time being let them unfold.",-0.5,[ 1.786726  -1.1327324]
Minerva McGonagall,Do nothing?? Offer him up as bait? Potter is a boy not a piece of meat.,0.0,[ 2.0263534 -1.3772539]
Albus Dumbledore,"I agree with Severus. Alastor, keep an eye on Harry will you?",0.0,[ 2.1202009 -1.2723268]
Alastor Moody,I can do that.,0.0,[0.5189257  0.26582593]
Albus Dumbledore,"Don't let him know though, he must be anxious enough as it is... knowing what lies ahead. Then again, we all are.",-0.125,[ 1.6843091 -1.1790996]
Ron Weasley,How did you do it?,0.0,[ 2.03583   -1.3071887]
Ron Weasley,Never mind. Doesn't matter. You could have let your best friend know though.,1.0,[ 1.822052  -1.1630672]
Harry Potter,Let you know what?,0.0,[ 2.0838633 -1.2220234]
Ron Weasley,You know bloody well what.,-0.8,[0.48048884 0.16244659]
Harry Potter,I didn't ask for this to happen Ron. Okay? You're being stupid.,-0.1499999999999999,[ 1.4799744  -0.62232274]
Ron Weasley,"Yeah that's me, Ron Weasley... Harry Potter's stupid friend.",-0.7999999999999999,[-0.38457876  0.9416587 ]
Harry Potter,"I didn't put my name in that cup. I don't want eternal glory I just wanna be.. Look, I don't know what happened tonight and I don't know why, it just did ok.",0.5,[ 2.2932663 -1.3532927]
Ron Weasley,Piss off.,0.0,[0.7671776  0.02707574]
Rita Skeeter,What a charismatic quartet. Hello!,0.625,[ 1.1459476 -0.2360746]
Rita Skeeter,"I'm Rita Skeeter, I write for the daily prophet. But of course you know that don't you. It's you we don't know, you're the news. What quirks lurk beneath those rosy cheeks? what mysteries do the muscles mask? does courage lie beneath those curls? In short, what makes a champion tick. Me, myself and I want to know. Not to mention my rabid readers. So, who's feeling up to sharing? Mmm? Shall we start with the youngest. Lovely.",0.1666666666666666,[ 2.076945 -1.469717]
Rita Skeeter,This is cosy.,0.0,[-0.47448263  0.97447115]
Harry Potter,It's a broomcupboard.,0.0,[ 1.0704608  -0.21939719]
Rita Skeeter,You should feel right at home then. Don't mind if I use the quill do you?,0.2857142857142857,[ 1.5990868 -0.9473331]
Harry Potter,"Oh, no.",0.0,[0.5071619  0.21170577]
Rita Skeeter,"So Harry, here you sit, a mere boy of twelve..",-0.5,[ 0.59943223 -0.02427592]
Harry Potter,I'm fourteen.,0.0,[ 0.85356265 -0.02032817]
Rita Skeeter,...about to compete against three students. Not only vastly more emotionally mature than yourself but have mastered spells that you wouldn't attempt in your dizziest daydreams. Concerned?,0.1999999999999999,[ 1.5020971 -0.9360486]
Harry Potter,I dunno I haven't really thought about it.,0.2,[ 1.5368648 -0.73916  ]
Rita Skeeter,Course you're not just any ordinary boy of twelve are you...,-0.25,[ 1.030044   -0.43973044]
Harry Potter,Fourteen.,0.0,[0.50339067 0.13141626]
Rita Skeeter,The story's legend. Do you think it was the trauma of your past that made you so keen to enter such a dangerous tournament.,-0.2833333333333333,[ 1.9830443 -1.3724421]
Harry Potter,No I didn't enter.,0.0,[ 0.95344603 -0.6207651 ]
Rita Skeeter,"Course you didn't. Everyone loves a rebel Harry.  Scratch that last. Speaking of your parents, were they alive, how do you think they'd feel? proud? or concerned that your attitude shows at best a pathological need for attention, at worst a psychotic deathwish.",0.0666666666666666,[ 0.7717599 -0.3338739]
Harry Potter,"Hey, my eyes aren't glistening with the ghosts of my past.",-0.25,[ 1.029266  -0.4107963]
Sirius Black,Harry. I couldn't risk sending Edward. It was since the world cup and the ministry's been intercepting more and more owls and she's too easily recognised. We need to talk Harry. Face to face. Meet me in the Griffindore common room at one o clock this Saturday night and make sure you're alone. P.S....,0.3266666666666666,[ 2.1079602 -1.4926498]
Sirius Black,The bird bites.,0.0,[0.5610979  0.05481076]
Harry Potter,Sirius?,0.0,[ 1.4133253  -0.51001114]
Rita Skeeter,"Harry Potter aged 12, suspect entrant in the tri-wizard tournament. His eyes swimming with the ghosts of his...",-0.1,[ 0.84583646 -0.44511196]
Harry Potter,Sirius?! How...,0.0,[ 1.3559865 -0.5626394]
Sirius Black,I don't have much time Harry so let me get straight to it. Did you or did you not put your name into the goblet of fire?,0.2,[ 2.181173  -1.4956257]
Harry Potter,No!,0.0,[0.7419055  0.01583339]
Sirius Black,"Shh... I had to ask. Now, tell me about this dream of yours. You mentioned Wormtail and Voldemort, but who was the third man in the room?",0.0,[ 1.9744941 -1.1785274]
Harry Potter,I dunno.,0.0,[ 1.600514   -0.76123136]
Sirius Black,You didn't hear a name?,0.0,[ 1.8038632  -0.64693636]
Harry Potter,No. Umm.. Voldemort was giving him a job to do. Something important.,0.4,[0.38639694 0.00217431]
Sirius Black,What was that?,0.0,[ 2.135712  -1.1180547]
Harry Potter,"He wanted... me. I dunno why, but he was gonna use this man to get to me. I mean it was only a dream right?",-0.0089285714285714,[ 1.44779   -0.8466538]
Sirius Black,"Yes. It's just a dream. Look Harry, the deatheaters at the world cup, your name rising from that goblet these are not just coincidences. Hogwarts isn't safe any more.",0.5,[ 1.1961168 -0.5970438]
Harry Potter,What are you saying?,0.0,[ 2.0798707 -1.1336663]
Sirius Black,"I'm saying the devils are inside the walls. Igor Karkaroff, he was a deatheater. And no one, no one stops being a deatheater. Then there's Barty Crouch, heart of stone, sent his OWN son to Azkaban.",0.6,[ 0.83397627 -0.17739311]
Harry Potter,Do you think one of them put my name in the goblet?,0.0,[ 2.0789058 -1.3084276]
Sirius Black,I haven't a clue who put your name in that goblet Harry but whoever did it is no friend to you. People die in this tournament.,0.0,[ 1.9510976 -1.2537172]
Harry Potter,I'm not ready for this Sirius.,-0.1,[ 1.6096396  -0.72486955]
Sirius Black,You don't have a choice.,0.0,[ 1.3477603 -0.5538673]
Harry Potter,Someone's coming!,0.0,[ 1.1071198  -0.18854776]
Sirius Black,Keep your friends close Harry.,0.0,[ 0.5778512  -0.06988645]
Ron Weasley,Who you talking to?,0.0,[ 2.0390866 -1.0950224]
Harry Potter,Who says I was talking to anyone.,0.0,[ 0.78430206 -0.2819365 ]
Ron Weasley,I heard voices.,0.0,[0.59435177 0.21854103]
Harry Potter,"Maybe you're imagining things, wouldn't be the first time.",0.25,[ 1.5456762  -0.79997057]
Ron Weasley,You're probably just practicing for your next interview I expect.,0.0,[-0.62717515  0.9321595 ]
Neville Longbottom,Amazing. Amazing.,0.6000000000000001,[-0.01717777  0.6080922 ]
Harry Potter,Neville! You're doing it again!,0.0,[-0.25297612  0.6990829 ]
Neville Longbottom,"Oh, right sorry.",-0.1071428571428571,[-0.3818674  0.9667496]
Harry Potter,Magical water plants of the highland Lochs?,0.5,[ 0.37625217 -0.03249065]
Neville Longbottom,Moody gave it to me. That day we had tea.,0.0,[ 1.1283633  -0.65638167]
Hermione Granger,We've already been through enough people why don't you just go and do it yourself? Ughh. What do you want me to say again?,0.0,[ 2.3041594 -1.4334854]
Hermione Granger,Ronald would like me to tell you that Seamus told him that Dean was told by Parvati that Hagrid was looking for you.,0.0,[ 0.40142104 -0.00828528]
Harry Potter,Is that right? Well.... what?,0.2857142857142857,[ 1.6993927 -0.9400462]
Hermione Granger,Uhhh...,0.0,[ 0.8209633 -0.1452522]
Hermione Granger,Dean was told by Parvati that... Please don't ask me say it again. Hagrid's looking for you.,0.0,[ 1.7291797 -0.944906 ]
Harry Potter,Well you can tell Ronald...,0.0,[0.14726567 0.29506814]
Hermione Granger,I'm NOT an owl!,0.0,[ 1.3047085  -0.44287956]
Rubeus Hagrid,Did you bring your father's cloak like I asked you?,0.0,[ 2.0232208 -1.3757348]
Harry Potter,Yeah I brought the cloak. Hagrid where are we going?,0.0,[ 2.1369774 -1.3197069]
Rubeus Hagrid,You'll see soon enough. Pay attention this is important.,0.2,[ 1.6226819 -0.9968778]
Harry Potter,What's with the flower? Hagrid have you combed your hair?,0.0,[ 2.2658334 -1.6009287]
