Name,Line,Sentiment,Irony
Bellatrix Lestrange,Make the Unbreakable Vow. You see.  It's just empty words. Oh he'll try.  He'll give it his best effort.  But when it matters most he'll slither back into his hole.  Bloody coward...,0.1199999999999999,[-0.6192984  1.0318804]
Severus Snape,Take out your wand.,0.0,[ 0.75006956 -0.0017459 ]
Bellatrix Lestrange,"Will you, Severus Snape, watch over Draco Malfoy as he attempts to fulfill the Dark Lord's wishes.",-0.15,[ 0.5235205 -0.0031309]
Severus Snape,I will.,0.0,[0.7833544  0.00114031]
Bellatrix Lestrange,"And will you, to the best of your ability, protect him from harm?",1.0,[ 2.1301365 -1.2806414]
Severus Snape,I will.,0.0,[0.7833544  0.00114031]
Bellatrix Lestrange,"And should it prove necessary, if it seems Draco will fail... will you yourself carry out the deed that the Dark Lord has ordered Draco to perform?",-0.2166666666666666,[ 1.9323239 -1.2903535]
Severus Snape,I will.,0.0,[0.7833544  0.00114031]
Waitress,Harry Potter.  Who's Harry Potter?,0.0,[-0.12931623  0.47601578]
Harry Potter,Oh.  Um.  No one.  Bit of a tosser.,0.0,[-0.12483797  0.56094617]
Waitress,"Funny that paper of yours.  Couple nights ago, I could swear I saw one of the pictures move.",0.25,[-0.29931977  0.6598948 ]
Harry Potter,Really.,0.2,[0.18439524 0.33124784]
Waitress,Thought I'd gone round the twist.,-0.2,[ 1.0100992  -0.24257484]
Harry Potter,Hey.  I was wondering...,0.0,[-0.3158531   0.79421914]
Waitress,Eleven.  That's when I get off.,0.0,[-0.9952359  1.1709515]
Albus Dumbledore,I once knew a Muggle girl from Liverpool with hair like spun silk.  No light could resist it...,-0.2,[-0.34342262  0.53087944]
Harry Potter,I like riding round on the trains. It takes my mind off... things.,-0.2,[-0.899446    0.95131373]
Albus Dumbledore,"Rather unpleasant to behold, isn't it?  The tale is thrilling if I do say so myself, but I'm afraid now is not the time to tell it.  Take my arm.",-0.3333333333333333,[ 0.897043  -0.2563661]
Harry Potter,"I just Apparated, didn't I?",0.0,[ 0.936036   -0.32337326]
Albus Dumbledore,Indeed.  And quite successfully I might add.  Most people vomit their first time.,0.5,[-0.9425525  1.2963574]
Harry Potter,Can't imagine why...,0.0,[ 1.9410895 -1.0301825]
Albus Dumbledore,"Welcome to the charming village of Budleigh Babberton, Harry.  I assume right about now you're wondering why I've brought you here, am I right?",0.5178571428571428,[-0.49797565  0.7524907 ]
Harry Potter,"After all these years, I just sort of roll with it, sir.",0.0,[0.5463374  0.11247706]
Albus Dumbledore,"Wand out, Harry.",0.0,[ 0.8957672  -0.05937353]
Albus Dumbledore,Lumos...,0.0,[0.39089626 0.27959886]
Albus Dumbledore,Horace!,0.0,[0.31490615 0.39542753]
Horace Horace Slughorn,Merlin's Beard!,0.0,[0.93192714 0.01050087]
Horace Slughorn,"There's no need to disfigure me, Albus!",0.0,[ 1.6455004 -0.8844117]
Albus Dumbledore,"I must say, you make a very convincing armchair, Horace.",0.65,[0.30541208 0.23390007]
Horace Slughorn,It's all in the upholstery. I come by the stuffing naturally. What gave me away?,0.1,[ 2.1971154 -1.3965049]
Albus Dumbledore,Dragon's blood.,0.0,[ 0.9850672  -0.17394733]
Horace Slughorn,"Yes, well, I couldn't very well use wizard's blood, could I?  Oho!",0.25,[0.06338421 0.2671042 ]
Albus Dumbledore,"Ah yes.  Introductions.  Harry, this is an old friend and colleague of mine, Horace Slughorn.  Horace, this is, well, you know who this is. Apparently there's some thought he may be the Chosen One.",0.075,[0.22639339 0.28183395]
Albus Dumbledore,"So why all the theatrics, Horace? You weren't perhaps expecting someone else, were you?",0.0,[ 1.6991906 -1.0871038]
Horace Slughorn,S-someone else?  I'm sure I don't know what you mean.,0.09375,[0.07860254 0.43846962]
Horace Slughorn,Oh all right!  The Death Eaters have been trying to recruit me for over a year.  Do you know what that's like?  One can only say no to these people so many times before they...,0.2857142857142857,[-1.0930772  1.1796327]
Albus Dumbledore,Take matters into their own hands?,0.6,[ 1.6040605  -0.77500415]
Horace Slughorn,I never stay anywhere more than a week.  The Muggles who own this place are in the Canary Islands.,0.55,[-0.5264581  0.7487319]
Albus Dumbledore,"Well, I think it should be put back in order for them, don't you? Mind?",0.0,[ 1.8576947 -1.1930305]
Albus Dumbledore,That was fun.  May I use the loo?,0.3,[-1.2166821  1.5095911]
Horace Slughorn,"Don't think I don't know why you're here, Albus!  The answer is still no!  Absolutely, unequivocally no!",-0.125,[ 1.3785414 -0.7095974]
Horace Slughorn,You look very like your father. Except for your eyes.  You've got --,0.2,[-0.7041278  1.1119219]
Harry Potter,"My mother's eyes, yeah.",0.0,[0.42986146 0.18880484]
Horace Slughorn,Lily.  Lovely Lily.  She was exceedingly bright -- your mother. Even more impressive when one considers she was Muggle-born.,0.675,[0.24752341 0.15237272]
Harry Potter,One of my best friends is Muggle- born.  She's the best in our year.,1.0,[-0.38571918  0.6259831 ]
Horace Slughorn,"Oh, but you mustn't think I'm prejudiced!  No, no, no! Your mother was one of my absolute favorites!  Look, there she is. Right up front.",0.2678571428571428,[-0.03807865  0.47849384]
Horace Slughorn,"All mine, each and every one.  Ex- students, I mean.  You recognize Barnubas Cuffe, of course, editor of the Daily Prophet.",-0.15625,[-0.30700362  0.57402164]
Horace Slughorn,"Always takes my owl should I want to register my opinion on the news of the day.  And there's Ambrosius Flume of Honeydukes.  Sends a hamper of chocolate to the house each birthday.  That is, when I had a house.  And Gwenog Jones, captain of the Holyhead Harpies -- free tickets whenever I want them. Of course, I haven't been to a match in some time...",0.4,[-0.587849    0.88262767]
Horace Slughorn,"Ah yes.  Regulus Black.  You no doubt know of his older brother Sirius.  Died a few weeks ago.  I taught the whole Black family except Sirius.  Shame.  Talented boy.  I got Regulus when he came along, of course, but I'd have liked the set.",0.1619047619047619,[ 1.1188818  -0.40496248]
Albus Dumbledore,Mind if I take this?  I do love knitting patterns.,0.5,[-0.23630929  0.54876244]
Horace Slughorn,Of course.  But you're not leaving?,0.0,[-0.9727868  1.2766627]
Albus Dumbledore,"I think I know a lost cause when I see one.  Regrettable.  I would have considered it a personal triumph had you consented to return to Hogwarts, Horace.  You are, like my friend Mr. Potter -- one of a kind.",0.3,[ 0.5172212  -0.07539586]
Horace Slughorn,"All right!  I'll do it.  But I'll be wanting Professor Merrythought's old office, not that water closet I had formerly. And I expect a raise!  These are mad times we live in!  Mad!",-0.1297754329004329,[-0.61263347  0.86074156]
Albus Dumbledore,Indeed they are.,0.0,[0.04043344 0.48284808]
Harry Potter,"Sir, exactly what was that all --",0.25,[ 1.9398924 -1.0587115]
Albus Dumbledore,"You are talented, famous and powerful -- everything Horace values.  Professor Slughorn is going to try to collect you, Harry.  You would be his crowning jewel.  That is why he is returning to Hogwarts.  And it is crucial he return...",0.375,[-0.6164355  0.867219 ]
Albus Dumbledore,"I fear I may have stolen a wondrous night from you, Harry. She was, truthfully, very pretty. The girl.",0.325,[ 1.8533337 -1.2353613]
Harry Potter,"It's alright, sir.  I'll go back tomorrow, make some excuse --",-0.025,[-0.5242881  0.8274264]
Albus Dumbledore,"You'll not be going back to Little Whinging tonight, Harry.",-0.09375,[ 1.9509563 -1.0701898]
Harry Potter,"But, sir.  What about Hedwig?  And there's my trunk --",0.0,[ 0.32890436 -0.04026864]
Albus Dumbledore,Both are waiting for you.,0.0,[ 0.7858917  -0.10617481]
Harry Potter,Sir?,0.0,[ 1.3000687  -0.43210432]
Ginny Weasley,Hedwig...?  Mum!,0.0,[-0.6055229  0.8112859]
Ginny Weasley,Exactly.  How'd you guess?,0.25,[ 1.0769628  -0.33509567]
Ginny Weasley,"I'm joking, Mum.",0.0,[0.3422708  0.35089323]
Molly Weasley,You're worse than Fred and George.,-0.4,[ 0.69902545 -0.05106369]
Ginny Weasley,Now you're joking.  I was only wondering when Harry got here.,0.0,[-1.0028588  1.4067695]
Molly Weasley,Harry who?,0.0,[ 1.4451407 -0.6951535]
Ginny Weasley,"Harry Dimpleton.  Harry Potter, of course.",0.0,[-1.0644131  1.2272166]
Molly Weasley,"I think I'd know if Harry Potter was in my house, wouldn't I?",0.0,[ 1.3968166 -0.8330631]
Ginny Weasley,Well his trunk's in the kitchen. And his owl.,0.0,[ 1.1343195 -0.5601078]
Molly Weasley,I seriously doubt that.,-0.3333333333333333,[ 1.237982   -0.54036194]
Ron Weasley,Harry?  Did someone say Harry?,0.0,[0.05493242 0.44176492]
Ginny Weasley,"Me, nosy.  Is he up there with you?",0.0,[ 0.7410747  -0.40373284]
Ron Weasley,"'Course not.  Think I'd know if my best friend was in my room, wouldn't I?",1.0,[-0.40989786  0.64754164]
Hermione Granger,Was that an owl I heard?,0.0,[ 1.9966701 -0.9881219]
Ginny Weasley,"Harry's.  Haven't seen him, have you?  Apparently, he's wandering about the house.",0.05,[ 0.43723634 -0.09635828]
Hermione Granger,Really?,0.2,[ 1.025617   -0.31121793]
Harry Potter,Really.,0.2,[0.18439524 0.33124784]
Ron Weasley,Harry!,0.0,[0.30420303 0.4009848 ]
Hermione Granger,Harry!,0.0,[0.30420303 0.4009848 ]
Molly Weasley,But why didn't you tell us you were coming?,0.0,[ 1.6368098  -0.87529075]
Harry Potter,Didn't know. Dumbledore.,0.0,[ 1.1589539 -0.4748721]
Molly Weasley,"That man.  But then, what would we do without him?  Ron!",0.0,[-0.51763    0.8504372]
Ron Weasley,You've a bit of...,0.0,[ 0.9213215  -0.22200659]
Harry Potter,When'd you get here?,0.0,[ 1.864091  -1.0730852]
Hermione Granger,"A few days ago.  Though... for a bit, I wasn't sure I was coming.",0.15,[-0.0679647  0.5407303]
Ron Weasley,Mum sort of lost it last week. Said Ginny and I had no business going back to Hogwarts.  That it's too dangerous.,-0.1999999999999999,[-0.39750606  0.62050694]
Harry Potter,Oh come on...,0.0,[ 1.1094724  -0.22069827]
Hermione Granger,She's not alone.  Even my parents -- and they're Muggles -- know something bad is happening.,-0.6999999999999998,[-0.26718608  0.73152584]
Ron Weasley,"Anyway, Dad stepped in, told her she was being barmy.  Took a day or two, but she came round.",-0.2,[-0.53029144  0.93857586]
Harry Potter,But we're talking about Hogwarts. Dumbledore. What could be safer?,0.0,[ 1.7039814 -1.2130662]
Hermione Granger,There's been a lot of chatter lately.  That he's gotten... old.,-0.0999999999999999,[-1.1030558  1.5046597]
Harry Potter,Rubbish.  He's only -- what?,0.0,[-0.8536628  0.9658762]
Ron Weasley,A hundred and fifty.  Give or take a few years.,-0.2,[0.26051337 0.19104838]
Fred Weasley,Step up!  Step up!,0.0,[-0.0657099   0.51913476]
George Weasley,Step up!  Step up!,0.0,[-0.0657099   0.51913476]
George Weasley,We've got Fainting Fancy...,0.0,[ 1.3525068 -0.6606988]
Fred Weasley,Nosebleed Nougats...,0.0,[0.35571802 0.15821862]
George Weasley,And just in time for school...,0.0,[-0.1847325  0.6644096]
Fred Weasley,Puking Pastilles!,0.0,[-0.2385584  0.7211125]
Fred Weasley,"Into the cauldron, handsome.",0.5,[ 1.3004382 -0.5759149]
George Weasley,"Into the cauldron, handsome.",0.5,[ 1.3004382 -0.5759149]
Fred Weasley,"What'd you think, Harry?",0.0,[ 2.3245516 -1.3929431]
Harry Potter,Amazing.,0.6000000000000001,[-0.84689736  1.3656684 ]
George Weasley,"Pocket that and you'll pay in more than Galleons, my friend.",0.5,[ 1.045296  -0.7232282]
Fred Weasley,We've got eyes in the back of our heads.,0.0,[0.7598935  0.08568264]
George Weasley,Bloody urchins.,-0.8,[-0.11646992  0.8081715 ]
Harry Potter,Peruvian Instant Darkness Powder?,0.0,[ 1.972793  -1.2259634]
Fred Weasley,A real money spinner that.,0.2,[0.12459034 0.44102663]
Fred Weasley,"Handy if you need to make a quick escape.  Hello, ladies!",0.5083333333333333,[-0.0705242   0.31800714]
George Weasley,"Yes, they do really work.",0.2,[-1.3637395  1.6108965]
Fred Weasley,"Then again, the way we hear it, sis, you're doing just fine on your own.",0.5083333333333333,[ 1.1088129  -0.37404183]
Ginny Weasley,Meaning?,0.0,[ 1.2431725 -0.6465204]
Fred Weasley,Are you not currently dating Dean Thomas?,0.0,[ 1.8282475 -1.2234083]
Ginny Weasley,None of your business.,0.0,[ 0.89871204 -0.32977557]
Hermione Granger,These are adorable.,0.5,[0.17077915 0.61972696]
Fred Weasley,Aren't they now.  Pygmy Puffs. Can't breed them fast enough.,0.1,[-0.43482095  0.9286864 ]
Ron Weasley,How much for this?,0.2,[ 2.1053333 -1.4261405]
Fred Weasley,Five Galleons.,0.0,[0.30864993 0.2994005 ]
George Weasley,Five Galleons.,0.0,[0.30864993 0.2994005 ]
Ron Weasley,How much for me?,0.2,[ 2.1036634 -1.4193586]
Fred Weasley,Five Galleons.,0.0,[0.30864993 0.2994005 ]
George Weasley,Five Galleons.,0.0,[0.30864993 0.2994005 ]
Ron Weasley,But I'm your brother!,0.0,[ 0.8922885  -0.04286226]
Fred Weasley,Ten Galleons.,0.0,[0.24249105 0.36159945]
Ron Weasley,C'mon. Let's go.,0.0,[ 1.2537369 -0.4103583]
Lavender Brown,"Hi, Ron.",0.0,[-0.6296648  1.0917715]
Ron Weasley,Hi.,0.0,[0.09959511 0.5184133 ]
Hermione Granger,How is it Fred and George are doing it?  Half the alley's closed down.,-0.1407407407407407,[-0.9696576  1.2466747]
Ron Weasley,Fred reckons people need a laugh these days.,0.3,[-0.9551583  1.391405 ]
Harry Potter,Reckon he's right...,0.2857142857142857,[ 1.130506   -0.45635834]
Hermione Granger,Oh no.  Look.,0.0,[-0.58816344  1.0555459 ]
Hermione Granger,But everyone got their wands from Ollivander.  Young.  Old...,0.1,[0.32935312 0.06860612]
Harry Potter,Good.  Bad.  Speaking of which...,5.551115123125783e-17,[0.22686009 0.21599022]
Ron Weasley,Is it just me?  Or do Draco and mummy look like two people who don't want to be followed?,0.0,[-0.14321437  0.6035208 ]
Ron Weasley,What're they playing at?,0.0,[ 1.9802313 -1.0215585]
Harry Potter,Dunno.  Let's get closer.,0.0,[ 0.659988   -0.18407169]
Ron Weasley,Hey.  Where's Hermione?,0.0,[0.11196367 0.19275394]
Ron Weasley,"Harry, where is she?",0.0,[ 2.2054272 -1.3317206]
Harry Potter,I don't know.  I'm turned around.,0.0,[0.30938795 0.304129  ]
Ron Weasley,Bloody hell.,-0.8,[0.68402314 0.09181969]
Hermione Granger,Sorry.,-0.5,[0.11915877 0.49564156]
Harry Potter,What just happened?,0.0,[ 2.0364356 -1.0883036]
Hermione Granger,I don't know.,0.0,[ 1.0438293  -0.30109733]
Luna Lovegood,Quibbler...?  Quibbler...?,0.0,[ 0.552534   -0.15163219]
Luna Lovegood,There's an article on Wrackspurts this month.  Quibbler...?,0.0,[-0.28468037  0.4547298 ]
Luna Lovegood,"He's lovely.  They've been known to sing on Boxing Day, you know. Quibbler?",0.5,[-1.0841651  1.2720464]
Ginny Weasley,Please.  What's a Wrackspurt?,0.0,[ 0.797831   -0.27288288]
Luna Lovegood,They're invisible creatures that float in through your ears and make your brain go fuzzy. Quibbler?  Quibbler?,0.0,[0.42384696 0.01507775]
Harry Potter,"Don't you see, it was a ceremony. An initiation.",0.0,[-0.13595466  0.58457184]
Hermione Granger,"Stop, Harry, I know where you're going with this --",0.0,[ 1.0462303  -0.45123374]
Harry Potter,It's happened.  He's one of them.,0.0,[-0.70857435  1.1142514 ]
Ron Weasley,One of what?,0.0,[ 1.6052428  -0.82692146]
Hermione Granger,Harry is under the impression that Draco Malfoy is now a Death Eater.,0.0,[0.07816865 0.18685552]
Ron Weasley,You're barking.  What would You- Know-Who want with a sod like Malfoy?,0.0,[ 0.6161672 -0.3657174]
Harry Potter,So what's he doing in Borgin and Burke's?  Browsing for furniture?,0.0,[0.15204845 0.20366448]
Ron Weasley,It's a creepy shop.  He's a creepy bloke.,-0.5,[-1.0866371  1.1794447]
Harry Potter,"Look.  His father's a Death Eater. It only makes sense.  Besides, Hermione saw it.  With her own eyes.",0.3,[-0.72838897  1.0609312 ]
Hermione Granger,I told you.  I don't know what I saw.,0.0,[-0.35351068  0.70894635]
Harry Potter,I need some air.,0.0,[ 1.7824371 -0.7946774]
Draco Malfoy,What just happened?  Blaise?,0.0,[ 1.4805295 -0.7351221]
Blaise Zabini,Don't know.,0.0,[ 1.4227551 -0.5761257]
Pansy Parkinson,"Relax, boys.  The lights went out is all.  Come, Draco.  We'll be at Hogwarts before you know it.",0.0,[-0.85551816  1.1031511 ]
Draco Malfoy,Hogwarts.  What a pathetic excuse for a school.  I think I'd pitch myself off the Astronomy Tower if I thought I had to continue on for another two years.,-0.525,[-1.1079545  1.3627937]
Pansy Parkinson,What's that supposed to mean?,-0.3125,[ 1.8706473 -1.053459 ]
Draco Malfoy,Let's just say I don't think you'll be seeing me wasting my time in Charms Class next year.,0.0,[ 1.4548073  -0.77038026]
Draco Malfoy,"Amused, Blaise?  We'll see just who's laughing in the end.",0.0,[-0.67289424  1.0454503 ]
Hermione Granger,Where's Harry?,0.0,[ 1.9640967 -1.0785303]
Ron Weasley,Probably on the platform.  C'mon.,0.0,[-0.9011421  1.2307996]
Draco Malfoy,You two go on.  I want to check something.,0.0,[ 0.5250013  -0.10220465]
Draco Malfoy,"Didn't mummy ever tell you it's bad manners to eavesdrop, Potter? Petrificus Totalus!",-0.8749999999999998,[ 0.6914976  -0.21895334]
Draco Malfoy,"Oh, right, she was dead before you could wipe the drool off your chin.",0.0428571428571428,[0.4354713  0.19993499]
Draco Malfoy,Enjoy the ride back to London.,0.2,[-0.1645106   0.48253623]
Luna Lovegood,"Hello, Harry.",0.0,[0.02177319 0.65725553]
Harry Potter,Luna.  How'd you...?,0.0,[0.46746773 0.05796751]
Luna Lovegood,Wrackspurts. Your head's full of them.,0.35,[ 1.055798   -0.49759868]
Harry Potter,"Sorry I made you miss the carriages, Luna.",-0.5,[0.3067716  0.32550517]
Luna Lovegood,It's alright.  I enjoyed our walk. It was like being with a friend.,0.5,[0.02423952 0.44587737]
Harry Potter,"I am your friend, Luna.",0.0,[ 0.8081685  -0.13136685]
Luna Lovegood,That's nice.,0.6,[-2.143839  2.310154]
Filius Flitwick,About time!  I've been looking all over for you two.  Names.,0.0,[0.5194134  0.03935135]
Harry Potter,"Professor Flitwick, you've known me for five years.",0.0,[-0.40645283  0.87468314]
Filius Flitwick,"No exceptions, Potter.",0.0,[0.58845705 0.11651326]
Luna Lovegood,Who are those people?,0.0,[ 2.045525  -1.0074176]
Filius Flitwick,Aurors. For security.,0.0,[0.0297866  0.32334518]
Draco Malfoy,"It's a not a cane, you cretin. It's a walking stick.",0.0,[ 1.3427761 -0.6961159]
Argus Filch,And what exactly would you be wanting with a walking stick?,0.25,[ 2.0460525 -1.4405127]
Severus Snape,It was his father's.,0.0,[ 0.52317286 -0.02681179]
Draco Malfoy,Is my father's.  He's not dead.,0.1,[ 0.6549532  -0.05702915]
Severus Snape,"It's alright, Mr. Filch.  I can vouch for Mr. Malfoy.",0.0,[-0.5525716   0.86192244]
Draco Malfoy,"Nice face, Potter.",0.6,[-1.384033   1.6840978]
Luna Lovegood,Would you like me to fix it? Personally I think you look a bit more devil-may-care this way.  But it's up to you.,0.25,[ 0.44508457 -0.10063099]
Harry Potter,Have you ever fixed one?  A nose.,0.1,[0.28912827 0.2817133 ]
Luna Lovegood,No.  But I've done several toes and how different are they really?,0.0666666666666666,[ 0.99206275 -0.38322505]
Harry Potter,What the hell.  Give it a go.,0.0,[-0.08914711  0.46828294]
Luna Lovegood,Episkey.,0.0,[0.26709464 0.2341241 ]
Harry Potter,Well?  How do I look?,0.0,[ 0.6889446  -0.08161347]
Luna Lovegood,Exceptionally ordinary.,-0.25,[-0.39090654  0.8905789 ]
Harry Potter,Brilliant.,0.9,[-0.26382774  1.0609312 ]
Ron Weasley,Don' you worry.  He'll be 'long soon 'nuff --,-0.05,[-0.11992054  0.5744334 ]
Hermione Granger,Will.  You.  Stop.  Eating!  Your best friend is missing!,0.375,[ 0.506055   -0.32496575]
Ron Weasley,"Oi!  Turn around, you lunatic.",0.0,[-1.1271954  1.4803053]
Ginny Weasley,He's covered in blood again.  Why is it he's always covered in blood?,0.0,[-0.6343007  1.0017731]
Ron Weasley,Looks like his own this time.,0.6,[0.12206653 0.40198448]
Hermione Granger,"Where've you been, Harry?  And what happened to your face?",0.0,[0.65466994 0.00383224]
Harry Potter,Later.  What've I missed?,0.0,[ 0.9670844  -0.21566632]
Ron Weasley,"Sorting Hat urged us all to be brave and strong in these troubled times -- easy for it to say -- it's a hat, isn't it?  First Years seemed to enjoy it, though. Wankers. Filch give you the wand outside?",0.2595238095238095,[-0.12431574  0.54625815]
Harry Potter,Thanks...,0.2,[-0.17845649  0.6752987 ]
Hermione Granger,What's happened to his hand?,0.0,[ 2.0316963 -1.178074 ]
Albus Dumbledore,"The very best of evenings to you! First off, please join me in welcoming the newest member of our staff, Horace Slughorn.",0.625,[ 1.6742426 -1.0416815]
Albus Dumbledore,"Professor Slughorn, I'm happy to say, has agreed to resume his old post of Potions master.  Meanwhile the post of Defense Against the Dark Arts will be assumed by Professor Snape.",0.25,[-1.600458   1.7681046]
Albus Dumbledore,"Now, as you know, each and every one of you was searched upon your arrival tonight.  You have a right to know why.",0.2857142857142857,[-0.25362226  0.49020252]
Albus Dumbledore,"Once there was a young man who, like you, sat in this very Hall. Walked this castle's corridors. Slept beneath its roof.  He seemed, to all the world, a student like any other.  His name? Tom Riddle. The Hall goes utterly silent.",0.04375,[ 1.0478019  -0.33694223]
Albus Dumbledore,"Today, of course, the world knows him by another name.  Which is why, as I stand looking out upon you all tonight, I am reminded of a sobering fact.  Each day, every hour, this very minute perhaps, dark forces attempt to penetrate this castle.  But in the end, their greatest weapon remains... you.",0.35,[-0.08926993  0.5455599 ]
Albus Dumbledore,"Just something to keep in mind. Now, off to bed.  Pip pip!",0.0,[0.0287416  0.43613136]
Ron Weasley,That was cheerful.,0.4,[-1.2101101  1.6016324]
Minerva McGonagall,"History of Magic is up, ladies, not down.  Mr. Davies -- that's the girl's toilet...",0.1814814814814815,[-0.39780018  0.59621894]
Minerva McGonagall,Potter!,0.0,[ 0.8206453  -0.07958476]
Harry Potter,This can't be good.,0.7,[ 0.82999325 -0.23653382]
Minerva McGonagall,"Enjoying ourself, are we?",0.5,[ 1.0212772 -0.4394092]
Harry Potter,"Well, you see, I've got an open period this morning, Professor --",0.0,[ 0.47911388 -0.12155388]
Minerva McGonagall,So I noticed.  I would think you'd want to fill it with Potions.  Or is it no longer your ambition to become an Auror?,0.0,[ 0.47106034 -0.02823856]
Harry Potter,It is.  Or was.  But I was told I had to get an Outstanding in my,0.5,[-0.6039684  1.1270847]
Minerva McGonagall,"And so you did when Professor Snape was teaching Potions. However, Professor Slughorn is perfectly happy to accept N.E.W.T. students with 'Exceeds Expectations.'",0.8,[-0.19555624  0.45020905]
Harry Potter,Really?  Well... brilliant.  I'll head there straight away.,0.4333333333333333,[-1.325062   1.5380728]
Minerva McGonagall,Good.  And take Weasley with you. He looks far too happy over there.,0.5333333333333333,[-0.5311259   0.81447387]
Ron Weasley,But I don't want to take Potions!,0.0,[ 1.6295803  -0.80826426]
Horace Slughorn,Harry m'boy!  I was beginning to worry!  And I see we've brought someone with us...,0.0,[-0.09199275  0.49553254]
Ron Weasley,"Ron Weasley, sir.  But I'm dead awful at Potions, a menace actually, so I probably should just be going --",-0.3999999999999999,[0.29255688 0.1360006 ]
Horace Slughorn,"Nonsense, we'll sort you out.  Any friend of Harry's is a friend of mine.  Right then, books out --",0.2857142857142857,[-0.45410594  0.651608  ]
Harry Potter,"Um, sorry, sir, but I haven't got my book yet -- nor's Ron.  You see --",-0.5,[-0.09835716  0.28743118]
Horace Slughorn,Not to worry.  You can get what you need from the cupboard.,0.0,[-0.36175808  0.5725934 ]
Horace Slughorn,"Now, as I was saying, I've prepared a few concoctions this morning.  Any ideas what these might be?  Yes, Miss...?",-0.2,[ 1.299358  -0.7458088]
Hermione Granger,"Granger, sir.  That one there is Veritaserum.  And that would be Polyjuice Potion.  And that is Amortentia! The most powerful love potion in the world.",0.4333333333333333,[-0.39153183  0.5791814 ]
Hermione Granger,"It's rumored to smell differently to each person, according to what attracts them.  For example, I smell freshly mown grass and new parchment and spearmint toothpaste --",0.1454545454545454,[-0.21431729  0.36093128]
Horace Slughorn,One of my best friends is Muggle- born.  She's the best in our year...,1.0,[-0.3860596  0.6586814]
Horace Slughorn,"Now Amortentia doesn't create actual love, of course.  That's impossible.  But it does cause a powerful infatuation or obsession. For that reason, it is probably the most dangerous potion in this room.",0.0055555555555555,[0.17839187 0.09920876]
Katie Bell,"Sir, you haven't told us what's in that one.",0.0,[ 1.6045955 -0.8924202]
Horace Slughorn,Ah yes...,0.0,[-0.6236853  0.9357865]
Horace Slughorn,"What you see before you, ladies and gentlemen, is a curious little potion known as Felix Felicis. But it is more commonly referred to as --",-0.0218749999999999,[ 0.9963369 -0.7266815]
Hermione Granger,Liquid luck.,0.0,[0.14360614 0.37363935]
Horace Slughorn,"Yes, Miss Granger.  Desperately tricky to make.  Disastrous should you get it wrong.  But brewed correctly, as this has been, it has remarkable powers.  One sip and you will find that all your endeavors succeed... at least until the effects wear off.",-0.2699999999999999,[ 0.8604676 -0.4160328]
Katie Bell,But then why don't people drink it all the time?,0.0,[ 0.727772   -0.30913505]
